978-4-004317-01-2,48934,2018/01/30,棋士とＡＩ アルファ碁から始まった未来,ｷｼ ﾄ ｴｰｱｲ ｱﾙﾌｧｺﾞ ｶﾗ ﾊｼﾞﾏｯﾀ ﾐﾗｲ,,,岩波新書　新赤版 １７０１,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1701,王 銘【エン】／著,ｵｳ ﾒｲｴﾝ,,795,ｵ,,岩波書店,2018,211p,18cm,780,18003921,世界のトップ棋士たちを圧倒したアルファ碁は、人間の未来に多くの可能性を示すとともに、多くの未確定性と課題を残し、そして多くの問いも投げかけた。囲碁ソフト制作にも関わる人気棋士が、肌身で感じたその実像を綴る。,イゴ　ジンコウチノウ　囲碁　人工知能,図書費,白山商会,758,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-004317-02-9,48935,2018/01/30,技術の街道をゆく,ｷﾞｼﾞｭﾂ ﾉ ｶｲﾄﾞｳ ｵ ﾕｸ,,,岩波新書　新赤版 １７０２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1702,畑村 洋太郎／著,ﾊﾀﾑﾗ ﾖｳﾀﾛｳ,,502.1,ﾊ,,岩波書店,2018,180p,18cm,760,18003923,技術力は高いにもかかわらず、苦境に立たされる日本の技術。「現地を訪ね、現物に触り、現場の人と議論する」をモットーに、さまざまな生産現場を訪ね歩いてきた著者が、日本の技術者が生き残る道をさぐる。,ギジュツ ニホン　技術 日本,図書費,白山商会,739,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-47-6,48765,2017/04/10,王様でたどるイギリス史,ｵｳｻﾏﾃﾞﾀﾄﾞﾙｲｷﾞﾘｽｼ,,,岩波ジュニア新書 ８４７,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 847,池上 俊一／著,ｲｹｶﾞﾐ ｼｭﾝｲﾁ,,288.4,ｵ,,岩波書店,2017,249 5p,18cm,880,17009155,ヨーロッパの王室が廃止されたり形式化したりするなか、イギリス王室は今も人気を誇っている。その理由とイギリスの文化や心性の特徴を、千数百年にわたる王室の「歴史」と個性的な王様たちを通してあぶり出す。,オウシツ　イギリス レキシ　イギリス　ヨーロツパノレキシ　オウシツ　王室　イギリス 歴史　イギリス　ヨーロッパの歴史　王室,図書費,ＴＲＣ,880,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-48-3,48778,2017/04/12,財政から読みとく日本社会 君たちの未来のために,ｻﾞｲｾｲｶﾗﾖﾐﾄｸﾆﾎﾝｼｬｶｲ ｷﾐﾀﾁﾉﾐﾗｲﾉﾀﾒﾆ,,,岩波ジュニア新書 ８４８,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 848,井手 英策／著,ｲﾃﾞ ｴｲｻｸ,,342.1,ｻ,,岩波書店,2017,224p,18cm,880,17015768,弱者を生まず、誰もが安心して暮らせる社会をつくるためにできることは？　財政社会学を専門とする著者が、財政のできごとを手がかりとして日本社会の特徴や問題点をあぶりだす。,ザイセイ ニホン　ザイセイ　シヤカイ　財政 日本　財政　社会,図書費,ＴＲＣ,880,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-49-0,48779,2017/04/12,正しいコピペのすすめ 模倣、創造、著作権と私たち,ﾀﾀﾞｼｲｺﾋﾟﾍﾟﾉｽｽﾒ ﾓﾎｳｿｳｿﾞｳﾁｮｻｸｹﾝﾄﾜﾀｸｼﾀﾁ,,,岩波ジュニア新書 ８４９,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 849,宮武 久佳／著,ﾐﾔﾀｹ ﾋｻﾖｼ,,021.2,ﾀ,,岩波書店,2017,186 3p,18cm,860,17015770,ネットで調べ、ワープロやスマホで文章を書く時代にはルール上、「許されるコピペ」と「許されないコピペ」がある。コピーやコピペがあふれる社会と著作権について、基本的な部分を平易に説明する。,チョサクケン　チヨサクケン　著作権　著作権,図書費,ＴＲＣ,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-50-6,48805,2017/05/01,聖徳太子 ほんとうの姿を求めて,ｼｮｳﾄｸﾀｲｼ ﾎﾝﾄｳ ﾉ ｽｶﾞﾀ ｵ ﾓﾄﾒﾃ,,,岩波ジュニア新書 ８５０,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ ﾊｯﾋﾟｬｸｺﾞｼﾞｭｳ,東野 治之／著,ﾄｳﾉ ﾊﾙﾕｷ,,288.4,ｼ,,岩波書店,2017,220 6p,18cm,880,17021188,１４００年、人々を魅了してきた聖徳太子。仏像に残された銘文、自筆とされるお経の注釈書など、さまざまな手がかりや太子にまつわる史料を紹介し、実在の人物としての聖徳太子に迫る。,ショウトク　タイシ　聖徳太子　ジユウシチジヨウノケンポウ　シヨウトクタイシ　ブツキヨウ　ホウリユウジ　カンイジユウニカイ　十七条の憲法　聖徳太子　仏教　法隆寺　冠位十二階,図書費,白山商会,880,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-51-3,48806,2017/05/01,日本一小さな農業高校の学校づくり 愛農高校、校舎たてかえ顛末記,ﾆﾎﾝｲﾁ ﾁｲｻﾅ ﾉｳｷﾞｮｳｺｳｺｳ ﾉ ｶﾞｯｺｳ ｽﾞｸﾘ ｱｲﾉｳｺｳｺｳ ｺｳｼｬ ﾀﾃｶｴ ﾃﾝﾏﾂｷ,,,岩波ジュニア新書 ８５１,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ ﾊｯﾋﾟｬｸｺﾞｼﾞｭｳｲﾁ,品田 茂／著,ｼﾅﾀﾞ ｼｹﾞﾙ,,526.3,ﾆ,,岩波書店,2017,218p,18cm,880,17021193,愛農高校は、三重県伊賀市にある私立農業高校。耐震性に不安があった鉄筋コンクリート造りの本館校舎の３階部分を取り除き、２階建て校舎にして耐震性を高めるとともに、校舎の内装を木造りとして再生した顛末を紹介する。,アイノウガクエンノウギョウコウトウガッコウ　ケンチク　コウトウガツコウ　ノウギヨウ　愛農学園農業高等学校　建築　高等学校　農業,図書費,白山商会,880,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-52-0,48807,2017/05/01,東大留学生ディオンが見たニッポン,ﾄｳﾀﾞｲ ﾘｭｳｶﾞｸｾｲ ﾃﾞｨｵﾝ ｶﾞ ﾐﾀ ﾆｯﾎﾟﾝ,,,岩波ジュニア新書 ８５２,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ ﾊｯﾋﾟｬｸｺﾞｼﾞｭｳﾆ,ディオン・ン・ジェ・ティン／著,ﾝ ﾃﾞｨｵﾝ･ｼﾞｪ･ﾃｨﾝ ﾃﾞｨｵﾝﾝｼﾞｪﾃｨﾝ,,302.1,ﾄ,,岩波書店,2017,215p,18cm,880,17021198,日本に留学したディオンの見聞録。留学生の目から見た日本を、経験談にもとづいて語るとともに、日本の社会に広く存在している課題について論じる。日本のグローバル化社会にむけても示唆に富む一冊。,ニホン　リュウガク　ニホン　ニホンジン　ブンカ　リユウガク　日本　留学　日本　日本人　文化　留学,図書費,白山商会,880,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-005008-53-7,48820,2017/06/15,中学生になったら,ﾁｭｳｶﾞｸｾｲ ﾆ ﾅｯﾀﾗ,,,岩波ジュニア新書 ８５３,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 853,宮下 聡／著,ﾐﾔｼﾀ ｻﾄｼ,,376.3,ﾐ,,岩波書店,2017,242p,18cm,900,17025679,長年教師として中学生と共に生きてきた著者が、人生の土台づくりに懸命な中学生の姿を伝えるとともに、中学校の生活、勉強方法、学ぶことの意味、人生をデザインすることなどについて丁寧にアドバイス。悩み相談も収録。,チュウガクセイ　ガクシユウホウ　キヨウイン　セイカツ　チユウガクセイ　トモダチ　イジメ　インターネツト　コドモノケンリ　フトウコウ　ブカツドウ　イキカタカンガエカタ　シンロ（ジンセイ）　中学生　学習法　教員　生活　中学生　友だち　いじめ　インターネット　子どもの権利　不登校　部活動　生き方・考え方　進路（人生）,図書費,白山商会,900,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-54-4,48821,2017/06/15,質問する、問い返す 主体的に学ぶということ,ｼﾂﾓﾝ ｽﾙ ﾄｲ ｶｴｽ ｼｭﾀｲﾃｷ ﾆ ﾏﾅﾌﾞ ﾄ ｲｳ ｺﾄ,,,岩波ジュニア新書 ８５４,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 854,名古谷 隆彦／著,ﾅｺﾞﾔ ﾀｶﾋｺ,,002,ﾅ,,岩波書店,2017,211p,18cm,860,17025681,主体性とは、自分の考えや信念、判断に基づいて行動すること。「そもそも“考える”ってどういうこと？」「社会は若者にどんな力を期待している？」「どうすれば主体性が身につく？」…。主体的に生きるための処方箋を探る。,ガクモン　ガクシユウホウ　モノノミカタカンガエカタ　学問　学習法　物の見方・考え方,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-55-1,48834,2017/06/30,読みたい心に火をつけろ！ 学校図書館大活用術,ﾖﾐﾀｲｺｺﾛﾆﾋｵﾂｹﾛ ｶﾞｯｺｳﾄｼｮｶﾝﾀﾞｲｶﾂﾖｳｼﾞｭﾂ,,,岩波ジュニア新書 ８５５,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 855,木下 通子／著,ｷﾉｼﾀ ﾐﾁｺ,,017.4,ｷ,,岩波書店,2017,228p,18cm,900,17030735,おいでよ、図書館へ。埼玉県の高校で学校司書をしている著者が、生徒とのやり取りなど、たくさんのエピソードを織り込んで、日々のイキイキとした図書館を伝える。本と子どもをつなぐ学校司書の仕事も紹介。,ガッコウトショカン　トショカンリヨウ　ガツコウトシヨカン　トシヨカンリヨウホウ　学校図書館　図書館利用　学校図書館　図書館利用法,図書費,白山商会,900,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-56-8,48846,2017/07/29,敗北を力に！ 甲子園の敗者たち,ﾊｲﾎﾞｸ ｵ ﾁｶﾗ ﾆ ｺｳｼｴﾝ ﾉ ﾊｲｼｬﾀﾁ,,,岩波ジュニア新書 ８５６,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 856,元永 知宏／著,ﾓﾄﾅｶﾞ ﾄﾓﾋﾛ,,783.7,ﾓ,,岩波書店,2017,226p,18cm,880,17035958,負けたから強く生きられる！　甲子園は、高校生活のすべてをかけて野球に打ち込んだ人だけが入ることを許された場所。そこで敗れた「甲子園の敗者」たちは、どのようにして涙を力に変えたのか。８人の球児たちの歩みを追う。,コウコウヤキュウ デンキ　デンキ　コウコウヤキユウ　高校野球 伝記　伝記　高校野球,図書費,白山商会,880,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-005008-57-5,48847,2017/07/29,世界に通じるマナーとコミュニケーション つながる心、英語は翼,ｾｶｲ ﾆ ﾂｳｼﾞﾙ ﾏﾅｰ ﾄ ｺﾐｭﾆｹｰｼｮﾝ ﾂﾅｶﾞﾙ ｺｺﾛ ｴｲｺﾞ ﾜ ﾂﾊﾞｻ,,,岩波ジュニア新書 ８５７,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 857,横手 尚子／著 横山 カズ／著,ﾖｺﾃ ｼｮｳｺ ﾖｺﾔﾏ ｶｽﾞ,,385.9,ﾖ,,岩波書店,2017,193p,18cm,860,17035959,マナーとは、人と関わることを楽しみ、深く味わうための方法です！　基本５原則、敬語の使い方、心をつなぐ英語表現など、国際化時代に必要な、実践で役立つマナーの基本を紹介します。,レイギサホウ　イブンカカンコミュニケーション　エイゴ　エイゴ　レイギサホウ　コミユニケーシヨン　礼儀作法　異文化間コミュニケーション　英語　英語　礼儀作法　コミュニケーション,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-58-2,48858,2017/09/04,漱石先生の手紙が教えてくれたこと,ｿｳｾｷ ｾﾝｾｲ ﾉ ﾃｶﾞﾐ ｶﾞ ｵｼｴﾃｸﾚﾀ ｺﾄ,,,岩波ジュニア新書 ８５８,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 858,小山 慶太／著,ｺﾔﾏ ｹｲﾀ,,910.2,ｺ,,岩波書店,2017,209p,18cm,880,17040336,漱石の書き残した若い人への手紙は、小説とは違った感慨を読む者に与え、綴られる励まし、ユーモア、人としての深さは、今を生きる人にとっても温かなエールとなる。示唆に富む手紙から、文豪・漱石の新たな一面に迫る。,ナツメ ソウセキ　夏目漱石　ナツメ ソウセキ　夏目漱石,図書費,白山商会,880,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-59-9,48859,2017/09/04,マンボウのひみつ,ﾏﾝﾎﾞｳ ﾉ ﾋﾐﾂ,,,岩波ジュニア新書 ８５９,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 859,沢井 悦郎／著,ｻﾜｲ ｴﾂﾛｳ,,487.7,ｻ,,岩波書店,2017,187 2p,18cm,1000,17040337,人気者なのに謎すぎる魚・マンボウ。夜光る、すぐ死ぬ、溺れる人を助けた、３億個産卵して生き残るのは２匹…伝説の真相は！？　古い文献探しから先端技術での生態調査、料理やサブカルまで、マンボウのひみつを解き明かす。,マンボウ　マンボウ　まんぼう　まんぼう,図書費,白山商会,1000,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-60-5,48868,2017/10/02,自分のことがわかる本 ポジティブ・アプローチで描く未来,ｼﾞﾌﾞﾝ ﾉ ｺﾄ ｶﾞ ﾜｶﾙ ﾎﾝ ﾎﾟｼﾞﾃｨﾌﾞ ｱﾌﾟﾛｰﾁ ﾃﾞ ｴｶﾞｸ ﾐﾗｲ,,,岩波ジュニア新書 ８６０,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 860,安部 博枝／著,ｱﾍﾞ ﾋﾛｴ,,159.7,ｱ,,岩波書店,2017,166p,18cm,800,17045236,人材育成・キャリアデザイン研修に長く携わってきた著者が、ポジティブ・アプローチの考え方を使って、若い世代が前向きにキャリアをデザインしていくための方法を紹介する。書き込み欄あり。,ジンセイクン（セイネン）　セイカク　モノノミカタカンガエカタ　イキカタカンガエカタ　コミユニケーシヨン　ジンコウチノウ　人生訓（青年）　性格　物の見方・考え方　生き方・考え方　コミュニケーション　人工知能,図書費,白山商会,800,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-61-2,48882,2017/10/30,農学が世界を救う！ 食料・生命・環境をめぐる科学の挑戦,ﾉｳｶﾞｸ ｶﾞ ｾｶｲ ｵ ｽｸｳ ｼｮｸﾘｮｳ ｾｲﾒｲ ｶﾝｷｮｳ ｵ ﾒｸﾞﾙ ｶｶﾞｸ ﾉ ﾁｮｳｾﾝ,,,岩波ジュニア新書 ８６１,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 861,生源寺 真一／編著 太田 寛行／編著 安田 弘法／編著,ｼｮｳｹﾞﾝｼﾞ ｼﾝｲﾁ ｵｵﾀ ﾋﾛﾕｷ ﾔｽﾀﾞ ﾋﾛﾉﾘ,,610.1,ｼ,,岩波書店,2017,191p,18cm,820,17050285,人びとのくらしを豊かにし、自然環境を保全し、生き物たちとの共生を目指す－。自然科学や人文社会科学の成果も活用して、食料・生命・環境のいろいろな問題に挑戦する「農学」の可能性と魅力を紹介する。,ノウガク　カンキヨウモンダイ　シヨクモツ　セイメイカガク　ノウギヨウ　農学　環境問題　食物　生命科学　農業,図書費,白山商会,820,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-62-9,48883,2017/10/30,私、日本に住んでいます,ﾜﾀｸｼ ﾆﾎﾝ ﾆ ｽﾝﾃﾞｲﾏｽ,,,岩波ジュニア新書 ８６２,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 862,スベンドリニ・カクチ／著,ｶｸﾁ ｽﾍﾞﾝﾄﾞﾘﾆ ｽﾍﾞﾝﾄﾞﾘﾆｶｸﾁ,,334.4,ｶ,,岩波書店,2017,166p,18cm,800,17050287,外国から来て、いま日本に住んでいる人たちは、日本でどのように暮らし、何を感じているのか？　留学生、ＤＪ、落語家、お笑い芸人、写真家など、外国から来たさまざまな人の声を紹介する。,ガイコクジン（ニホンザイリュウ）　コクサイリカイ　コクサイリカイ　ガイコクジン　外国人（日本在留）　国際理解　国際理解　外国人,図書費,白山商会,800,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-63-6,48898,2017/12/02,短歌は最強アイテム 高校生活の悩みに効きます,ﾀﾝｶ ﾜ ｻｲｷｮｳ ｱｲﾃﾑ ｺｳｺｳ ｾｲｶﾂ ﾉ ﾅﾔﾐ ﾆ ｷｷﾏｽ,,,岩波ジュニア新書 ８６３,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 863,千葉 聡／著,ﾁﾊﾞ ｻﾄｼ,,370,ﾁ,,岩波書店,2017,191p,18cm,860,17055535,熱血教師で歌人の著者が、現代短歌を通じて揺れ動く生徒たちの心模様を描く。進学指導重点校の高校に着任してからの５年半の出来事を中心に、エッセイと９５首の短歌連作をまとめる。,キョウイク　ワカ　キヨウイン　コウコウセイ　タンカ　教育　和歌　教員　高校生　短歌,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-64-3,48913,2018/01/11,榎本武揚と明治維新 旧幕臣の描いた近代化,ｴﾉﾓﾄ ﾀｹｱｷ ﾄ ﾒｲｼﾞｲｼﾝ ｴﾉﾓﾄ ﾌﾞﾖｳ ﾄ ﾒｲｼﾞｲｼﾝ ｷｭｳ ﾊﾞｸｼﾝ ﾉ ｴｶﾞｲﾀ ｷﾝﾀﾞｲｶ,,,岩波ジュニア新書 ８６４,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 864,黒滝 秀久／著,ｸﾛﾀｷ ﾋﾃﾞﾋｻ,,289.1,ｸ,,岩波書店,2017,173 10p,18cm,820,18000464,幕末から明治へと至る激動期にオランダに留学して海外の最新の科学技術を吸収し、「蝦夷共和国」を夢見て箱館戦争を戦った榎本武揚。日本の近代化に大きな役割を果たした旧幕臣の波乱に満ちた生涯を描く。,エノモト ブヨウ　榎本武揚　エノモト タケアキ　メイジイシン　榎本武揚　明治維新,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-65-0,48927,2018/01/30,はじめての研究レポート作成術,ﾊｼﾞﾒﾃ ﾉ ｹﾝｷｭｳ ﾚﾎﾟｰﾄ ｻｸｾｲｼﾞｭﾂ,,,岩波ジュニア新書 ８６５,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ 865,沼崎 一郎／著,ﾇﾏｻﾞｷ ｲﾁﾛｳ,,002.7,ﾇ,,岩波書店,2018,242p,18cm,900,18003896,研究への取り組み方から、コピペ不要の文章の組みたて方の技術までを網羅した、研究レポート作成のための入門書。インターネットと図書館を使って入手できる資料を用いた作成術を解説する。,ガクモン　ブンケンタンサク　ジョウホウケンサク　ロンブンサホウ　ガクシユウホウ　シラベカタ　レポートノカキカタ　学問　文献探索　情報検索　論文作法　学習法　調べ方　レポートの書き方,図書費,白山商会,875,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-021907-39-5,49568,2017/11/02,私の好きな植物園３００ 刺しゅうサンプラー,ﾜﾀｸｼﾉｽｷﾅｼｮｸﾌﾞﾂｴﾝｻﾝﾋﾞｬｸ ｼｼｭｳｻﾝﾌﾟﾗｰ,,,Ａｓａｈｉ　Ｏｒｉｇｉｎａｌ ７３９,ｱｻﾋｵﾘｼﾞﾅﾙ 739,,,,594.2,ﾜ,,朝日新聞出版（発売）,2017,80p,26cm,1500,17021955,身のまわりの物に植物を刺しゅうしてみませんか？　植物園をテーマに、四季を彩る親しみのある植物から、世界中の珍しい植物まで、３００点ものさまざまな図案を紹介します。基本の１５ステッチも掲載。,シシュウ　刺繍,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-022514-64-6,49438,2017/06/13,天声人語 ２０１６年７月－１２月,ﾃﾝｾｲｼﾞﾝｺﾞ,,,,,朝日新聞論説委員室／著,ｱｻﾋｼﾝﾌﾞﾝｼｬ ｱｻﾋｼﾝﾌﾞﾝﾛﾝｾﾂｲｲﾝｼﾂ,,304,ﾃ,,朝日新聞出版,2017,272 5p,19cm,1500,17013353,『朝日新聞』の名物コラム「天声人語」の２０１６年後半分を全収録。小池百合子新都知事の誕生、天皇陛下の「退位」論議、リオ五輪開催、米大統領選でのトランプ氏勝利など、幅広いトピックス。時事年表・人名索引も収録。,,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-022514-65-3,49437,2017/06/13,錆びた太陽,ｻﾋﾞﾀﾀｲﾖｳ,,,,,恩田 陸／著,ｵﾝﾀﾞ ﾘｸ,,913.6,ｵ,,朝日新聞出版,2017,458p,20cm,1700,17013681,原発事故で汚染された地域を巡回するロボットたちの居住区に、謎の女・財護徳子がやってきた。ロボットたちは人間である徳子の指令に従うことにするのだが…。彼女の目的は一体何なのか？　『週刊朝日』連載を単行本化。,,図書費,ＴＲＣ,1700,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-022514-71-4,49564,2017/11/02,歴史の逆襲 ２１世紀の覇権、経済格差、大量移民、地政学の構図,ﾚｷｼﾉｷﾞｬｸｼｭｳ ﾆｼﾞｭｳｲｯｾｲｷﾉﾊｹﾝｹｲｻﾞｲｶｸｻﾀｲﾘｮｳｲﾐﾝﾁｾｲｶﾞｸﾉｺｳｽﾞ,,,,,ジェニファー・ウェルシュ／著 秋山 勝／訳,ｳｪﾙｼｭ ｼﾞｪﾆﾌｧｰ ｱｷﾔﾏ ﾏｻﾙ ｼﾞｪﾆﾌｧｰｳｪﾙｼｭ,,304,ｳ,,朝日新聞出版,2017,265 11p,20cm,2000,17024440,果たして自由民主主義は勝利したのか？　楽観に過ぎたフランシス・フクヤマの考察、「歴史の終わり」は誤りだった？　気鋭の国際政治学者が斬りこむ、２１世紀の世界予測。,,図書費,ＴＲＣ,2000,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-040661-87-2,48908,2017/12/22,シンガポール￥１０００でできること,ｼﾝｶﾞﾎﾟｰﾙ ｾﾝｴﾝ ﾃﾞ ﾃﾞｷﾙ ｺﾄ,,,,,山下 マヌー／著,ﾔﾏｼﾀ ﾏﾇｰ,,292.3,ﾔ,,ＫＡＤＯＫＡＷＡ,2013,159p,19cm,1200,13064898,マリーナ・ベイ・サンズを見下ろすオシャレバー、メチャうまのローカルフード…。レストラン、カフェ＆バーから、アクティビティ、ショッピングまで、１０００円でシンガポールをゴージャスに遊ぶためのガイドブック。,シンガポール キコウアンナイキ　シンガポール 紀行・案内記,図書費,ＴＳＵＴＡＹＡ多治見インター店,1200,図書室,,,欧文タイトル：Ｗｈａｔ　ｙｏｕ　ｃａｎ　ｄｏ　ｗｉｔｈ　ｌｅｓｓ　ｔｈａｎ　￥１０００　ｉｎ　ＳＩＮＧＡＰＯＲＥ,,False,,,,False,,,,False,False,True,,
978-4-040687-18-6,49452,2017/06/13,激ウマ！食べ台湾 ひとり旅でも大満足、食べまくりローカルフード６５軒,ｹﾞｷｳﾏﾀﾍﾞﾀｲﾜﾝ ﾋﾄﾘﾀﾋﾞﾃﾞﾓﾀﾞｲﾏﾝｿﾞｸﾀﾍﾞﾏｸﾘﾛｰｶﾙﾌｰﾄﾞﾛｸｼﾞｭｳｺﾞｹﾝ,,,,,Ａｉｗａｎ／著 妻鹿 もえぎ／マンガ,ｱｲﾜﾝ ﾒｶﾞ ﾓｴｷﾞ,,596.2,ｱ,,ＫＡＤＯＫＡＷＡ,2016,159p,21cm,1200,16060190,おなじみ小篭包にカキ氷、知る人ぞ知る麺、丼、屋台メシ…。台北在住ブロガーが、現地に住む人＝ローカルに愛されている台北の飲食店だけを厳選して、マンガと写真で紹介します。データ：２０１６年１１月現在。,リョウリ（チュウゴク）　料理（中国）,図書費,ＴＲＣ,1200,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-040687-38-4,49458,2017/06/13,まずは、書いてみる 〈時間〉〈アイデア〉〈やりたいこと〉がどんどん湧き出すメモの習慣,ﾏｽﾞ ﾜ ｶｲﾃﾐﾙ ｼﾞｶﾝ ｱｲﾃﾞｱ ﾔﾘﾀｲｺﾄ ｶﾞ ﾄﾞﾝﾄﾞﾝ ﾜｷﾀﾞｽ ﾒﾓ ﾉ ｼｭｳｶﾝ,,,,,藍玉／著,ｱｲﾀﾞﾏ,,002.7,ｱ,,ＫＡＤＯＫＡＷＡ,2017,171p,19cm,1200,17000951,手帳やノートは思いどおりの明日をつくるツール。書くことで、人生が変わります！　１０００人以上の手帳・ノートを見てきた手帳ライフ研究家が見出した、スゴイ使い方。価値ある毎日をつくるメモのアイデアが満載。,ジョウホウカンリ　ノートジュツ　情報管理　ノート術,図書費,ＴＲＣ,1200,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-040689-04-3,49703,2018/01/16,騙し絵の牙,ﾀﾞﾏｼｴ ﾉ ｷﾊﾞ,,,,,塩田 武士／著,ｼｵﾀ ﾀｹｼ,,913.6,ｼ,,ＫＡＤＯＫＡＷＡ,2017,380p,20cm,1600,17040577,大手出版社で雑誌編集長を務める速水は、上司から廃刊を匂わされたことをきっかけに、組織に翻弄されていく…。唯一無二の俳優・大泉洋を「あてがき」した社会派長編。『ダ・ヴィンチ』連載を加筆・修正して単行本化。,,図書費,ＴＲＣ,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-040690-66-7,49450,2017/06/13,いのちの車窓から,ｲﾉﾁﾉｼｬｿｳｶﾗ,,,,,星野 源／著,ﾎｼﾉ ｹﾞﾝ,,914.6,ﾎ,,ＫＡＤＯＫＡＷＡ,2017,197p,19cm,1200,17015424,ドラマ「逃げ恥」「真田丸」、ヒット曲「恋」に「紅白」出演と、怒涛の日々を送るなかで紡いできた風景、心の機微－。星野源の魅力、そのすべてがわかる、誠意あふれるエッセイ集。『ダ・ヴィンチ』連載に書き下ろしを追加。,,図書費,ＴＲＣ,1200,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-040692-16-6,49586,2017/11/02,見ためは地味だがじつにウマイ！作りたくなるお弁当,ﾐﾀﾒﾜｼﾞﾐﾀﾞｶﾞｼﾞﾂﾆｳﾏｲﾂｸﾘﾀｸﾅﾙｵﾍﾞﾝﾄｳ,,,,,ｈｅａｖｙｄｒｉｎｋｅｒ／著,ﾍｳﾞｨｰ ﾄﾞﾘﾝｶｰ,,596.4,ﾍ,,ＫＡＤＯＫＡＷＡ,2017,125p,21cm,1200,17021700,毎日食べても飽きないから揚げ、フツーのおにぎりがグンとおいしくなる包み方、ほぼ焼くだけで迫力満点の「お魚ドーン！弁当」、時短サンド…。お弁当作りが楽しくなるレシピ＆アイデアが満載。,ベントウ　弁当,図書費,ＴＲＣ,1200,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-041013-50-2,49455,2017/06/13,心霊探偵八雲 １０ 魂の道標,ｼﾝﾚｲﾀﾝﾃｲ ﾔｸﾓ ﾀﾏｼｲ ﾉ ﾐﾁｼﾙﾍﾞ,,,,,神永 学／著,ｶﾐﾅｶﾞ ﾏﾅﾌﾞ,,913.6,ｶ,10,ＫＡＤＯＫＡＷＡ,2017,409p,19cm,1200,17015912,左眼を傷付けられ、死者の魂を見る力を失ってしまった八雲。そんな中、唯一の肉親である奈緒が幽霊に憑依された状態で行方不明になってしまい－。「脳内映像」ミステリー第１０弾。,,図書費,ＴＲＣ,1200,図書室,,,９の出版者：角川書店,,False,,,,False,,,,False,False,False,,
