9784-065292686,80866,2023/05/29,方舟,ﾊｺﾌﾞﾈ,,,,,夕木 春央 著,ﾕｳｷ ﾊﾙｵ,,913.6,ﾕ,,講談社,2022,301p,19cm,1600,22035376,地震によって山奥の地下建築に閉じ込められた柊一たち。水が流入しはじめ、地下建築の水没までおよそ１週間。地下建築から脱出するためには、９人のうち誰か１人を犠牲にしなければならない。そんななか、殺人事件が起こり…。,,図書費,佐藤共栄,1600,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-065293812,80875,2023/05/29,１日４分世界標準の科学的トレーニング　今日から始める「タバタトレーニング」,ｲﾁﾆﾁ ﾖﾝ ﾌﾟﾝ ｾｶｲ ﾋｮｳｼﾞｭﾝ ﾉ ｶｶﾞｸﾃｷ ﾄ ﾚｰﾆﾝｸﾞ,,,ブルーバックス　Ｂ－２２１３,ﾌﾞﾙｰﾊﾞｯｸｽ B-2213,田畑 泉 著,ﾀﾊﾞﾀ ｲｽﾞﾐ,,780.7,ﾀ,,講談社,2022,253p,18cm,1000,22036606,２０秒の運動と１０秒の休息を８セットというシンプルなトレーニングがなぜ効果があるのか。そのメソッドと科学的根拠を徹底解説する。動画が視聴できるＱＲコード付き。,トレーニング　トレーニング,図書費,佐藤共栄,1000,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-065299562,52390,2023/09/01,復讐の協奏曲,ﾌｸｼｭｳ ﾉ ｺﾝﾁｪﾙﾄ ﾌｸｼｭｳ ﾉ ｷｮｳｿｳｷｮｸ,,,講談社文庫　な９１－５,ｺｳﾀﾞﾝｼｬﾌﾞﾝｺ ﾅ-91-5,中山 七里 著,ﾅｶﾔﾏ ｼﾁﾘ,,913.6,ナ,,講談社,2023,371p,15cm,760,23006120,少女を惨殺した過去を持つ弁護士・御子柴の事務所に多数の懲戒請求書が届くなか、事務員の洋子が夕食をともにした男が遺体で見つかり、洋子が殺人容疑で逮捕される。弁護を引き受けた御子柴は、洋子の過去に疑念を覚え…。,,図書費,ＴＲＣ,760,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-065312629,52300,2023/08/31,戦物語,ｲｸｻ ﾓﾉｶﾞﾀﾘ,,,講談社ＢＯＸ,ｺｳﾀﾞﾝｼｬﾎﾞｯｸｽ,西尾 維新 著,ﾆｼｵ ｲｼﾝ,,913.6,ニ,,講談社,2024,213p,19cm,1350,23020057,遂に結婚した阿良々木暦と戦場ケ原ひたぎ。一風変わったふたりの新婚旅行には、忍野忍と神原駿河が同行し、怪異の調査も旅程に含まれている。暦はひたぎと忍に関係したある計画を秘めていて…。,,図書費,ＴＲＣ,1350,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-065314685,52302,2023/08/31,ザ・ベストミステリーズ　２０２０,ｻﾞ ﾍﾞｽﾄ ﾐｽﾃﾘｰｽﾞ,,,講談社文庫　に６－９４,ｺｳﾀﾞﾝｼｬﾌﾞﾝｺ ﾆ-6-94,日本推理作家協会 編　矢樹 純 ほか著,ﾆﾎﾝｽｲﾘｻｯｶｷｮｳｶｲ ﾔｷﾞ ｼﾞｭﾝ,,913.6,ザ,２０,講談社,2023,481p,15cm,1000,23015955,２０１９年に発表された短編ミステリーの中から、ミステリーのプロが傑作を厳選。日本推理作家協会賞短編部門受賞作、矢樹純「夫の骨」、秋吉理香子「神様」、知念実希人「傷の証言」など全９編を収録する。,ショウセツ（ニホン） ショウセツシュウ　小説（日本） 小説集,図書費,ＴＲＣ,1000,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-065314869,52303,2023/08/31,大学病院の奈落,ﾀﾞｲｶﾞｸ ﾋﾞｮｳｲﾝ ﾉ ﾅﾗｸ,,,講談社文庫　た１３９－１,ｺｳﾀﾞﾝｼｬﾌﾞﾝｺ ﾀ-139-1,高梨 ゆき子 著,ﾀｶﾅｼ ﾕｷｺ,,498.1,タ,,講談社,2023,349p,15cm,780,23015989,死亡率１２％－。未熟な技量で高度医療に挑む「野心家」医師と、ポストに執着する教授たちが引き起こした大学病院の惨劇。なぜ変わらないのか。なぜ変われないのか。新聞協会賞受賞記者が書き尽くす医療ノンフィクション。,イリョウジコ　グンマダイガクイガクブフゾクビョウイン　医療事故　群馬大学医学部附属病院,図書費,ＴＲＣ,780,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-065316238,80963,2023/08/29,からだの錯覚　脳と感覚が作り出す不思議な世界,ｶﾗﾀﾞ ﾉ ｻｯｶｸ,,,ブルーバックス　Ｂ－２２２８,ﾌﾞﾙｰﾊﾞｯｸｽ B-2228,小鷹 研理 著,ｺﾀﾞｶ ｹﾝﾘ,,145.5,ｺ,,講談社,2023,253p,18cm,1000,23015970,目の前の人の手と自分の手が入れ替わる、ペンと自分の指がつながるといった「からだの錯覚」の研究から見えてきた、脳、五感、からだが相互に反応し合うしくみ、人に備わった認知システムに迫る。,サッカク　錯覚,図書費,佐藤教栄,1000,新書書架,,,,,False,,,,False,,,,False,False,True,,
9784-065318003,52304,2023/08/31,星に仄めかされて,ﾎｼ ﾆ ﾎﾉﾒｶｻﾚﾃ,,,講談社文庫　た７４－６,ｺｳﾀﾞﾝｼｬﾌﾞﾝｺ ﾀ-74-6,多和田 葉子 著,ﾀﾜﾀﾞ ﾖｳｺ,,913.6,タ,,講談社,2024,383p,15cm,780,23019725,留学中に「母国の島国」が消滅してしまった女性、Ｈｉｒｕｋｏがつくり出した独自の言語〈パンスカ〉は、見知らぬ人々を結びつけ…。「地球にちりばめられて」に続く、国境を越えたサーガ第２部。,,図書費,ＴＲＣ,780,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-086802888,80861,2023/04/26,思い出とひきかえに、君を,ｵﾓｲﾃﾞ ﾄ ﾋｷｶｴ ﾆ ｷﾐ ｵ,,,集英社オレンジ文庫　し９－１,ｼｭｳｴｲｼｬｵﾚﾝｼﾞﾌﾞﾝｺ ｼ-9-1,柴野 理奈子 著,ｼﾊﾞﾉ ﾘﾅｺ,,913.6,ｼ,,集英社,2019,233p,15cm,550,19051089,片思い中の陸斗が事故にあったその日、ひまりは思い出とひきかえに願い事を１つ叶えてくれる不思議な店に迷い込む。陸斗を助けるために彼との思い出を売るひまりは、大事な出来事の記憶まで失い、陸斗とすれ違ってしまう…。,,図書費,佐藤教栄,550,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-086804370,80862,2023/04/26,これは経費で落ちません！　９　経理部の森若さん,ｺﾚ ﾜ ｹｲﾋ ﾃﾞ ｵﾁﾏｾﾝ ｹｲﾘﾌﾞ ﾉ ﾓﾘﾜｶ ｻﾝ,,,集英社オレンジ文庫　あ３－１０,ｼｭｳｴｲｼｬｵﾚﾝｼﾞﾌﾞﾝｺ ｱ-3-10,青木 祐子 著,ｱｵｷ ﾕｳｺ,,913.6,ｱ,9,集英社,2022,245p,15cm,590,22011727,営業部は水面下での争いが絶えず、広報課は後進の育成で騒がしい。亜希は成績トップを目指して精力的に仕事をこなし、上司との交流にも積極的だ。一方、沙名子は山崎から食事に誘われ…。,,図書費,佐藤教栄,590,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-086804790,80909,2023/06/12,これは経費で落ちません！　１０　経理部の森若さん,ｺﾚ ﾜ ｹｲﾋ ﾃﾞ ｵﾁﾏｾﾝ ｹｲﾘﾌﾞ ﾉ ﾓﾘﾜｶ ｻﾝ,,,集英社オレンジ文庫　あ３－１１,ｼｭｳｴｲｼｬｵﾚﾝｼﾞﾌﾞﾝｺ ｱ-3-11,青木 祐子 著,ｱｵｷ ﾕｳｺ,,913.6,ｱ,10,集英社,2022,248p,15cm,630,22050710,天天コーポレーションの税務調査が始まった。調査官たちは雑談から不正や不審点を洗い出そうとするなど、気が抜けない。だが沙名子は、先日太陽に言われた「結婚しよう」という言葉がずっと気になっていて…？,,図書費,佐藤教栄,630,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087441727,80992,2023/10/12,東京藝大仏さま研究室,ﾄｳｷｮｳ ｹﾞｲﾀﾞｲ ﾎﾄｹｻﾏ ｹﾝｷｭｳｼﾂ,,,集英社文庫　き２４－１,ｼｭｳｴｲｼｬﾌﾞﾝｺ ｷ-24-1,樹原 アンミツ 著,ｷﾊﾗ ｱﾝﾐﾂ,,913.6,ｷ,,集英社,2020,331p,16cm,680,20043460,学生も教授も少し変わった人ばかり。そんな東京藝術大学で、仏像の保存について研究する「仏さま研究室」の修了課題はなかなか過酷で学生泣かせ。様々な思いを抱え、真心を込めながらも「模刻」に悪戦苦闘する学生たちを描く。,,寄付,,,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087443523,80885,2023/06/06,梟の一族,ﾌｸﾛｳ ﾉ ｲﾁｿﾞｸ,,,集英社文庫　ふ２８－３,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾌ-28-3,福田 和代 著,ﾌｸﾀﾞ ｶｽﾞﾖ,,913.6,ﾌ,,集英社,2022,451p,16cm,860,22006477,忍者の末裔にして一瞬も眠らない一族“梟”の住む里が、火災で壊滅。誰がどんな目的で里を襲ったのか？　行方不明者の安否は？　“梟”の女子高生・史奈が、巨悪と戦う！　忍者×サイエンスエンターテインメント。,,図書費,佐藤共栄,860,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087444711,80935,2023/06/21,短編旅館,ﾀﾝﾍﾟﾝ ﾘｮｶﾝ,,,集英社文庫　特４－３９,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾄｸ-4-39,集英社文庫編集部 編　阿部 暁子 著　泉 ゆたか 著　宇山 佳佑 著　谷 瑞恵 著　羽泉 伊織 著,ｼｭｳｴｲｼｬ ｱﾍﾞ ｱｷｺ ｲｽﾞﾐ ﾕﾀｶ ｳﾔﾏ ｹｲｽｹ ﾀﾆ ﾐｽﾞｴ ﾊｲｽﾞﾐ ｲｵﾘ ｼｭｳｴｲｼｬﾌﾞﾝｺﾍﾝｼｭｳﾌﾞ,,913.68,ﾀ,,集英社,2022,278p,16cm,640,22050656,母への想いを再確認する宝塚〈遠征〉、東北の温泉旅館の女将代理の奮闘、１枚のはがきから始まる伊勢の旅…。注目作家陣がさまざまな土地の「旅館」を舞台に紡ぐアンソロジー。『Ｗｅｂ集英社文庫』配信を加筆修正。,ショウセツ（ニホン） ショウセツシュウ　小説（日本） 小説集,図書費,佐藤教栄,640,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087444728,80908,2023/06/12,獣医師、アフリカの水をのむ,ｼﾞｭｳｲｼ ｱﾌﾘｶ ﾉ ﾐｽﾞ ｵ ﾉﾑ,,,集英社文庫　た５０－３,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾀ-50-3,竹田津 実 著,ﾀｹﾀｽﾞ ﾐﾉﾙ,,294.09,ﾀ,,集英社,2022,318p,16cm,840,22050657,幼い頃「少年ケニヤ」を読んでアフリカに憧れた著者。獣医師となり、ケニアを訪れ、それから通い詰めること４０年。逞しく個性的な人々と動物たちへの思いを写真とともに綴る。『青春と読書』連載に加筆修正。,アフリカ キコウアンナイキ　アフリカ 紀行・案内記,図書費,佐藤教栄,840,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087445077,80910,2023/06/12,風よあらしよ　上,ｶｾﾞ ﾖ ｱﾗｼ ﾖ,,,集英社文庫　む５－４１,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾑ-5-41,村山 由佳 著,ﾑﾗﾔﾏ ﾕｶ,,913.6,ﾑ,1,集英社,2023,414p,16cm,900,23017174,野心を胸に叔父を頼って上京した伊藤野枝は、上野高等女学校に編入。教師・辻潤との出会いをきっかけに、運命が大きく動き出し…。野枝自身や平塚らいてう、大杉栄らの視点で織りなす、圧巻の評伝小説。,イトウ ノエ　伊藤野枝　イトウ ノエ ショウセツ　伊藤野枝 小説,図書費,佐藤教栄,900,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087445084,80911,2023/06/12,風よあらしよ　下,ｶｾﾞ ﾖ ｱﾗｼ ﾖ,,,集英社文庫　む５－４２,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾑ-5-42,村山 由佳 著,ﾑﾗﾔﾏ ﾕｶ,,913.6,ﾑ,2,集英社,2023,402p,16cm,900,23017177,夫・辻との関係は空疎になり、『青鞜』の出版も行き詰まる中、大杉栄の存在が日々大きくなっていき…。女として、アナキストとして、明治大正を駆け抜けた伊藤野枝の、短くも鮮烈な生涯を描く。,イトウ ノエ　伊藤野枝　イトウ ノエ ショウセツ　伊藤野枝 小説,図書費,佐藤教栄,900,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087445312,52318,2023/08/31,北のおくりもの　北海道アンソロジー,ｷﾀ ﾉ ｵｸﾘﾓﾉ,,,集英社文庫　特４－４０,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾄｸ-4-40,集英社文庫編集部 編　浅田 次郎 著　太田 和彦 著　河崎 秋子 著　北大路 公子 著　桜木 紫乃 著　堂場 瞬一 著　馳 星周 著　原田 マハ 著　渡辺 淳一 著,ｼｭｳｴｲｼｬ ｱｻﾀﾞ ｼﾞﾛｳ ｵｵﾀ ｶｽﾞﾋｺ ｶﾜｻｷ ｱｷｺ ｷﾀｵｵｼﾞ ｷﾐｺ ｻｸﾗｷﾞ ｼﾉ ﾄﾞｳﾊﾞ ｼｭﾝｲﾁ ﾊｾ ｾｲｼｭｳ ﾊﾗﾀﾞ ﾏﾊ ﾜﾀﾅﾍﾞ ｼﾞｭﾝｲﾁ ｼｭｳｴｲｼｬﾌﾞﾝｺﾍﾝｼｭｳﾌﾞ,,913.6,キ,,集英社,2024,304p,16cm,680,23020377,北海道を舞台にした５つの短編小説と４つのエッセイを収録。雄大な土地、厳しい冬、豊かな農畜産物や海産物、開拓の歴史など、さまざまな角度から北海道に宿る魅力を切り取ったアンソロジー。,ショウセツ（ニホン） ショウセツシュウ　ズイヒツ ズイヒツシュウ　小説（日本） 小説集　随筆 随筆集,図書費,ＴＲＣ,680,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-087450279,80906,2023/06/12,世界を、こんなふうに見てごらん,ｾｶｲ ｵ ｺﾝﾅ ﾌｳ ﾆ ﾐﾃ ｺﾞﾗﾝ,,,集英社文庫　ひ３６－１,ｼｭｳｴｲｼｬﾌﾞﾝｺ ﾋ-36-1,日高 敏隆 著,ﾋﾀﾞｶ ﾄｼﾀｶ,,460.4,ﾋ,,集英社,2013,204p,16cm,440,13003007,昆虫、猫や犬など動物とおしゃべりするには、観察が一番だとわかった。これが、いきものを見つめる原点…。不思議と驚きにみちた世界を「なぜ？」と問い続けた動物行動学者が、自然の魅力をやさしい言葉で綴る。,セイブツ　生物,図書費,佐藤教栄,440,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087455229,80905,2023/06/12,書楼弔堂　破曉,ｼｮﾛｳﾄﾑﾗｲﾄﾞｳ ﾊｷﾞｮｳ,,,集英社文庫　き１５－４,ｼｭｳｴｲｼｬﾌﾞﾝｺ ｷ-15-4,京極 夏彦 著,ｷｮｳｺﾞｸ ﾅﾂﾋｺ,,913.6,ｷ,,集英社,2016,536p,16cm,800,16062956,明治２０年代半ば、東京の外れで無為に過ごしていた高遠は、異様な書舗と巡りあう。本は墓のようなものだという主人が営む店の名は、書楼弔堂。迷える者たちが己のための一冊を求め〈探書〉に訪れ…。書楼弔堂シリーズ第１弾。,,図書費,佐藤教栄,800,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-087717846,80863,2023/05/29,ラブカは静かに弓を持つ,ﾗﾌﾞｶ ﾜ ｼｽﾞｶ ﾆ ﾕﾐ ｵ ﾓﾂ,,,,,安壇 美緒 著,ｱﾀﾞﾝ ﾐｵ,,913.6,ｱ,,集英社,2022,300p,19cm,1600,22018403,少年時代のある事件から心を閉ざしてきた橘は、音楽教室への潜入調査を命じられる。目的は著作権法の演奏権を侵害している証拠を掴むこと。美しき孤独なスパイが最後に手にするのは…。『小説すばる』連載を加筆し単行本化。,,図書費,佐藤共栄,1600,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-087718010,80869,2023/05/29,地図と拳,ﾁｽﾞ ﾄ ｺﾌﾞｼ,,,,,小川 哲 著,ｵｶﾞﾜ ｻﾄｼ,,913.6,ｵ,,集英社,2022,633p,20cm,2200,22025550,ひとつの都市が現われ、そして消えた－。日露戦争前夜から第２次大戦までの半世紀、満洲の名もない都市で知略と殺戮が繰り広げられ…。日本ＳＦ界の新星が放つ歴史×空想巨編。『小説すばる』掲載に加筆修正し単行本化。,,図書費,佐藤共栄,2200,図書室,,,,,False,,,,False,,,,False,False,True,,
9784-087754643,52319,2023/08/31,ペニー・レイン,ﾍﾟﾆｰﾚｲﾝ,,,東京バンドワゴン　〔１８〕,ﾄｳｷｮｳﾊﾞﾝﾄﾞﾜｺﾞﾝ 18,小路 幸也 著,ｼｮｳｼﾞ ﾕｷﾔ,,913.6,シ,,集英社,2023,296p,20cm,1700,23017750,堀田家の暮らす下町に〈日英テレビ〉のロケ隊がやってくる！？　そして迎える“大引っ越し大会”。慌ただしい日々に飛び込んでくるのは、かつて閉店したお店の謎や、突然の放火疑惑…。「東京バンドワゴン」第１８弾。,,図書費,ＴＲＣ,1700,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-093891073,52327,2023/08/31,見えないボクと盲導犬アンジーの目もあてられない日々,ﾐｴﾅｲ ﾎﾞｸ ﾄ ﾓｳﾄﾞｳｹﾝ ｱﾝｼﾞｰ ﾉ ﾒ ﾓ ｱﾃﾗﾚﾅｲ ﾋﾋﾞ,,,,,栗山 龍太 原作　栗山ファミリー 文　エイイチ 企画構成・イラスト,ｸﾘﾔﾏ ﾘｮｳﾀ ｸﾘﾔﾏﾌｧﾐﾘｰ ｴｲｲﾁ,,916,ク,,小学館,2023,176p,19cm,1500,23010384,出不精な盲導犬もいる。盲導犬と間違えて人の頭をなでてしまった。自動販売機はロシアンルーレット…。全盲の教師であり、シンガーソングライターでもある栗山龍太と盲導犬アンジーの日常を綴るコミックエッセイ。,シカクショウガイ トウビョウキ　モウドウケン　視覚障害 闘病記　盲導犬,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-094071504,80850,2023/04/26,予備校のいちばん長い日,ﾖﾋﾞｺｳ ﾉ ｲﾁﾊﾞﾝ ﾅｶﾞｲ ﾋ,,,小学館文庫　む０６－１,ｼｮｳｶﾞｸｶﾝﾌﾞﾝｺ ﾑ-6-1,向井 湘吾 著　西澤 あおい 企画・監修,ﾑｶｲ ｼｮｳｺﾞ ﾆｼｻﾞﾜ ｱｵｲ,,913.6,ﾑ,,小学館,2022,461p,16cm,870,22022287,１９９８年、東大後期日程試験に、過去に類を見ない数学の奇問が出題された。大手予備校も解答速報を出せないなか、中堅予備校のエース数学講師・言問さくらは、どこよりも早く解答速報を出してみせると決意するが…。,,図書費,佐藤教栄,870,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-094072198,52396,2023/09/01,ふたつの星とタイムマシン,ﾌﾀﾂ ﾉ ﾎｼ ﾄ ﾀｲﾑﾏｼﾝ,,,小学館文庫　は２４－１,ｼｮｳｶﾞｸｶﾝﾌﾞﾝｺ ﾊ-24-1,畑野 智美 著,ﾊﾀﾉ ﾄﾓﾐ,,913.6,ハ,,小学館,2023,252p,16cm,620,23000538,大学の研究室に置かれた、あやしい“タイムマシン”。美歩は、中学生の自分にある大切なことを伝えるために乗り込むが…。パラレルな世界の近未来でときめきや友情を描くＳＦ短編集。全７編を収録。,,図書費,ＴＲＣ,620,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-094072280,52394,2023/09/01,太平洋食堂,ﾀｲﾍｲﾖｳ ｼｮｸﾄﾞｳ,,,小学館文庫　や３３－１,ｼｮｳｶﾞｸｶﾝﾌﾞﾝｺ ﾔ-33-1,柳 広司 著,ﾔﾅｷﾞ ｺｳｼﾞ,,913.6,ヤ,,小学館,2023,557p,16cm,950,23004515,明治３７年、紀州・新宮に洋食屋「太平洋食堂」が開店した。店主は地元で慕われていた医師・大石誠之助。常に貧しき人の側に立って行動する誠之助は、国家から監視されるようになり…。歴史の闇に埋もれた傑士の半生を描く。,オオイシ セイノスケ　大石誠之助　オオイシ セイノスケ ショウセツ　大石誠之助 小説,図書費,ＴＲＣ,950,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-094072297,52395,2023/09/01,タイムマシンでは、行けない明日,ﾀｲﾑﾏｼﾝ ﾃﾞﾜ ｲｹﾅｲ ｱｼﾀ  ﾀｲﾑﾏｼﾝ ﾃﾞﾜ ｲｹﾅｲ ｱｽ,,,小学館文庫　は２４－２,ｼｮｳｶﾞｸｶﾝﾌﾞﾝｺ ﾊ-24-2,畑野 智美 著,ﾊﾀﾉ ﾄﾓﾐ,,913.6,ハ,,小学館,2023,429p,16cm,830,23004513,もう一度、君に会いたい。恋した少女を救うため、タイムマシンに乗って、〈あの日〉を変えようと奔走する理系男子。ふたりの運命は変えられるのか…。出会いの奇跡と運命を信じたくなるＳＦ恋愛小説。,,図書費,ＴＲＣ,830,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-094072303,52393,2023/09/01,赤ちゃんをわが子として育てる方を求む,ｱｶﾁｬﾝ ｵ ﾜｶﾞｺ ﾄ ｼﾃ ｿﾀﾞﾃﾙ ｶﾀ ｵ ﾓﾄﾑ,,,小学館文庫　い５３－１,ｼｮｳｶﾞｸｶﾝﾌﾞﾝｺ ｲ-53-1,石井 光太 著,ｲｼｲ ｺｳﾀ,,913.6,イ,,小学館,2023,397p,16cm,800,23004504,産婦人科医・菊田昇は、望まぬ妊娠をした女性と子どもを望む夫婦の橋渡しを始める。それは法を犯すことでもあった－。国を相手に闘い「特別養子縁組制度」成立に人生をかけた男の信念の物語。,キクタ ノボル　菊田昇　キクタ ノボル ショウセツ　菊田昇 小説,図書費,ＴＲＣ,800,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-094072471,80959,2023/08/29,かすがい食堂　〔３〕　夢のゆくさき,ｶｽｶﾞｲ ｼｮｸﾄﾞｳ  ﾕﾒ ﾉ ﾕｸｻｷ,,,小学館文庫　か５０－４,ｼｮｳｶﾞｸｶﾝﾌﾞﾝｺ ｶ-50-4,伽古屋 圭市 著,ｶｺﾔ ｹｲｲﾁ,,913.6,ｶ,3,小学館,2023,243p,16cm,630,23014171,祖母から駄菓子屋かすがいを引き継いだ楓子が、店の奥で子ども食堂を始めて約２年が経った。同じ商店街を利用する高校生・三千香が「ヤングケアラー」だと確信した楓子は食堂に誘う。楓子の「お節介」は届くのか！？,,図書費,佐藤教栄,630,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101006024,80878,2023/06/06,斜陽　改版,ｼｬﾖｳ,,,新潮文庫,ｼﾝﾁｮｳﾌﾞﾝｺ,太宰 治 著,ﾀﾞｻﾞｲ ｵｻﾑ,,913.6,ﾀﾞ,,新潮社,2003,244p,16cm,340,03031259,,,図書費,佐藤共栄,340,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101006086,80879,2023/06/06,グッド・バイ　改版,ｸﾞｯﾄﾞﾊﾞｲ,,,新潮文庫　た－２－８,ｼﾝﾁｮｳﾌﾞﾝｺ ﾀ-2-8,太宰 治 著,ﾀﾞｻﾞｲ ｵｻﾑ,,913.6,ﾀﾞ,,新潮社,2008,397p,16cm,550,08053357,,,図書費,佐藤共栄,550,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101006116,80877,2023/06/06,パンドラの匣　改版,ﾊﾟﾝﾄﾞﾗ ﾉ ﾊｺ,,,新潮文庫　た－２－１１,ｼﾝﾁｮｳﾌﾞﾝｺ ﾀ-2-11,太宰 治 著,ﾀﾞｻﾞｲ ｵｻﾑ,,913.6,ﾀﾞ,,新潮社,2009,416p,16cm,520,09022078,,,図書費,佐藤共栄,520,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101006147,80876,2023/06/06,もの思う葦　改版,ﾓﾉ ｵﾓｳ ｱｼ,,,新潮文庫,ｼﾝﾁｮｳﾌﾞﾝｺ,太宰 治 著,ﾀﾞｻﾞｲ ｵｻﾑ,,914.6,ﾀﾞ,,新潮社,2002,318p,16cm,490,02029126,,,図書費,佐藤共栄,490,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101035413,80960,2023/08/29,暇と退屈の倫理学,ﾋﾏ ﾄ ﾀｲｸﾂ ﾉ ﾘﾝﾘｶﾞｸ,,,新潮文庫　こ－７３－１,ｼﾝﾁｮｳﾌﾞﾝｺ ｺ-73-1,國分 功一郎 著,ｺｸﾌﾞﾝ ｺｳｲﾁﾛｳ,,104,ｺ,,新潮社,2022,508p,16cm,800,21053197,ウサギ狩りに行く人は本当は何が欲しいのか？　暇と退屈の問題を歴史的、哲学的に論じ、ハイデッガーの退屈論などを紹介。それらの知見をもとに、〈暇と退屈の倫理学〉を構想する。,テツガク　哲学,図書費,佐藤教栄,800,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101039619,80848,2023/04/26,カゲロボ,ｶｹﾞﾛﾎﾞ,,,新潮文庫　き－５０－１,ｼﾝﾁｮｳﾌﾞﾝｺ ｷ-50-1,木皿 泉 著,ｷｻﾞﾗ ｲｽﾞﾐ,,913.6,ｷ,,新潮社,2022,282p,16cm,590,22021769,人間そっくりのロボット「カゲロボ」が、学校等に入り込み、いじめを監視している。そんな都市伝説に沸く教室で、冬はカゲロボと噂される女子から、ある秘密を打ち明けられ…。「はだ」をはじめ、全９編を収録した連作短編集。,,図書費,佐藤教栄,590,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101291222,52328,2023/08/31,音楽は自由にする,ｵﾝｶﾞｸ ﾜ ｼﾞﾕｳ ﾆ ｽﾙ,,,新潮文庫　さ－３７－２,ｼﾝﾁｮｳﾌﾞﾝｺ ｻ-37-2,坂本 龍一 著,ｻｶﾓﾄ ﾘｭｳｲﾁ,,764.7,サ,,新潮社,2024,331p,16cm,1000,23017317,幼稚園での初めての作曲。厳格な父の記憶。高校でのストライキ。ＹＭＯの狂騒。「ラストエンペラー」での苦闘と栄光。同時多発テロの衝撃。そして辿りついた新しい音楽－。５７年間の半生と音楽を自らの言葉で語った自伝。,サカモト リュウイチ　坂本竜一,図書費,ＴＲＣ,1000,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-101297736,80849,2023/04/26,あと少し、もう少し,ｱﾄ ｽｺｼ ﾓｳ ｽｺｼ,,,新潮文庫　せ－１２－３,ｼﾝﾁｮｳﾌﾞﾝｺ ｾ-12-3,瀬尾 まいこ 著,ｾｵ ﾏｲｺ,,913.6,ｾ,,新潮社,2015,361p,16cm,670,15017466,あの手に襷をつないで、力を振りしぼって、ゴールまであと少し。寄せ集めメンバーと頼りない先生の元で、最後の駅伝にのぞむ中学生たちの夏を描く青春小説。,,図書費,佐藤教栄,670,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-101351322,52329,2023/08/31,真夜中のたずねびと,ﾏﾖﾅｶ ﾉ ﾀｽﾞﾈﾋﾞﾄ,,,新潮文庫　つ－２７－２,ｼﾝﾁｮｳﾌﾞﾝｺ ﾂ-27-2,恒川 光太郎 著,ﾂﾈｶﾜ ｺｳﾀﾛｳ,,913.6,ツ,,新潮社,2024,331p,16cm,670,23017743,言葉を失った震災孤児の少女アキは、占い師の老婆と出会い、共に暮らすことに。ある日、アキは死者の声を聞く。平穏な日々を突如として切り裂く、災害、事故、そして底知れぬ悪意。アキは人探しの探偵へと成長し…。,,図書費,ＴＲＣ,670,文庫書架,,,,,False,,,,False,,,,False,False,False,,
