978-4-000093-02-6	0090003944	2003/08/15	ルソン島・戦場の記録　／たたかいと飢えの中を生きて		岩波ブックレット６０２	沢田　猛	210.75	ｻﾀ	602	岩波書店	2003	62	21	2003
978-4-879740-04-5	0090003945	2003/08/15	わたしの性ってなんだろう　／もっとステキに恋をしようよ		ウイメンズブックスブックレット　７	深江　誠子	375.49	ﾌﾏ		松香堂書店	2000	127	21	2003
	0090003946	2003/08/15	岐阜県の教育　［平成６年度版］			岐阜県教育委員会	373	ｷﾞ		岐阜県	1994	476	21	2003
	0090003949	2003/08/15	名古屋大学／研究者のプロフィール			名古屋大学事業局庶務課	377	ﾅ		名古屋大学	1993	634	30	2003
978-4-344400-06-1	0090003951	2003/08/15	いとしい		幻冬舎文庫	川上　弘美	913.6	ｶﾋ		幻冬舎	2003	258	15	2003
978-4-087488-61-6	0090003952	2003/08/15	きみのためにできること		集英社文庫	村山　由佳	913.6	ﾑﾕ		集英社	2003	278	15	2003
978-4-087475-86-9	0090003953	2003/08/15	緑の午後　／おいしいコーヒーのいれ方㈸		集英社文庫	村山　由佳	913.6	ﾑﾕ	5	集英社	2003	217	15	2003
978-4-087475-08-1	0090003954	2003/08/15	雪の降る音　／おいしいコーヒーのいれ方㈿		集英社文庫	村山　由佳	913.6	ﾑﾕ	4	集英社	2003	213	15	2003
978-4-840224-32-1	0090003955	2003/08/15	悪魔のミカタ　１０　／Ｉｔ　スタンドバイ		電撃文庫	うえお　久光	913.6	ｳﾋ	10	メディアワークス	2003	351	15	2003
978-4-829126-32-5	0090003956	2003/08/15	天高く、雲は流れ　１		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	1	富士見書房	1996	278	15	2003
978-4-829126-54-7	0090003957	2003/08/15	天高く、雲は流れ　２		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	2	富士見書房	1999	254	15	2003
978-4-829127-08-7	0090003958	2003/08/15	天高く、雲は流れ　３		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	3	富士見書房	1996	242	15	2003
978-4-829127-92-6	0090003959	2003/08/15	天高く、雲は流れ　４		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	4	富士見書房	2000	251	15	2003
978-4-829128-23-7	0090003960	2003/08/15	天高く、雲は流れ　５		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	5	富士見書房	1998	250	15	2003
978-4-829128-49-7	0090003961	2003/08/15	天高く、雲は流れ　６		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	6	富士見書房	1998	262	15	2003
978-4-829128-82-4	0090003962	2003/08/15	天高く、雲は流れ　７		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	7	富士見書房	1998	265	15	2003
978-4-829129-05-0	0090003963	2003/08/15	天高く、雲は流れ　８		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	8	富士見書房	1999	272	15	2003
978-4-829129-78-4	0090003964	2003/08/15	天高く、雲は流れ　９		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	9	富士見書房	2000	252	15	2003
978-4-829113-33-2	0090003965	2003/08/15	天高く、雲は流れ　１０		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	10	富士見書房	2001	262	15	2003
978-4-829113-78-3	0090003966	2003/08/15	天高く、雲は流れ　１１		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	11	富士見書房	2001	253	15	2003
978-4-829114-53-7	0090003967	2003/08/15	天高く、雲は流れ　１２		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	12	富士見書房	2002	273	15	2003
978-4-829114-93-3	0090003968	2003/08/15	天高く、雲は流れ　１３		富士見ファンタジア文庫	冴木　忍	913.6	ｻｼ	13	富士見書房	2002	252	15	2003
978-4-101339-19-1	0090003969	2003/08/15	神様のボート		新潮文庫	江國　香織	913.6	ｴｶ		新潮社	2003	286	15	2003
978-4-167545-04-8	0090003970	2003/08/15	医学生		文春文庫	南木　佳士	913.6	ﾅｹ		文藝春秋	2002	243	15	2003
978-4-167169-37-4	0090003971	2003/08/15	月下美人		文春文庫	吉村　昭	913.6	ﾖｱ		文藝春秋	2001	239	15	2003
978-4-167546-04-5	0090003972	2003/08/15	受け月		文春文庫	伊集院　静	913.6	ｲｼ		文藝春秋	2003	293	15	2003
978-4-167523-08-4	0090003973	2003/08/15	犬のいる暮らし　【増補版】		文春文庫	中野　孝次	914.6	ﾅｺ		文藝春秋	2002	265	15	2003
978-4-087475-72-2	0090003974	2003/08/15	虹の谷の五月　〈上〉		集英社文庫	船戸　与一	913.6	ﾌﾖ	上	集英社	2003	462	15	2003
978-4-087475-73-9	0090003975	2003/08/16	虹の谷の五月　〈下〉		集英社文庫	船戸　与一	913.6	ﾌﾖ	下	集英社	2003	476	15	2003
978-4-062561-97-6	0090003976	2003/08/16	トイレで笑える雑学の本		講談社α文庫	プランニングＯＭ．編	049.6	ﾌﾟ		講談社	1999	292	15	2003
978-4-062635-07-3	0090003977	2003/08/16	むかし僕が死んだ家		講談社文庫	東野　圭吾	913.6	ﾋｹ		講談社	2003	313	15	2003
978-4-061852-85-3	0090003978	2003/08/16	捨て童子・松平忠輝　〈上〉		講談社文庫	隆　慶一郎	913.6	ﾘｹ	上	講談社	2003	345	15	2003
978-4-061852-86-0	0090003979	2003/08/16	捨て童子・松平忠輝　〈中〉		講談社文庫	隆　慶一郎	913.6	ﾘｹ	中	講談社	2003	357	15	2003
978-4-061853-21-8	0090003980	2003/08/16	捨て童子・松平忠輝　〈下〉		講談社文庫	隆　慶一郎	913.6	ﾘｹ	下	講談社	2001	331	15	2003
978-4-122042-12-4	0090003981	2003/08/16	みんな山が大好きだった		中公文庫	山際　淳司	916	ﾔｼﾞ		中央公論社	2003	280	15	2003
978-4-041497-10-4	0090003982	2003/08/16	死者の学園祭		角川文庫	赤川　次郎	913.6	ｱｼﾞ		角川書店	2000	246	15	2003
978-4-309462-30-1	0090003983	2003/08/16	西瓜糖の日々		河出文庫	Ｒ・ブローティガン／藤本　和子．訳	933	ﾌﾞ		河出書房新社	2003	209	15	2003
978-4-887470-20-0	0090003984	2003/08/16	天は人の上に人をつくらず		童話屋文庫	安野　光雅	113.3	ｱﾐ		童話屋	2001	78	15	2003
978-4-837908-03-6	0090003986	2003/08/16	孫子の兵法がわかる本		知的生きかた文庫	守屋　均	399.23	ﾓﾋ		三笠書房	2003	248	15	2003
978-4-000093-05-7	0090003987	2003/09/08	「イラク」後の世界と日本　／いま考えるべきこと、言うべきこと		岩波ブックレット　６０５	姜　尚中／きくち　ゆみ／田嶋　泰彦／渡辺　治	319	ｶ	605	岩波書店	2003	71	21	2003
978-4-000093-04-0	0090003988	2003/09/08	ネット上に学びの場を創る　／情報共有が市民社会にもたらすもの		岩波ブックレット　６０４	新井　紀子	007.5	ｱﾉ	604	岩波書店	2003	63	21	2003
	0090003989	2003/09/08	環境新時代の宇宙・地球アトラス		イミダス附録	集英社	440	ｲ		集英社	1992	129	26	2003
	0090003990	2003/09/08	半田　山車祭り			半田市／半田山車祭り実行委員会．編	386	ﾊ		半田市	1999	72	22	2003
978-4-837307-05-1	0090003992	2003/09/08	世界の服飾　２／続・民族衣装			Ａ・ラシネ．著／石山　彰．監修	383.1	ﾗ	2	マール社	1990	139	26	2003
978-4-314005-53-1	0090003993	2003/09/08	シンデレラ　／９世紀の中国から現代のディズニーまで			アラン・ダンダス．編／池上　嘉彦／山崎　和恕／三宮　郁子．訳	388	ﾀﾞ		紀伊國屋書店	1991	390	20	2003
	0090003994	2003/09/08	全国昔話資料集成　２０／武蔵川越昔話集（埼玉）		全国昔話資料集成２０	鈴木　棠三．編	388	ｽﾄ	20	岩崎美術社	1975	313	20	2003
978-4-489003-68-4	0090003995	2003/09/08	計算トレーニング			三塚　泰平	410.7	ﾐﾔ		東京図書	1991	175	19	2003
978-4-480041-90-6	0090003996	2003/09/08	人はなぜ道に迷うか		ちくまプリマーブックス　９０	山口　裕一	448.9	ﾔﾕ		筑摩書房	1995	202	19	2003
978-4-794203-79-3	0090003997	2003/09/08	楽しい鉱物学　／基礎知識から鑑定まで			堀　秀道	459	ﾎﾋ		草思社	1990	301	20	2003
978-4-309250-74-8	0090003998	2003/09/08	オウムガイの謎			ピーター・Ｄ・ウォーズ／小畠　郁生．監訳	457	ｳ		河出書房新社	1995	320	20	2003
	0090003999	2003/09/08	スパイス・ロード　／香辛料の冒険者たち			山崎　峯次郎	383.8	ﾔﾐ		講談社	1975	254	19	2003
978-4-840219-50-1	0090004000	2003/09/12	新フォーチュン・クエスト外伝　㈵／パステルの旅立ち		電撃文庫	深沢　深雪	913.6	ﾌﾐ	新外1	メディアワークス	2001	261	15	2003
978-4-840219-51-8	0090004001	2003/09/12	新フォーチュン・クエスト外伝　㈼／パステル、予備校に通う		電撃文庫	深沢　深雪	913.6	ﾌﾐ	新外2	メディアワークス	2001	237	15	2003
978-4-044184-05-6	0090004003	2003/09/12	トリニティ・ブラッド　／熱砂の天使		角川スニーカー文庫	吉田　直	913.6	ﾖｽ	2	角川書店	2003	318	15	2003
978-4-044184-07-0	0090004004	2003/09/12	トリニティ・ブラッド　／夜の女皇		角川スニーカー文庫	吉田　直	913.6	ﾖｽ	3	角川書店	2003	350	15	2003
978-4-044184-09-4	0090004005	2003/09/12	トリニティ・ブラッド　／聖女の烙印		角川スニーカー文庫	吉田　直	913.6	ﾖｽ	4	角川書店	2003	350	15	2003
978-4-488593-03-2	0090004006	2003/10/05	シャドウランド　〈上〉		創元推理文庫	ピーター・ストラウブ／大瀧　啓裕．訳	933	ｽ	上	創元社	2002	367	16	2003
978-4-488593-04-9	0090004007	2003/10/05	シャドウランド　〈下〉		創元推理文庫	ピーター・ストラウブ／大瀧　啓裕．訳	933	ｽ	下	創元社	2002	378	16	2003
978-4-199050-02-2	0090004008	2003/10/05	ぼくらは虚空に夜を視る		徳間デュアル文庫	上遠野　浩平	913.6	ｶｺ		徳間書店	2000	289	16	2003
978-4-876995-06-6	0090004011	2003/10/05	高校生が考えた「地域と環境」			池田　武邦．他編	519	ﾅ		クリエイツかもがわ	2000	93	19	2003
	0090004012	2003/10/05	手当ての航跡　／医学史講義		レクチュアーブックス	中川　米造／星　新一	490.4	ﾅﾖ		朝日出版社	1980	245	19	2003
978-4-900622-04-3	0090004014	2003/10/05	プルトニウム			鈴木　篤之．編	501.6	ｽｱ		ＥＲＣ出版	1994	227	19	2003
978-4-480051-67-7	0090004016	2003/10/05	救急医療		ちくまライブラリー　６７	大塚　敏文	494.27	ｵﾄ		筑摩書房	1991	208	19	2003
978-4-896670-63-9	0090004017	2003/10/05	１日だけのナイチンゲール　／４３人の看護婦体験記／〈ことば〉篇			立花　隆／干刈　あがた／立松　和平／千倉　真理．他著	498.14	ﾀﾀ		弓立社	1990	221	20	2003
978-4-062066-80-8	0090004018	2003/10/05	大学病院の掟　／小児科医の見たア然ボウ然事情			柳瀬　義男	498.16	ﾔﾖ		講談社	1993	241	20	2003
978-4-794209-08-5	0090004019	2003/10/05	脳死　／ドナーカードを書く前に読む本			水谷　弘	490.15	ﾐﾋ		草思社	1999	175	20	2003
978-4-490103-09-0	0090004020	2003/10/05	日本史のなかの動物事典			金子　浩昌／小西　正泰．他共著	480.3	ｶﾋ		東京堂出版	1993	266	20	2003
978-4-794959-02-7	0090004021	2003/10/05	アニマル・ウォッチング　／日本の野生動物			安間　繁樹	480	ﾔｼ		晶文社	1994	297	20	2003
978-4-000093-07-1	0090004022	2003/10/06	中東情勢のいまを読む		岩波ブックレット６０７	宮田　律	319	ﾐｵ		岩波書店	2003	71	21	2003
978-4-000093-06-4	0090004023	2003/10/06	ＳＡＲＳは何を警告しているのか		岩波ブックレット６０６	竹田　美文／岡部　信彦	493.8	ﾀﾖ		岩波書店	2003	55	21	2003
978-4-890730-64-3	0090004024	2003/10/06	新・放射線の人体への影響			日本保健物理学会／日本アイソトープ協会．編	492.4	ﾆ		丸善	1993	81	21	2003
	0090004025	2003/10/06	岐阜の輝く名工		パンフレット	岐阜県	502.8	ｷﾞ		岐阜県		120	21	2003
	0090004026	2003/10/06	人体アトラス／６０兆の細胞がつくるからだの地図帳		イミダス附録	集英社	491.1	ｼ		集英社	1991	106	26	2003
978-4-022740-58-8	0090004027	2003/10/06	動物学がわかる。　／「学問がわかる。」シリーズ１８		ＡＥＲＡ　Ｍｏｏｋ　１８	朝日新聞社	480	ｱ	18	朝日新聞社	1997	191	26	2003
978-4-885552-20-5	0090004028	2003/10/06	講座・現代エネルギー・環境論			エネルギー教育研究会．編	501.6	ｴ		電力新報社	1997	157	26	2003
978-4-805003-58-9	0090004030	2003/10/06	エコマーク・商品カタログ　【２０００年版】			日本環境協会．監修	519	ｻﾞ		チクマ秀版社	1999	200	30	2003
978-4-167192-18-1	0090004031	2003/10/13	海鳴り　〈上〉		文春文庫	藤沢　周平	913.6	ﾌｼ	上	文藝春秋	2001	315	15	2003
978-4-101152-08-0	0090004032	2003/10/13	燃えよ剣　〈上〉		新潮文庫	司馬　遼太郎	913.6	ｼﾘ	上	新潮社	2003	495	15	2003
978-4-101152-09-7	0090004033	2003/10/13	燃えよ剣　〈下〉		新潮文庫	司馬　遼太郎	913.6	ｼﾘ	下	新潮社	2002	477	15	2003
978-4-840224-40-6	0090004034	2003/10/13	時空のクロス・ロード　／〈最終譚〉一番列車は朝焼けに		電撃文庫	鷹見　一幸／あんみつ草．イラスト	913.6	ﾀｶ		メディアワークス	2003	334	15	2003
978-4-101308-32-6	0090004035	2003/10/13	三人寄れば虫の知恵		新潮文庫	養老　孟司／奥本　大三郎／池田　清彦	483	ﾖﾀ		新潮社	2001	302	15	2003
978-4-819105-90-3	0090004036	2003/10/15	世界のロケット			五代　富文	538.68	ｺﾄ		日本工業新聞社	1988	185	19	2003
978-4-093894-51-7	0090004037	2003/10/15	マンハッタン計画　／プルトニウム人体実験			アルバカーキー・トリビューン．編／広瀬　隆．訳・解説	539.45	ﾄ		小学館	1995	366	19	2003
978-4-593535-05-7	0090004038	2003/10/13	徹底討論・原発、是か非か　／ディベートでわかる原発の過去・現在・未来		ほるぷ１５０ブックス	杉浦　正和	543.5	ｽﾏ		ほるぷ出版	1992	182	21	2003
978-4-897300-26-9	0090004039	2003/10/13	電断　／快適社会の落とし穴			田中　洋之助．監修／飯高　季雄．著	501.6	ﾀﾖ		ライフ社	1994	101	21	2003
978-4-876994-61-8	0090004040	2003/10/14	ハウステンボス・エコシティへの挑戦		かもがわブックレット　１２７	池田　武邦	519	ﾅ		かもがわ出版	1999	63	21	2003
978-4-890730-06-3	0090004041	2003/10/13	やさしい・放射線とアイソトープ　【改訂版】			日本アイソトープ協会	539.18	ﾆ		日本アイソトープ協会	1996	125	21	2003
	0090004042	2003/10/13	デ・レーケとその業績			建設省中部地方建設局木曽川下流工事事務所	517.5	ｹ		建設省中部地方建設局木曽川下流工事事務所	1987	233	27	2003
978-4-938894-27-6	0090004043	2003/10/13	リビングデザイン　９／ロボットと暮らす日常生活		雑誌	リビング・デザインセンター．編	548.3	ﾘ	9	リビング・デザインセンター	2000	93	29	2003
978-4-277461-91-7	0090004045	2003/10/13	オーブンで焼く・かんたん陶芸　／はじめましてシリーズ　８			雄鶏社	594	ｵ	8	雄鶏社	1998	32	21	2003
978-4-277471-46-6	0090004046	2003/10/13	楽しいダンボールクラフト　／はじめましてシリーズ　９			雄鶏社	594	ｵ	9	雄鶏社	1998	32	25	2003
978-4-277471-34-3	0090004047	2003/10/13	ワイヤー雑貨／バスケットからアクセサリーまで　／はじめましてシリーズ　６			雄鶏社	594	ｵ	6	雄鶏社	1998	32	25	2003
978-4-277411-38-7	0090004048	2003/10/13	切らずに作る・ハンカチ手芸　／はじめましてシリーズ　１			雄鶏社	594	ｵ	1	雄鶏社	1998	32	25	2003
978-4-277112-65-9	0090004057	2003/10/14	手編みで過ごす・ふたりのニットダイアリー			雄鶏社	594.3	ｵ		雄鶏社	1995	90	26	2003
978-4-262156-43-9	0090004058	2003/10/15	スカーフ　／結び方ハンドブック			池田書店．編	593.8	ｲ		池田書店	1995	135	17	2003
978-4-344404-17-5	0090004059	2003/10/15	不倫と南米		幻冬舎文庫	吉本　ばなな	913.6	ﾖﾊﾞ		幻冬舎	2003	223	15	2003
978-4-167528-01-0	0090004060	2003/10/15	陰陽師		文春文庫	夢枕　貘	913.6	ﾕﾊﾞ	1	文藝春秋	2002	333	15	2003
978-4-167528-04-1	0090004061	2003/10/15	陰陽師　／飛天ノ巻		文春文庫	夢枕　貘	913.6	ﾕﾊﾞ	2	文藝春秋	2000	292	15	2003
978-4-167528-05-8	0090004062	2003/10/15	陰陽師　／付喪神ノ巻		文春文庫	夢枕　貘	913.6	ﾕﾊﾞ	3	文藝春秋	2001	348	15	2003
978-4-167528-07-2	0090004063	2003/10/15	陰陽師　／鳳凰ノ巻		文春文庫	夢枕　貘	913.6	ﾕﾊﾞ	4	文藝春秋	2002	271	15	2003
978-4-167528-09-6	0090004064	2003/10/15	陰陽師　／生成り姫		文春文庫	夢枕　貘	913.6	ﾕﾊﾞ	5	文藝春秋	2003	389	15	2003
978-4-044253-02-8	0090004066	2003/10/15	きみにしか聞こえない		角川スニーカー文庫	乙　一	913.6	ｵｲ		角川書店	2004	201	15	2003
978-4-044253-01-1	0090004067	2003/10/15	失踪ＨＯＬＩ　ＤＡＹ（しっそうホリデイ）		角川スニーカー文庫	乙　一	913.6	ｵｲ		角川書店	2004	235	15	2003
978-4-061822-50-4	0090004068	2003/10/27	クビシメロマンチスト　／人間失格・零崎人識		講談社ノベルス	西尾　維新	913.6	ﾆｲ		講談社	2002	381	18	2003
978-4-840219-97-6	0090004069	2003/10/27	リバーズ・エンド		電撃文庫	橋本　紡／高野　音彦．イラスト	913.6	ﾊﾂ	1	メディアワークス	2003	271	15	2003
978-4-840220-96-5	0090004070	2003/10/27	リバーズ・エンド　２		電撃文庫	橋本　紡／高野　音彦．イラスト	913.6	ﾊﾂ	2	メディアワークス	2003	321	15	2003
978-4-840221-75-7	0090004071	2003/10/27	リバーズ・エンド　３		電撃文庫	橋本　紡／高野　音彦．イラスト	913.6	ﾊﾂ	3	メディアワークス	2003	281	15	2003
978-4-840222-72-3	0090004072	2003/10/27	リバーズ・エンド　４		電撃文庫	橋本　紡／高野　音彦．イラスト	913.6	ﾊﾂ	4	メディアワークス	2003	267	15	2003
978-4-840219-44-0	0090004073	2003/10/27	イリヤの空、ＵＦＯの夏　〈その１〉		電撃文庫	秋山　瑞人／駒都　えーじ．イラスト	913.6	ｱﾐ	1	メディアワークス	2003	304	15	2003
978-4-840219-73-0	0090004074	2003/10/27	イリヤの空、ＵＦＯの夏　〈その２〉		電撃文庫	秋山　瑞人／駒都　えーじ．イラスト	913.6	ｱﾐ	2	メディアワークス	2002	321	15	2003
978-4-840221-73-3	0090004075	2003/10/27	イリヤの空、ＵＦＯの夏　〈その３〉		電撃文庫	秋山　瑞人／駒都　えーじ．イラスト	913.6	ｱﾐ	3	メディアワークス	2003	313	15	2003
978-4-840224-31-4	0090004076	2003/10/27	イリヤの空、ＵＦＯの夏　〈その４〉		電撃文庫	秋山　瑞人／駒都　えーじ．イラスト	913.6	ｱﾐ	4	メディアワークス	2003	333	15	2003
978-4-840214-17-9	0090004077	2003/10/27	ダブルブリッド		電撃文庫	中村　恵里加	913.6	ﾅｴ	1	メディアワークス	2003	288	15	2003
978-4-840214-90-2	0090004078	2003/10/27	ダブルブリッド　㈼		電撃文庫	中村　恵里加	913.6	ﾅｴ	2	メディアワークス	2003	310	15	2003
978-4-840215-86-2	0090004079	2003/10/27	ダブルブリッド　㈽		電撃文庫	中村　恵里加	913.6	ﾅｴ	3	メディアワークス	2001	256	15	2003
978-4-840216-83-8	0090004080	2003/10/27	ダブルブリッド　㈿		電撃文庫	中村　恵里加	913.6	ﾅｴ	4	メディアワークス	2003	307	15	2003
978-4-840218-69-6	0090004081	2003/10/27	ダブルブリッド　Y		電撃文庫	中村　恵里加	913.6	ﾅｴ	6	メディアワークス	2003	297	15	2003
978-4-840219-95-2	0090004082	2003/10/27	ダブルブリッド　Z		電撃文庫	中村　恵里加	913.6	ﾅｴ	7	メディアワークス	2003	299	15	2003
978-4-840222-74-7	0090004083	2003/10/27	ダブルブリッド　[		電撃文庫	中村　恵里加	913.6	ﾅｴ	8	メディアワークス	2003	237	15	2003
978-4-840217-38-5	0090004084	2003/10/27	ダブルブリッド　㈸		電撃文庫	中村　恵里加	913.6	ﾅｴ	8	メディアワークス	2002	320	15	2003
978-4-905943-02-0	0090004085	2003/10/27	仰天珍道具事典　ＰＡＲＴ　２／ほとんど実用にならない暮しの道具		カタロク゜ハウスの本	日本珍道具学会．編	675.1	ﾆ		カタログハウス	1992	203	19	2003
978-4-794209-55-9	0090004086	2003/10/27	東京から農業が消えた日			薄井　清	610.4	ｳｷ		草思社	2000	262	20	2003
978-4-062058-94-0	0090004087	2003/10/27	森に訊け　／海外編			橋本　克彦	654.4	ﾊｶ		講談社	1992	299	20	2003
	0090004088	2003/10/27	革手芸　／基礎技法と応用			川合　京子	755.5	ｶｷ		主婦の友社	1977	184	27	2003
978-4-841605-91-4	0090004089	2003/10/27	タバコとわたしたちの環境　／世界はいま・・・・　生活環境編			ジュディス・コンドン／藤生　良博．監訳	617.5	ｺ		佑学社	1990	31	27	2003
978-4-000093-08-8	0090004090	2003/11/01	異議あり！　公務員制度改革　／官僚支配を超えて		岩波ブックレット　６０８	新藤　宗幸　	317.3	ｼﾑ	608	岩波書店	2003	55	21	2003
978-4-000093-09-5	0090004091	2003/11/01	韓国と出会う本　／暮らし、社会、歴史を知るブックガイド		岩波ブックレット　６０９	石坂　浩一　	221.07	ｲｺ	609	岩波書店	2003	72	21	2003
978-4-840224-04-8	0090004092	2003/11/01	リバーズ・エンド　５		電撃文庫	橋本　紡／高野　音彦．イラスト　	913.6	ﾊﾂ	5	メディアワークス	2003	295	15	2003
978-4-044184-11-7	0090004094	2003/11/01	トリニティ・ブラッド　／リボーン・オン・ザ・マルス５／薔薇の玉座		角川スニーカー文庫	吉田　直	913.6	ﾖｽ	5	角川書店	2003	348	15	2003
978-4-087475-90-6	0090004096	2003/11/01	平面いぬ。		集英社文庫	乙　一	913.6	ｵｲ		集英社	2003	345	15	2003
978-4-840224-85-7	0090004098	2003/11/10	Ｍｉｓｓｉｎｇ　９／座敷童の物語		電撃文庫	甲田　学人	913.6	ｺｶﾞ		メディアワークス	2003	221	15	2003
978-4-022614-26-1	0090004100	2003/11/10	陰陽師・徹底解剖　／陰陽夜話・安倍晴明の世界		朝日文庫	夢枕　貘．編	148.4	ﾕﾊﾞ		朝日新聞社	2003	245	15	2003
978-4-167528-10-2	0090004101	2003/11/10	『陰陽師』読本　／平安の闇に、ようこそ		文春文庫	夢枕　貘．編	913.6	ﾕﾊﾞ		文藝春秋	2003	290	15	2003
978-4-840224-92-5	0090004102	2003/11/10	ダーク・バイオレッツ　５／針の小箱		電撃文庫	三上　延	913.6	ﾐｴ		メディアワークス	2003	295	15	2003
	0090004103	2003/11/10	日本の詩　／大手拓次		日本の詩	ほるぷ出版．編／大手　拓次	911.5	ｲｼ		ほるぷ出版	1975	416	20	2003
	0090004104	2003/11/10	日本の詩　／八木重吉		日本の詩	ほるぷ出版．編／八木　重吉	911.5	ｲｼ		ほるぷ出版	1975	432	20	2003
	0090004105	2003/11/10	日本の詩　／堀口　大學		日本の詩	ほるぷ出版．編／堀口　大學	911.5	ｲｼ		ほるぷ出版	1975	458	20	2003
	0090004106	2003/11/10	日本の詩　／西脇順三郎		日本の詩	ほるぷ出版．編／西脇　順三郎	911.5	ｲｼ		ほるぷ出版	1975	450	20	2003
	0090004107	2003/11/10	日本の詩　／萩原朔太郎		日本の詩	ほるぷ出版．編／萩原　朔太郎	911.5	ｲｼ		ほるぷ出版	1975	410	20	2003
	0090004110	2003/11/11	ことばの知恵袋　／とっさの教養便利帳			朝日新聞社．編	810	ｱ		朝日新聞社	2004	258	19	2003
978-4-401142-23-1	0090004112	2003/11/11	ビートルズ　／ロック・ギター教室			シンコー・ミュージック	763.55	ｼ		シンコー・ミュージック	1996	95	23	2003
978-4-876995-14-1	0090004113	2003/11/11	蝶々夫人を探して　／歴史に見る心の国際交流			ブライアン・バークガフニ／クリエイツかもがわ	766	ﾊﾞ		かもがわ出版	2000	78	21	2003
	0090004115	2003/11/11	くらしの理科まるわかりブック　／現代用語の基礎知識２００４別冊附録			自由国民社	403	ｼﾞ		自由国民社	2004	88	26	2003
	0090004116	2003/11/11	第５回　日本現代陶彫展　９４　／土岐市制４０周年記念事業		パンフレット	土岐市	710	ﾄ		土岐市	1994		24	2003
	0090004117	2003/11/11	《墨の祭典》　第六回　岐阜県書作百人展		パンフレット	岐阜日日新聞社．編	728	ｷﾞ		岐阜日日新聞社	1985	62	30	2003
	0090004119	2003/11/11	音楽と人　２０００．０１		雑誌	シンコー・ミュージック	767.8	ｼ	1	シンコー・ミュージック	2000	174	29	2003
978-4-101282-19-0	0090004120	2003/11/25	ターゲット		新潮文庫	清水　義範	913.6	ｼﾖ		新潮社	2000	282	15	2003
978-4-789721-28-8	0090004121	2003/11/25	死ぬまでにしたい１０のこと		ヴィレッジブックス＋	斎藤　薫．他	914.6	ｻｶ		ソニー・マガジンズ	2003	167	15	2003
	0090004122	2003/11/25	新訂・詳解古語		辞典	佐藤　定義．編	813.6	ﾒ		明治書院	1986	569	17	2003
	0090004124	2003/11/25	角川　新字源		辞典	角川書店／小川　環樹／西田　太一郎／赤塚　忠．編	813.2	ｶ		角川書店	1975	1358	17	2003
978-4-095014-54-8	0090004125	2003/11/25	新選　漢和辞典　【新版】		辞典	小林　信明．編	813.2	ｺｼ		小学館	1988	1400	17	2003
978-4-469031-17-1	0090004127	2003/11/25	新漢和辞典　【改訂二版】		辞典	諸橋　轍次／渡辺　末吾／鎌田　正／米山　寅太郎．共著	813.2	ﾀ		大修館書店	1988	1236	18	2003
	0090004128	2003/11/25	新漢和辞典　【改訂版】		辞典	諸橋　轍次／渡辺　末吾／鎌田　正／米山　寅太郎．共著	813.2	ﾀ		大修館書店	1985	1236	18	2003
	0090004130	2003/11/25	旺文社　古語辞典　【新訂版】		辞典	守随　憲治／今泉　忠義／松村　明．共編	813.6	ｵ		旺文社	1979	1406	18	2003
978-4-010775-06-6	0090004132	2003/11/25	旺文社　国語辞典　【重版】		辞典	旺文社／松村　明／山口　明穂／和田　利政．共編	813.1	ｵ		旺文社	1987	1407	18	2003
	0090004134	2003/11/25	例文通釈　古語辞典		辞典	江波　熙．編	813.6	ｴｼ		蒼明社	1953	654	19	2003
	0090004136	2003/11/25	新明解古語辞典　【第二版】		辞典	金田一　京助．監修／金田一　春彦．編	813.6	ｻ		三省堂	1982	129	18	2003
	0090004137	2003/11/25	新明解古語辞典　【第二版】		辞典	金田一　京助．監修／金田一　春彦．編	813.6	ｻ		三省堂	1982	129	18	2003
	0090004139	2003/11/25	アジア＆世界データブック		イミダス別冊附録	集英社		ｼ		集英社	1996	240	18	2003
	0090004140	2003/11/25	保存版・現代用語２０世紀事典　／１９０１〜１９９８		「現代用語の基礎知識」附録	自由国民社．編	813.7	ｼﾞ		自由国民社	1998	336	18	2003
	0090004144	2003/12/01	用字用語　新表記辞典		辞典	松村　明．監修	811.2	ﾏｱ		第一法規出版	1974	666	19	2003
978-4-480877-27-7	0090004145	2003/12/01	二人の紅茶王　／リプトンとトワイニングと・・・・			磯淵　猛．著／斎藤　香織．イラスト	619.8	ｲﾀ		筑摩書房	2000	238	20	2003
978-4-820594-84-0	0090004146	2003/12/01	作家の自伝　４２／島崎藤村		作家の自伝　４２	島崎　藤村／瓜生　清．解説／日本図書センター	910.28	ﾆ	41	日本図書センター	1997	259	22	2003
