ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
9784-620326474	0000051343	2021/01/12	ＳＮＳ暴力　なぜ人は匿名の刃をふるうのか			毎日新聞取材班 著	007.3	エ		毎日新聞出版	2021	229p	18cm	2021
9784-840815352	0000051344	2021/01/12	中高生から知っておきたい「くすりの正しい使い方」　「うっかりドーピング」も理解できる！　ヘルスリテラシーを高めるために			齋藤 百枝美 編著　宮本 法子 編著	499.1	チ		薬事日報社	2020	55p	21cm	2021
9784-434280702	0000051345	2021/01/12	免疫力が上がる腸活クスリごはん			藤田 紘一郎 監修　ねこまき 絵　リベラル社 編集	493.4	メ		星雲社（発売）	2020	189p	19cm	2021
9784-802209472	0000051346	2021/01/12	空港の解体新書　“空の玄関口”をイラストで詳解！！		イカロスＭＯＯＫ		687.9	ク		イカロス出版	2020	127p	21cm	2021
9784-003101018	0000051347	2021/01/12	吾輩は猫である　改版		岩波文庫	夏目 漱石 作	913.6	ナ		岩波書店	1990	563p	15cm	2021
9784-041074176	0000051348	2021/01/12	櫻子さんの足下には死体が埋まっている　〔１４〕　キムンカムイの花嫁		角川文庫　お６８−１４	太田 紫織 著	913.6	オ	14	ＫＡＤＯＫＡＷＡ	2019	254p	15cm	2021
9784-044292072	0000051349	2021/01/12	涼宮ハルヒの陰謀		角川文庫	谷川 流 著	913.6	タ		角川書店	2006	430p	15cm	2021
9784-044292119	0000051350	2021/01/12	涼宮ハルヒの驚愕　前		角川文庫	谷川 流 著	913.6	タ	1	角川グループパブリッシング（発売）	2012	296p	15cm	2021
9784-044292126	0000051351	2021/01/12	涼宮ハルヒの驚愕　後		角川文庫	谷川 流 著	913.6	タ	2	角川グループパブリッシング（発売）	2012	286p	15cm	2021
9784-044292096	0000051352	2021/01/12	涼宮ハルヒの分裂		角川文庫	谷川 流 著	913.6	タ		角川グループパブリッシング（発売）	2007	295p	15cm	2021
9784-065190265	0000051353	2021/01/12	今昔百鬼拾遺−月		講談社文庫　き３９−１７	京極 夏彦 著	913.6	キ		講談社	2021	1099p	15cm	2021
9784-916110893	0000051354	2021/01/12	料理大好き小学生がフランスの台所で教わったこと			ケイタ 著	293.5	ケ		自然食通信社	2020	126p	18×19cm	2021
9784-094068368	0000051355	2021/01/12	希望病棟		小学館文庫　か４６−２	垣谷 美雨 著	913.6	カ		小学館	2020	349p	16cm	2021
9784-094068344	0000051356	2021/01/12	警視庁レッドリスト		小学館文庫　か１７−４	加藤 実秋 著	913.6	カ		小学館	2020	426p	16cm	2021
9784-094068450	0000051357	2021/01/12	ようこそ紅葉坂萬年堂		小学館文庫　Ｃか２−１	神尾 あるみ 著	913.6	カ		小学館	2020	253p	16cm	2021
9784-101802015	0000051358	2021/01/12	キャプテンサンダーボルト		新潮文庫ｎｅｘ　い−６９−５１	阿部 和重 著　伊坂 幸太郎 著	913.6	ア		新潮社	2020	686p	16cm	2021
9784-480437037	0000051359	2021/01/12	ブルースだってただの唄　黒人女性の仕事と生活		ちくま文庫　ふ５４−１	藤本 和子 著	316.8	フ		筑摩書房	2020	316p	15cm	2021
9784-562057535	0000051360	2021/01/12	天声人語　２０２０夏			朝日新聞論説委員室 編　国際発信部 訳	837	テ	２０−２	原書房	2021	10 250p	21cm	2021
9784-569900841	0000051361	2021/01/12	火定		ＰＨＰ文芸文庫　さ５−１	澤田 瞳子 著	913.6	サ		ＰＨＰ研究所	2020	442p	15cm	2021
9784-575243116	0000051362	2021/01/12	テロリストの家			中山 七里 著	913.6	ナ		双葉社	2021	302p	20cm	2021
9784-750351674	0000051363	2021/06/22	現代カナダを知るための６０章　第２版		エリア・スタディーズ　８３	飯野 正子 総監修　竹中 豊 総監修　日本カナダ学会 編	302.5	ゲ		明石書店	2021	380p	19cm	2021
9784-750516851	0000051364	2021/06/22	越えていく人　南米、日系の若者たちをたずねて			神里 雄大 著	334.4	カ		亜紀書房	2021	309p	19cm	2021
9784-022951069	0000051365	2021/06/22	アパレルの終焉と再生		朝日新書　７９５	小島 健輔 著	589.2	コ		朝日新聞出版	2020	229p	18cm	2021
9784-023333550	0000051366	2021/06/22	痛くない！疲れない！歩き方の教科書　腰痛、ひざ痛、足首痛、外反母趾…			木寺 英史 著	498.3	キ		朝日新聞出版	2020	159p	21cm	2021
9784-022649874	0000051367	2021/06/22	いのち		朝日文庫　す２５−１	末國 善己 編　朝井 まかて 著　安住 洋子 著　川田 弥一郎 著　澤田 瞳子 著　山本 一力 著　山本 周五郎 著　和田 はつ子 著	913.68	イ		朝日新聞出版	2021	348p	15cm	2021
9784-023333345	0000051368	2021/06/22	お金の使い方テク　ムダを減らして、増やして安心！			内山 貴博 著　朝日新聞出版 編著	591	ウ		朝日新聞出版	2021	255p	19cm	2021
9784-022649850	0000051369	2021/06/22	刑事という生き方　警察小説アンソロジー		朝日文庫　む１５−２	米澤 穂信 著　呉 勝浩 著　黒川 博行 著　麻見 和史 著　長岡 弘樹 著　深町 秋生 著　村上 貴史 編	913.68	ケ		朝日新聞出版	2021	338p	15cm	2021
9784-023319301	0000051370	2021/06/22	災害特派員			三浦 英之 著	369.3	ミ		朝日新聞出版	2021	293p	19cm	2021
9784-022649867	0000051371	2021/06/22	ぼくがきみを殺すまで		朝日文庫　あ６６−３	あさの あつこ 著	913.6	ア		朝日新聞出版	2021	277p	15cm	2021
9784-022649799	0000051372	2021/06/22	歪んだ名画　美術ミステリーアンソロジー		朝日文庫　せ１１−１	赤江 瀑 著　泡坂 妻夫 著　恩田 陸 著　黒川 博行 著　法月 綸太郎 著　平山 夢明 著　松本 清張 著　連城 三紀彦 著　千街 晶之 編	913.68	ﾕ		朝日新聞出版	2021	378p	15cm	2021
9784-756921260	0000051373	2021/06/22	図解身近にあふれる「栄養素」が３時間でわかる本　思わずだれかに話したくなる			齋藤 勝裕 著	498.5	サ		明日香出版社	2021	221p	19cm	2021
9784-776211174	0000051374	2021/06/22	絶対忘れない勉強法			堀田 秀吾 著	379.7	ホ		アスコム	2021	239p	19cm	2021
9784-259566791	0000051375	2021/06/22	毎日作り続けられるぐっち夫婦のお弁当大作戦　お悩み解決！			ぐっち夫婦 著	596.4	マ		家の光協会	2021	127p	21cm	2021
9784-873027302	0000051376	2021/06/22	保津川　角倉了以伝			西野 喬 著	913.6	ニ		郁朋社	2021	331p	20cm	2021
9784-003220993	0000051377	2021/06/22	奴婢訓　他一篇　改版		岩波文庫　３２−２０９−２	スウィフト 作　深町 弘三 訳	934.6	ス		岩波書店	2021	170p	15cm	2021
9784-000253277	0000051378	2021/06/22	物語のものがたり			梨木 香歩 著	909.3	ナ		岩波書店	2021	7 155p	20cm	2021
9784-767828619	0000051379	2021/06/22	日本の装束解剖図鑑　古代から現代までイラストで読み解く有職故実の世界			八條 忠基 著	210.0	ハ		エクスナレッジ	2021	127p	21cm	2021
9784-815605223	0000051380	2021/06/22	宇宙飛行士選抜試験　ファイナリストの消えない記憶		ＳＢ新書　５２９	内山 崇 著	538.9	ウ		ＳＢクリエイティブ	2020	287p	18cm	2021
9784-815608996	0000051381	2021/06/22	自律神経の名医が教えるココロとカラダの疲れとり大全			小林 弘幸 著	498.3	コ		ＳＢクリエイティブ	2021	207p	19cm	2021
9784-815610128	0000051382	2021/06/22	大学の学科図鑑　改訂版			石渡 嶺司 著　こきり みき イラスト　むらいっち イラスト	376.8	イ		ＳＢクリエイティブ	2021	195p	21cm	2021
9784-815608804	0000051383	2021/06/22	ミスしない大百科　“気をつけてもなくならない”ミスをなくす科学的な方法			飯野 謙次 著　宇都出 雅巳 著	336.5	イ		ＳＢクリエイティブ	2021	222p	19cm	2021
9784-140886427	0000051384	2021/06/22	家族と社会が壊れるとき		ＮＨＫ出版新書　６４２	是枝 裕和 著　ケン・ローチ 著	778.2	コ		ＮＨＫ出版	2020	205p	18cm	2021
9784-272360963	0000051385	2021/06/22	チーム・ブルーの挑戦　命と向き合う「やまと診療所」の物語			中島 隆 著	498	ナ		大月書店	2021	231p	19cm	2021
9784-313151154	0000051386	2021/06/22	公務員の働き方デザイン　仕事の楽しさは自分でつくる！			島田 正樹 著	318.3	シ		学陽書房	2021	191p	19cm	2021
9784-052053634	0000051387	2021/06/22	ニルスのふしぎな旅　１　新たな空への旅立ち		Ｍ＋Ｃ	セルマ・ラーゲルレーフ 原作　吉田 順 翻案	949.8	ラ	1	学研プラス	2021	323p	20cm	2021
9784-041108949	0000051388	2021/06/22	天翔ける		角川文庫　時−は４２−１０	葉室 麟 著	913.6	ハ		ＫＡＤＯＫＡＷＡ	2021	331p	15cm	2021
9784-041097588	0000051389	2021/06/22	池上彰と考える「死」とは何だろう			池上 彰 著	114.2	イ		ＫＡＤＯＫＡＷＡ	2021	213p	19cm	2021
9784-041109106	0000051390	2021/06/22	飼い喰い　三匹の豚とわたし		角川文庫　う２２−２	内澤 旬子 著	645.5	ウ		ＫＡＤＯＫＡＷＡ	2021	349p	15cm	2021
9784-041111499	0000051391	2021/06/22	櫻子さんの足下には死体が埋まっている　〔１７〕　櫻花の葬送		角川文庫　お６８−１７	太田 紫織 著	913.6	オ	17	ＫＡＤＯＫＡＷＡ	2021	249p	15cm	2021
9784-046801722	0000051392	2021/06/22	３６５日＃Ｔシャツ起業家　「食べチョク」で食を豊かにする農家の娘			秋元 里奈 著	611.4	ア		ＫＡＤＯＫＡＷＡ	2021	197p	19cm	2021
9784-041108536	0000051393	2021/06/22	魂手形　三島屋変調百物語七之続		〔三島屋変調百物語〕　〔７〕	宮部 みゆき 著	913.6	ミ		ＫＡＤＯＫＡＷＡ	2021	293p	20cm	2021
9784-041095577	0000051394	2021/06/22	ドキュメント			湊 かなえ 著	913.6	ミ		ＫＡＤＯＫＡＷＡ	2021	301p	19cm	2021
9784-046050861	0000051395	2021/06/22	どんな咬み犬でもしあわせになれる　愛と涙の“ワル犬”再生物語			北村 紋義 著	645.6	キ		ＫＡＤＯＫＡＷＡ	2021	191p	19cm	2021
9784-041098622	0000051396	2021/06/22	長く高い壁		角川文庫　あ４６−３	浅田 次郎 著	913.6	ア		ＫＡＤＯＫＡＷＡ	2021	317p	15cm	2021
9784-041054918	0000051397	2021/06/22	ははのれんあい			窪 美澄 著	913.6	ク		ＫＡＤＯＫＡＷＡ	2021	332p	20cm	2021
9784-047364059	0000051398	2021/06/22	フリーランスの進路相談室　先輩たちが語る、自分らしく働くヒント			Ｗｏｒｋｓｈｉｐ　ＭＡＧＡＺＩＮＥ 監修・協力	335	フ		ＫＡＤＯＫＡＷＡ	2021	191p	19cm	2021
9784-041095560	0000051399	2021/06/22	ブロードキャスト		角川文庫　み４２−２	湊 かなえ 著	913.6	ミ		ＫＡＤＯＫＡＷＡ	2021	391p	15cm	2021
9784-041080290	0000051400	2021/06/22	ベイカー街の女たちと幽霊少年団		角川文庫　ハ３５−２	ミシェル・バークビイ 著　駒月 雅子 訳	933.7	バ		ＫＡＤＯＫＡＷＡ	2020	478p	15cm	2021
9784-041096109	0000051401	2021/06/22	平城京		角川文庫　時−あ４０−１２	安部 龍太郎 著	913.6	ア		ＫＡＤＯＫＡＷＡ	2021	445p	15cm	2021
9784-041110782	0000051402	2021/06/22	ムーンライト・イン			中島 京子 著	913.6	ナ		ＫＡＤＯＫＡＷＡ	2021	326p	20cm	2021
9784-309228136	0000051403	2021/06/22	その虐殺は皆で見なかったことにした　トルコ南東部ジズレ地下、黙認された惨劇			舟越 美夏 著	316.8	フ		河出書房新社	2020	269p	19cm	2021
9784-309467276	0000051404	2021/06/22	ニューヨーク・スケッチブック		河出文庫　ハ１−１	Ｐ．ハミル 著　高見 浩 訳	933.7	ハ		河出書房新社	2021	279p	15cm	2021
