ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
,47653,2014/08/30,ものの言いかた西東,,,,岩波新書,ｼﾞｭﾆｱｼﾝｼｮ,小林　隆／澤村　美幸 ,/,,817.8,ｺﾀ,,岩波書店,2014,230,18,780,,,,図書費,白山商会,780,新書書架,,,,,False,,,,False,,,,False,True,True,,
,47654,2014/08/30,食と農でつなぐ : 福島から,,,,岩波新書,ｼﾞｭﾆｱｼﾝｼｮ,塩谷　弘康／岩崎　由美子 ,//,,612.12,ｼﾋ,,岩波書店,2014,216,18,780,,,,図書費,白山商会,780,新書書架,,,,,False,,,,False,,,,False,True,True,,
,47655,2014/08/30,日米〈核〉同盟／原爆、核の傘、フクシマ,/,,,岩波新書,ｼﾞｭﾆｱｼﾝｼｮ,太田　昌克,//,,319.1,ｵﾏ,,岩波書店,2014,244,18,800,,,,図書費,白山商会,800,新書書架,,,,,False,,,,False,,,,False,True,True,,
,47657,2014/09/30,カラー図解アメリカ版大学生物学の教科書. 第5巻 (生態学) ,,,,ブルーバックス,ﾌﾞﾙｰﾊﾞｯｸｽ,Ｄ・サダヴァ 他著／石崎　泰樹／斎藤　成也．監訳,D#ｧ//.,,460,ｻ,５,講談社,2014,238,18,1400,,,,図書費,白山商会,1400,新書書架,,,,,False,,,,False,,,,False,True,True,,
,47671,2014/09/30,もっと変わる!介護保険,, ,,岩波ブックレット,,小竹　雅子,,,364.4,ｵﾏ,,岩波書店,2014,63,21,520,,,,図書費,白山商会,520,事典棚,,,,,False,,,,False,,,,False,True,True,,
,47693,2014/10/30,教育委員会は不要なのか／あるべき改革を考える,/,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,中嶋　哲彦,,,373.2,ﾅﾃ,,岩波書店,2014,63,21,520,,,,図書費,白山商会,520,事典棚,,,,,False,,,,False,,,,False,True,True,,
,47694,2014/10/30,自転車に冷たい国、ニッポン／安心して走れる街へ,,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,馬場　直子,ﾊﾞﾊﾞﾅｵｺ,,685.8,ﾊﾞﾅ,,岩波書店,2014,63,21,520,,,,図書費,白山商会,520,事典棚,,,,,False,,,,False,,,,False,True,True,,
,47702,2014/11/30, 「進撃の巨人」と解剖学／その筋肉はいかに描かれたか,/,,,ブルーバックス,ﾌﾞﾙｰﾊﾞｯｸｽ,布施　英利,,,726.1,ﾌﾋ,,講談社,2014,228,18,900,,,,図書費,白山商会,900,新書書架,,,,,False,,,,False,,,,False,True,True,,
,47712,2014/11/30,「定常経済」は可能だ! ,,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,ハーマン・デイリー．著／枝廣　淳子．聞き手,.//.,,331,ﾃﾞ,,岩波書店,2014,63,21,520,,,,図書費,白山商会,520,事典棚,,,,,False,,,,False,,,,False,True,True,,
,47713,2014/11/30,ルポ　虐待の連鎖は止められるか,ｷﾞｬｸﾀｲﾉﾚﾝｻﾊﾄﾒﾗﾚﾙｶ,,,岩波ブックレット,,共同通信「虐待」取材班,ｷｮｳﾄﾞｳﾂｳｼﾝ｢ｷﾞｬｸﾀｲ｣ｼｭｻﾞｲﾊﾝ,,369.4,ｷ,,岩波書店,2014,71,21,580,,,,図書費,白山商会,580,事典棚,,,,,False,,,,False,,,,False,True,True,,
,47719,2014/12/30,スギナの島留学日記,, ,,岩波ジュニア新書,ｼﾞｭﾆｱｼﾝｼｮ,渡邊　杉菜,ﾜﾀﾅﾍﾞｽｷﾞﾅ,,371.5,ﾜｽ,,岩波書店,2014,187,18,800,,,,図書費,白山商会,800,新書書架,,,,,False,,,,False,,,,False,True,True,,
,47726,2014/12/30,外国人労働者受け入れを問う,,,,岩波ブックレット,,宮島　喬,ﾐﾔｼﾞﾏﾀｶｼ,,366.89,ﾐﾀ,,岩波書店,2014,63,21,520,,,,図書費,白山商会,520,事典棚,,,,,False,,,,False,,,,False,True,True,,
,47754,2015/02/02,新編日本古典文学全集　１／古事記,,,,新編日本古典文学全集,,山口佳紀／神野志隆光／校注・訳,,,918,ｼ,１,小学館,2007,462,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
,47755,2015/02/02,新編日本古典文学全集　２／日本書紀１,,巻第一神代(上)～巻第十応神天皇. 参考文献・日本書紀年表:p559～570,,新編日本古典文学全集,,小島憲之[ほか]校注・訳,,,918,ｼ,２,小学館,2012,582,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47756,2015/02/02,新編日本古典文学全集　３／日本書紀２,,巻第十一仁徳天皇～巻第二十二推古天皇. 日本書紀年表:p602～616. ,,新編日本古典文学全集,,小島憲之[ほか]校注・訳,,,918,ｼ,３,小学館,2013,638,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47757,2015/02/02,新編日本古典文学全集　４／日本書紀３,,巻第二十三舒明天皇～巻第三十持統天皇.,,新編日本古典文学全集,,小島憲之[ほか]校注・訳,,,918,ｼ,４,小学館,2012,646,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47758,2015/02/02,新編日本古典文学全集　１６／うつほ物語　３,,国譲（上）／国譲（中）／国譲（下）／楼の上（上）／楼の上（下）／,,新編日本古典文学全集,,中野幸一．校注・訳,,,918,ｼ,15,小学館,2008,670,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47759,2015/02/02,新編日本古典文学全集　６／萬葉集　１,,巻第一～巻第四,,新編日本古典文学全集,,小島憲之 [ほか]校注・訳,,,918,ｼ,６,小学館,2011,500,23,4267,,,,図書費,白山商会,4267,,,,,,False,,,,False,,,,False,True,False,,
,47760,2015/02/02,新編日本古典文学全集　７／萬葉集　２,,巻第五～巻第九,,新編日本古典文学全集,,小島憲之 [ほか]校注・訳,,,918,ｼ,７,小学館,2011,526,23,4267,,,,図書費,白山商会,4267,,,,,,False,,,,False,,,,False,True,False,,
,47761,2015/02/02,新編日本古典文学全集　８／萬葉集　３,,巻第十～巻第十四,,新編日本古典文学全集,,小島憲之 [ほか]校注・訳,,,918,ｼ,８,小学館,2004,574,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47762,2015/02/02,新編日本古典文学全集　９／萬葉集　４,,巻第十五～巻第二十,,新編日本古典文学全集,,小島憲之 [ほか]校注・訳,,,918,ｼ,９,小学館,2011,558,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47763,2015/02/02,新編日本古典文学全集　１０／日本霊異記,,,,新編日本古典文学全集,,景戒 [編] ; 中田祝夫 校注・訳,,,918,ｼ,10,小学館,2008,491,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
,47764,2015/02/02,新編日本古典文学全集　１１／古今和歌集,,,,新編日本古典文学全集,, 小沢正夫／松田成穂 校注・訳,/,,918,ｼ,11,小学館,2010,590,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47765,2015/02/02,新編日本古典文学全集　１２／竹取物語／伊勢物語／山と物語／平中物語,,,,新編日本古典文学全集,,竹取物語／片桐洋一 校注・訳／伊勢物語／福井貞助 校注・訳／大和物語／高橋正治 校注・訳／平中物語／清水好子 校注・訳,,,918,ｼ,12,小学館,2014,590,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47766,2015/02/02,新編日本古典文学全集　１３／土佐日記／蜻蛉日記,,,,新編日本古典文学全集,,土佐日記／紀貫之 [著]／菊地靖彦．校注・訳／蜻蛉日記／藤原道綱母 [著]／木村正中／伊牟田経久．校注・訳,,,918,ｼ,13,小学館,2008,,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
,47767,2015/02/02,新編日本古典文学全集　１４／うつほ物語　１,,俊蔭／藤原の君／忠こそ／春日詣／嵯峨の院／吹上（上）／祭の使／吹上（下）,,新編日本古典文学全集,,中野幸一．校注・訳,.,,918,ｼ,14,小学館,2008,573,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47768,2015/02/02,新編日本古典文学全集　１５／うつほ物語　２,,菊の宴／あて宮／内侍のかみ／沖つ白波／蔵開（上）／蔵開（中）／蔵開（下）／,,新編日本古典文学全集,,中野幸一．校注・訳,,,918,ｼ,15,小学館,2012,638,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47769,2015/02/02,新編日本古典文学全集　１６／うつほ物語　３,,国譲（上）／国譲（中）／国譲（下）／楼の上（上）／楼の上（下）／,,新編日本古典文学全集,,中野幸一．校注・訳,,,918,ｼ,16,小学館,2008,670,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47770,2015/02/02,新編日本古典文学全集　１７／落窪物語／堤中納言物語,,,,新編日本古典文学全集,,落窪物語／三谷栄一／三谷邦明．校注・訳／堤中納言物語／稲賀敬二．校注・訳,,,918,ｼ,17,小学館,2008,574,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47771,2015/02/02,新編日本古典文学全集　１８／枕草子,,,,新編日本古典文学全集,,枕草子／[清少納言] [著]／松尾聰／永井和子．校注・訳,///.,,918,ｼ,18,小学館,2014,542,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47772,2015/02/02,新編日本古典文学全集　１９／和漢朗詠集,,,,新編日本古典文学全集,,[藤原公任] [撰]／菅野禮行．校注・訳,/.,,918,ｼ,19,小学館,2008,526,23,4267,,,,図書費,白山商会,4267,,,,,,False,,,,False,,,,False,True,False,,
,47773,2015/02/02,新編日本古典文学全集　２０／源氏物語　１,,桐壷／帚木／空蝉／夕顔／若紫／末摘花／紅葉賀／花宴,,新編日本古典文学全集,,紫式部 [著]／阿部秋生．[ほか]校注・訳,,,918,ｼ,20,小学館,2012,476,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
,47774,2015/02/02,新編日本古典文学全集　２１／源氏物語　２,,葵／賢木／花散里／須磨／明石／澪標／蓬生／関屋／絵合／松風／薄雲／朝顔,,新編日本古典文学全集,,紫式部 [著]／阿部秋生．[ほか]校注・訳,,,918,ｼ,21,小学館,2005,558,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47775,2015/02/02,新編日本古典文学全集　２２／源氏物語　３,,少女／玉鬘／初音／胡蝶／蛍／常夏／篝火／野分／行幸／藤袴／真木柱／梅枝／藤裏葉,,新編日本古典文学全集,,紫式部 [著]／阿部秋生．[ほか]校注・訳,,,918,ｼ,22,小学館,2014,516,23,4267,,,,図書費,白山商会,4267,,,,,,False,,,,False,,,,False,True,False,,
,47776,2015/02/02,新編日本古典文学全集　２３／源氏物語　４,,若菜（上）／若菜（下）／柏木／横笛／鈴虫／夕霧／御法／幻,ﾜｶﾅ｢ｳｴ｣/ｹﾞｶｼﾜｷﾞ/ﾖｺﾌﾞｴ/ｽｽﾞﾑｼ/ﾕｳｷﾞﾘ/ｺﾞﾊｯﾄ/ﾏﾎﾞﾛｼ,新編日本古典文学全集,,紫式部 [著]／阿部秋生．[ほか]校注・訳,,,918,ｼ,23,小学館,2009,606,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47777,2015/02/02,新編日本古典文学全集　２４／源氏物語　５,,匂兵部卿／紅梅／竹河／橋姫／椎本／総角／早蕨／宿木,,新編日本古典文学全集,,紫式部 [著]／阿部秋生．[ほか]校注・訳,,,918,ｼ,24,小学館,2009,550,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47778,2015/02/02,新編日本古典文学全集　２５／源氏物語　６,,東屋／浮舟／蜻蛉／手習／夢浮橋,,新編日本古典文学全集,,紫式部 [著]／阿部秋生．[ほか]校注・訳,,,918,ｼ,25,小学館,2008,620,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47779,2015/02/02,新編日本古典文学全集　２６／和泉式部日記／紫式部日記／更級日記／讃岐典侍日記,,,,新編日本古典文学全集,,和泉式部日記／藤岡忠美．校注・訳／紫武部日記／中野幸一．校注・訳／更級日記／菅原孝標女 [著]／犬養廉．校注・訳.     讃岐典侍日記 / 藤原長子 [著] ; 石井文夫 校注・訳,,,918,ｼ,26,小学館,2014,558,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47780,2015/02/02,新編日本古典文学全集　２７／浜松中納言物語,,,,新編日本古典文学全集,,池田利夫．校注・訳,,,918,ｼ,27,小学館,2008,494,23,4267,,,,図書費,白山商会,4267,,,,,,False,,,,False,,,,False,True,False,,
,47781,2015/02/02,新編日本古典文学全集　２８／夜の寝覚,,,,新編日本古典文学全集,,鈴木一雄．校注・訳,,,918,ｼ,28,小学館,1999,621,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47782,2015/02/02,新編日本古典文学全集　２９／狭衣物語　１,,巻一～巻二,,新編日本古典文学全集,,小町谷照彦／後藤祥子．校注・訳,,,918,ｼ,29,小学館,1999,429,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
,47783,2015/02/02,新編日本古典文学全集　３０／狭衣物語　２,,巻三～巻四,ﾏｷ3ｶﾗﾏｷ4,新編日本古典文学全集,,小町谷照彦／後藤祥子．校注・訳,,,918,ｼ,30,小学館,2008,429,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
,47784,2015/02/02,新編日本古典文学全集　３１／栄花物語　１,,巻第1月の宴～巻第10ひかげのかづら. 栄花物語年表:p566～589,,新編日本古典文学全集,,山中裕 [ほか]校注・訳,,,918,ｼ,31,小学館,2008,589,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47785,2015/02/02,新編日本古典文学全集　３２／栄花物語　２,,巻第11つぼみ花～巻第26楚王のゆめ 栄花物語年表:p552～566. ,,新編日本古典文学全集,,山中裕 [ほか]校注・訳,,,918,ｼ,32,小学館,2008,566,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47786,2015/02/02,新編日本古典文学全集　３３／栄花物語　３,,巻第二十七卷ころものたま～巻四十紫野,,新編日本古典文学全集,,山中裕 [ほか]校注・訳,,,918,ｼ,33,小学館,2006,573,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47787,2015/02/02,新編日本古典文学全集　３４／大鏡,,,,新編日本古典文学全集,,橘健二／加藤静子．校注・訳,/.,,918,ｼ,34,小学館,2014,564,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47788,2015/02/02,新編日本古典文学全集　３５／今昔物語集　１,,巻第十一～巻第十四,,新編日本古典文学全集,,馬淵和夫／国東文麿／稲垣泰一．校注・訳,,,918,ｼ,35,小学館,1999,613,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47789,2015/02/02,新編日本古典文学全集　３６／今昔物語集　２,,巻第十五～巻第十九,,新編日本古典文学全集,,馬淵和夫／国東文麿／稲垣泰一．校注・訳,,,918,ｼ,36,小学館,2013,645,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47790,2015/02/02,新編日本古典文学全集　３７／今昔物語集　３,,巻第二十～巻第二十六,,新編日本古典文学全集,,馬淵和夫／国東文麿／稲垣泰一．校注・訳,,,918,ｼ,37,小学館,2008,637,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47791,2015/02/02,新編日本古典文学全集　３８／今昔物語集　４,,巻第二十七～巻第三十一,731,新編日本古典文学全集,,馬淵和夫／国東文麿／稲垣泰一．校注・訳,,,918,ｼ,38,小学館,2008,637,23,4657,,,,図書費,白山商会,4657,,,,,,False,,,,False,,,,False,True,False,,
,47792,2015/02/02,新編日本古典文学全集　３９／住吉物語／とりかへばや物語,,,,新編日本古典文学全集,,住吉物語／三角洋一．校注・訳／とりかえばや物語／石埜敬子．校注・訳,,,918,ｼ,39,小学館,2014,572,23,4457,,,,図書費,白山商会,4457,,,,,,False,,,,False,,,,False,True,False,,
,47793,2015/02/02,新編日本古典文学全集　４０／松浦宮物語／無名草子,,,,新編日本古典文学全集,,松浦宮物語／樋口芳麻呂．校注・訳／無名草子／久保木哲夫．校注・訳,/.//.,,918,ｼ,40,小学館,2013,349,23,4076,,,,図書費,白山商会,4076,,,,,,False,,,,False,,,,False,True,False,,
