ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
	0000003290	2003/06/10	源氏物語　〈五〉　／日本古典文学大系　１８		日本古典文学大系　１８	山岸　徳平	913.3	ﾔﾄ	18	岩波書店	1963	516	22	2003
	0000003303	2003/09/20	定本・野鳥記　３／鳥を語る			中西　悟堂	488.04	ﾅｺ	3	春秋社	1963	330	20	2003
	0000003309	2003/07/16	図説・日本文化地理大系１５／東北㈵／総説・福島・宮城・岩手			小学館	291.2	ｼ	15	小学館	1963	382	27	2003
	0000003319	2003/06/08	２０世紀を動かした人々　８／大衆芸術家の肖像		全集　８	加藤　秀俊	280	ｶﾋ	8	講談社	1963	406	19	2003
978-4-106020-79-7	0000003352	2003/07/03	上高地ものがたり		とんぼの本	浅野　孝一	291.52	ｱｺ		新潮社	1999	119	22	2003
	0000003426	2003/06/08	２０世紀を動かした人々　２／近代日本の思想家		全集　２	桑原　武夫	280	ｸﾀ	2	講談社	1963	410	19	2003
	0000003429	2003/06/10	宇津保物語　〈三〉　／日本古典文学大系　１２		日本古典文学大系　１２	河野　多麻	913.3	ｺﾀ	12	岩波書店	1962	582	22	2003
	0000003430	2003/06/11	太平記　〈三〉　／日本古典文学大系　３６		日本古典文学大系　３６	後藤　丹治．他	913.4	ｺﾞﾀ	36	岩波書店	1962	532	22	2003
	0000003471	2003/07/16	図説・日本文化地理大系１２／関東㈵／総説・東京			小学館	291.3	ｼ	12	小学館	1963	366	27	2003
	0000003473	2003/06/08	２０世紀を動かした人々１３／反逆者の肖像		全集　１３	松田　道雄	280	ﾏﾐ	13	講談社	1963	414	19	2003
	0000003490	2003/09/09	山岳　／ライフ・ネイチャー・ライブラリー		ライフ・ネーチュア・ライブラリー	ライフ編集部．編	454.5	ﾐ		時事通信社	1963	192	28	2003
	0000003509	2003/06/08	２０世紀を動かした人々　３／自然の謎に挑む		全集　３	菅井　準一	280	ｽｼﾞ	3	講談社	1963	408	19	2003
	0000003529	2003/09/09	海洋　／ライフ・ネイチャー・ライブラリー		ライフ・ネイチュア・ライブラリー	ライフ編集部．編	452	ﾗ		時事通信社	1963	189	28	2003
	0000003530	2003/07/07	ＴＨＥ　ＰＯＬＥＳ　（両極）　／ライフ　ネーチュア　ライブラリー			ライフ編集部／ウィリー・レイ／加納　一郎．訳	297.9	ﾚ		ライフ	1963	188	28	2003
	0000003560	2003/09/03	宇宙　／ライフネ−チュアライブラリー			ライフ編集部／畑中　武夫．訳	440	ﾗ		時事通信社	1963	193	28	2003
	0000003562	2003/06/08	２０世紀を動かした人々１４／未知への挑戦		全集　１４	岩村　忍	280	ｲｼ	14	講談社	1963	418	19	2003
	0000003563	2003/09/20	定本・野鳥記　４／鳥山河			中西　悟堂	488.04	ﾅｺ	4	春秋社	1963	318	20	2003
	0000003577	2003/10/29	日本のやきもの　６／京都			澤野　久雄．他	751.1	ﾀ	6	淡交社	1963	220	22	2003
	0000003610	2003/09/09	砂漠　／ライフ・ネイチャー・ライブラリー		ライフ・ネーチュア・ライブラリー	ライフ編集部．編	454.64	ﾗ		時事通信社	1963	191	28	2003
	0000003642	2003/10/29	日本のやきもの　８／美濃			小山　冨士夫．他	751.1	ﾀ	8	淡交社	1963	219	22	2003
	0000003643	2003/06/08	２０世紀を動かした人々１５／マスメディアの先駆者たち		全集　１５	日高　六郎	280	ﾋﾛ	15	講談社	1963	424	19	2003
	0000003816	2003/11/22	日本文学鑑賞辞典		辞典	吉田　精一．編	910.33	ﾖｾ		東京堂	1963	792	19	2003
	0000003889	2003/06/08	２０世紀を動かした人々　７／近代芸術の先駆者		全集　７	小林　秀雄	280	ｺﾋ	7	講談社	1964	409	19	2003
	0000003890	2003/10/29	日本のやきもの　１０／九谷			深田　久彌	751.1	ﾀ	10	淡交社	1964	230	22	2003
	0000003891	2003/12/02	風俗辞典		辞典	坂本　太郎．監修／森末　義彰／日野西　資孝．編	303	ﾓﾖ		東京堂	1963	830	19	2003
	0000003910	2003/05/22	海外に活躍した明治の女性		日本歴史新書	木村　毅	210.6	ｷｷ		至文堂	1963	251	19	2003
	0000003934	2003/06/08	２０世紀を動かした人々　５／真理の旅人		全集　５	山室　静	280	ﾔｼ	5	講談社	1964	402	19	2003
	0000003949	2003/10/29	日本のやきもの　３／唐津・高取			原田　伴彦．他	751.1	ﾀ	3	淡交社	1964	236	22	2003
	0000003955	2003/07/16	図説・日本文化地理大系１８／日本総記／付・全巻索引			小学館	291	ｼ	18	小学館	1963	354	27	2003
	0000003987	2003/06/08	２０世紀を動かした人々１０／近代日本の政治家		全集　１０	遠山　茂樹	280	ﾄｼ	10	講談社	1964	395	19	2003
	0000003999	2003/09/20	定本・野鳥記　５／人と鳥			中西　悟堂	488.04	ﾅｺ	5	春秋社	1964	322	20	2003
	0000004040	2003/09/16	学習・昆虫図鑑		学習図鑑　㈪	科学技術教育研究所．編	486	ｶ		保育社	1964	112	27	2003
	0000004065	2003/10/29	日本のやきもの　７／信楽・伊賀			白洲　正子．他	751.1	ﾀ	7	淡交社	1964	230	22	2003
	0000004106	2003/06/08	２０世紀を動かした人々　６／モラルの解放者		全集　６	伊藤　整	280	ｲｾ	6	講談社	1964	389	19	2003
