ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
978-4-908436-18-5	0000049935	2019/02/08	東濃の昭和	写真アルバム			092.15	ﾄｳ		樹林舎	2018	271p	30cm	2019
978-4-005008-87-2	0000049979	2019/01/07	数学と恋に落ちて 未知数に親しむ篇		岩波ジュニア新書 ８８７	ダニカ・マッケラー／著 菅野 仁子／訳	410	ﾏ		岩波書店	2018	235p	18cm	2019
978-4-005008-88-9	0000049980	2019/01/07	数学と恋に落ちて 方程式を極める篇		岩波ジュニア新書 ８８８	ダニカ・マッケラー／著 菅野 仁子／訳	410	ﾏ		岩波書店	2018	245p	18cm	2019
978-4-005008-89-6	0000049981	2019/01/07	めんそーれ！化学 おばあと学んだ理科授業		岩波ジュニア新書 ８８９	盛口 満／著	430	ﾓ		岩波書店	2018	216p	18cm	2019
978-4-004317-51-7	0000049982	2019/01/07	フランス現代史		岩波新書　新赤版 １７５１	小田中 直樹／著	235.07	ｵ		岩波書店	2018	212 13p	18cm	2019
978-4-004317-52-4	0000049983	2019/01/07	保育の自由		岩波新書　新赤版 １７５２	近藤 幹生／著	376.1	ｺ		岩波書店	2018	205p	18cm	2019
978-4-004317-53-1	0000049984	2019/01/07	物流危機は終わらない 暮らしを支える労働のゆくえ		岩波新書　新赤版 １７５３	首藤 若菜／著	685.6	ｼ		岩波書店	2018	232p	18cm	2019
978-4-004317-54-8	0000049985	2019/01/07	平成の芸談 歌舞伎の真髄にふれる		岩波新書　新赤版 １７５４	犬丸 治／著	774.28	ｲ		岩波書店	2018	192p	18cm	2019
978-4-002709-90-1	0000049986	2019/01/07	いま、〈平和〉を本気で語るには 命・自由・歴史		岩波ブックレット Ｎｏ．９９０	ノーマ・フィールド／著	319.8	ﾌ		岩波書店	2018	55p	21cm	2019
978-4-065138-50-2	0000049987	2019/01/07	海と陸をつなぐ進化論 気候変動と微生物がもたらした驚きの共進化		ブルーバックス Ｂ−２０７７	須藤 斎／著	467.5	ｽ		講談社	2018	270p	18cm	2019
