9784-041109755,51543,2021/07/08,いのちの初夜　改版,ｲﾉﾁ ﾉ ｼｮﾔ,,,角川文庫　ほ２－１,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾎ-2-1,北條 民雄 著,ﾎｳｼﾞｮｳ ﾀﾐｵ,,913.6,ホ,,ＫＡＤＯＫＡＷＡ,2020,312p,15cm,640,20047939,若くしてハンセン病を患った青年は、半ば強制的に収容施設に入所させられる。自分の運命を呪い、一度は自殺すら考えた青年を絶望の淵から救い出したのは、文学に対する止めどない情熱だった…。珠玉の短編８編を収録。,,図書費,ＴＲＣ,640,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-041110775,51622,2022/01/18,声の在りか,ｺｴ ﾉ ｱﾘｶ,,,,,寺地 はるな 著,ﾃﾗﾁ ﾊﾙﾅ,,913.6,テ,,ＫＡＤＯＫＡＷＡ,2022,222p,19cm,1600,21022404,小学４年生の息子が出入りする民間学童で働きはじめた希和。子どもたちに振り回されながらも、希和はいつの間にか自分の考えを持たなくなったことに気付き…。大人の成長小説。『カドブンノベル』掲載をまとめて単行本化。,,図書費,ＴＲＣ,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-041110782,51402,2021/06/22,ムーンライト・イン,ﾑｰﾝﾗｲﾄ ｲﾝ,,,,,中島 京子 著,ﾅｶｼﾞﾏ ｷｮｳｺ,,913.6,ナ,,ＫＡＤＯＫＡＷＡ,2021,326p,20cm,1700,21009243,職を失い、自転車旅行をしていた栗田拓海は、年季の入った一軒の建物を訪れた。そこには３人の女性がそれぞれ事情を抱えて過ごしていた。拓海は足の怪我が治るまで、そこにとどまることに…。『小説野性時代』連載を単行本化。,,図書費,ＴＲＣ,1700,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-041111499,51391,2021/06/22,櫻子さんの足下には死体が埋まっている　〔１７〕　櫻花の葬送,ｻｸﾗｺ ｻﾝ ﾉ ｱｼﾓﾄ ﾆﾜ ｼﾀｲ ｶﾞ ｳﾏｯﾃｲﾙ ｵｳｶ ﾉ ｿｳｿｳ,,,角川文庫　お６８－１７,ｶﾄﾞｶﾜﾌﾞﾝｺ ｵ-68-17,太田 紫織 著,ｵｵﾀ ｼｵﾘ,,913.6,オ,17,ＫＡＤＯＫＡＷＡ,2021,249p,15cm,600,21013093,北海道旭川。櫻子と正太郎は、櫻子の弟を殺した犯人と対峙するため、同じく妹を殺された男と共に神居古潭へと向かった。けれどある女の裏切りで、事態は思わぬ方向へ。なんと櫻子が殺人事件の重要参考人に…。完結。,,図書費,ＴＲＣ,600,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-041112298,51839,2022/02/01,不在,ﾌｻﾞｲ,,,角川文庫　あ１１５－１,ｶﾄﾞｶﾜﾌﾞﾝｺ ｱ-115-1,彩瀬 まる 著,ｱﾔｾ ﾏﾙ,,913.6,ア,,ＫＡＤＯＫＡＷＡ,2021,272p,15cm,660,21018469,長らく疎遠だった父が、死んだ。「明日香を除く親族は屋敷に立ち入らないこと」という不可解な遺言に娘の明日香は戸惑いを覚えつつ、父の遺した洋館に足を踏み入れるが…。愛なき世界の生き方を探る長篇小説。,,図書費,ＴＲＣ,660,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-041114155,51631,2022/01/18,防災ハンドメイド　１００均グッズで作れちゃう！,ﾎﾞｳｻｲ ﾊﾝﾄﾞﾒｲﾄﾞ,,,,,辻 直美 著,ﾂｼﾞ ﾅｵﾐ,,369.3,ツ,,ＫＡＤＯＫＡＷＡ,2022,135p,21cm,1300,21025644,防災グッズは、身のまわりにあるもので工作できる！　新聞ぐつ、ボトルシャワー、ペットボトルのお皿…。身近なものや１００均グッズを材料に、災害時に役立つ衣・食・住グッズの作り方を紹介する。,コウサク　サイガイボウサイ　マスク　シンブン　ヒモ　ヒモムスビ　ペットボトルコウサク　カン　ショッキ　カミコウサク　チョウリキグ　ギュウニュウパック　ペット　ダンボール　アカリ　セッケン　シング　デンチ　カグ　ヒオコシ　インリョウスイ　ニュウヨクザイ　クツ　テヌグイ　メンルイ　サラダ　ヤサイリョウリ　ガング　フエ　ラジオ　コメ　ヒナン　バンソウコウ　マーク　工作　災害・防災　マスク　新聞　ひも　ひも結び　ペットボトル工作　缶　食器　紙工作　調理器具　牛乳パック　ペット　ダンボール　明かり　せっけん　寝具　,図書費,ＴＲＣ,1300,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-041115206,80306,2021/09/22,あの日、ぼくたちは,ｱﾉ ﾋ ﾎﾞｸﾀﾁ ﾜ,,,角川文庫　い１１３－１,ｶﾄﾞｶﾜﾌﾞﾝｺ ｲ-113-1,飯島 敏宏 著,ｲｲｼﾞﾏ ﾄｼﾋﾛ,,913.6,ｲ,,ＫＡＤＯＫＡＷＡ,2021,425p,15cm,1000,21029800,東京大空襲の夜、炎の中を走り抜けた親友は戻らなかった－。「ウルトラマン」の監督が、自らの戦争体験をもとに、当時の子どもたちの姿を鮮烈に描いた自伝的小説。終戦後を描いた書き下ろし中篇を加えて文庫化。,,図書費,白山商会,990,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-041115473,51621,2022/01/18,川のほとりで羽化するぼくら,ｶﾜ ﾉ ﾎﾄﾘ ﾃﾞ ｳｶ ｽﾙ ﾎﾞｸﾗ,,,,,彩瀬 まる 著,ｱﾔｾ ﾏﾙ,,913.6,ア,,ＫＡＤＯＫＡＷＡ,2022,196p,20cm,1500,21035517,仕事を辞め、慣れない育児に奮闘する暁彦は、ある育児ブログにある育児テクニックを取り入れる。だが、妻は…。息苦しい今を軽やかに越えゆく一歩を描いた全４篇を収録。『小説　野性時代』ほか掲載を加筆し単行本化。,,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-041117170,51625,2022/01/18,民王　シベリアの陰謀,ﾀﾐｵｳ,,,,,池井戸 潤 著,ｲｹｲﾄﾞ ｼﾞｭﾝ,,913.6,イ,,ＫＡＤＯＫＡＷＡ,2022,317p,19cm,1600,21039200,高西環境大臣が人を凶暴化させる謎のウイルスに感染した。陰謀論者の台頭で、危機に陥る第二次武藤泰山内閣。ウイルスはどこからやってきたのか。泰山は国民を救うべく…。『小説野性時代』掲載に書き下ろしを加えて単行本化。,,図書費,ＴＲＣ,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-041117316,51632,2022/01/18,闇祓,ﾔﾐﾊﾗ,,,,,辻村 深月 著,ﾂｼﾞﾑﾗ ﾐｽﾞｷ,,913.6,ツ,,ＫＡＤＯＫＡＷＡ,2021,413p,20cm,1700,21044179,クラスになじめない転校生・要に親切に接する委員長・澪。しかし、そんな彼女に要は不審な態度で迫る。ヤバい行動を繰り返す要に恐怖を覚えた澪は憧れの先輩・神原に助けを求めるが－。『小説野性時代』連載を単行本化。,,図書費,ＴＲＣ,1700,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-041304013,80304,2021/09/22,八つ墓村　改版,ﾔﾂﾊｶﾑﾗ,,,角川文庫　よ５－１,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾖ-5-1,横溝 正史 著,ﾖｺﾐｿﾞ ｾｲｼ,,913.6,ﾖ,,角川グループパブリッシング（発売）,1996,464p,15cm,760,12144787,,,図書費,白山商会,752,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-041304037,80305,2021/09/22,獄門島　改版,ｺﾞｸﾓﾝﾄｳ,,,角川文庫　よ５－３,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾖ-5-3,横溝 正史 著,ﾖｺﾐｿﾞ ｾｲｼ,,913.6,ﾖ,,角川グループパブリッシング（発売）,1996,353p,15cm,560,12144788,,,図書費,白山商会,554,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-041304044,80401,2021/12/06,悪魔が来りて笛を吹く　改版,ｱｸﾏ ｶﾞ ｷﾀﾘﾃ ﾌｴ ｵ ﾌｸ,,,角川文庫　よ５－４,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾖ-5-4,横溝 正史 著,ﾖｺﾐｿﾞ ｾｲｼ,,913.6,ﾖ,,ＫＡＤＯＫＡＷＡ,1996,472p,15cm,720,18141313,,,図書費,白山商会,713,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-041304051,80367,2021/10/28,犬神家の一族　改版,ｲﾇｶﾞﾐｹ ﾉ ｲﾁｿﾞｸ,,,角川文庫　よ５－５,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾖ-5-5,横溝 正史 著,ﾖｺﾐｿﾞ ｾｲｼ,,913.6,ﾖ,,ＫＡＤＯＫＡＷＡ,1996,414p,15cm,680,18142699,,,図書費,白山商会,673,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-041304679,80427,2021/12/09,悪霊島　上　改版,ｱｸﾘｮｳﾄｳ,,,角川文庫,ｶﾄﾞｶﾜﾌﾞﾝｺ,横溝 正史 著,ﾖｺﾐｿﾞ ｾｲｼ,,913.6,ﾖ,1,角川書店,1996,347p,15cm,640,97101621,,,図書費,白山商会,634,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-041304686,80428,2021/12/09,悪霊島　下　改版,ｱｸﾘｮｳﾄｳ,,,角川文庫,ｶﾄﾞｶﾜﾌﾞﾝｺ,横溝 正史 著,ﾖｺﾐｿﾞ ｾｲｼ,,913.6,ﾖ,2,角川書店,1996,346p,15cm,640,97101622,,,図書費,白山商会,634,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-043878017,80101,2021/04/17,四畳半神話大系,ﾖｼﾞｮｳﾊﾝ ｼﾝﾜ ﾀｲｹｲ,,,角川文庫　も１９－１,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾓ-19-1,森見 登美彦 著,ﾓﾘﾐ ﾄﾐﾋｺ,,913.6,ﾓ,,ＫＡＤＯＫＡＷＡ,2008,405p,15cm,680,14142351,,,図書費,白山商会,673,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-043944811,80303,2021/09/22,きりこについて,ｷﾘｺ ﾆ ﾂｲﾃ,,,角川文庫　に１９－１,ｶﾄﾞｶﾜﾌﾞﾝｺ ﾆ-19-1,西 加奈子 著,ﾆｼ ｶﾅｺ,,913.6,ﾆ,,ＫＡＤＯＫＡＷＡ,2011,217p,15cm,520,15140806,,,図書費,白山商会,515,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-044094300,80218,2021/06/29,旅人　ある物理学者の回想　改版,ﾀﾋﾞﾋﾞﾄ,,,角川ソフィア文庫　ＳＰ　Ｌ－１０１－２,ｶﾄﾞｶﾜｿﾌｨｱﾌﾞﾝｺ L-101-2,湯川 秀樹 著,ﾕｶﾜ ﾋﾃﾞｷ,,289.1,ﾕ,,角川グループパブリッシング（発売）,2011,293p,15cm,590,11003004,,ユカワ ヒデキ　湯川秀樹,図書費,白山商会,584,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-046044686,51628,2022/01/18,何を準備すればいいかわからない人のための総合型選抜・学校推薦型選抜〈ＡＯ入試・推薦入試〉のオキテ５５,ﾅﾆ ｵ ｼﾞｭﾝﾋﾞ ｽﾚﾊﾞ ｲｲｶ ﾜｶﾗﾅｲ ﾋﾄ ﾉ ﾀﾒ ﾉ ｿｳｺﾞｳｶﾞﾀｾﾝﾊﾞﾂ ｶﾞｯｺｳｽｲｾﾝｶﾞﾀｾﾝﾊﾞﾂ ｴｰｵｰﾆｭｳｼ ｽｲｾﾝﾆｭｳｼ ﾉ ｵｷﾃ ｺﾞｼﾞｭｳｺﾞ,,,,,鈴木 鋭智 著,ｽｽﾞｷ ｴｲﾁ,,376.8,ス,,ＫＡＤＯＫＡＷＡ,2022,207p,19cm,1000,21029001,活動報告と志望理由を一貫させる、正しい日本語を書く、志望理由書を丸暗記しない、ゆっくり話して大きく見せる…。総合型選抜・学校推薦型選抜で自信をもって自分をアピールするための５５のオキテを紹介する。,ニュウガクシケン（ダイガク）　入学試験（大学）,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046044693,51837,2022/02/01,資料と課題文を攻略して合格答案を書くための小論文のオキテＰＲＯ,ｼﾘｮｳ ﾄ ｶﾀﾞｲﾌﾞﾝ ｵ ｺｳﾘｬｸ ｼﾃ ｺﾞｳｶｸ ﾄｳｱﾝ ｵ ｶｸ ﾀﾒ ﾉ ｼｮｳﾛﾝﾌﾞﾝ ﾉ ｵｷﾃ ﾌﾟﾛ,,,,,鈴木 鋭智 著,ｽｽﾞｷ ｴｲﾁ,,816.5,ス,,ＫＡＤＯＫＡＷＡ,2022,206p,19cm,1000,21028916,長くて難しい課題文をサクッと要約するテクニック、原稿用紙を埋めていく具体的なプロセスなど、小論文で合格答案を書く方法を詳細に解説。「何を書けばいいかわからない人のための小論文のオキテ５５」の実践編。,ロンブンサホウ　ニュウガクシケン（ダイガク）　論文作法　入学試験（大学）,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046050861,51395,2021/06/22,どんな咬み犬でもしあわせになれる　愛と涙の“ワル犬”再生物語,ﾄﾞﾝﾅ ｶﾐｲﾇ ﾃﾞﾓ ｼｱﾜｾ ﾆ ﾅﾚﾙ,,,,,北村 紋義 著,ｷﾀﾑﾗ ｱﾔﾉﾘ,,645.6,キ,,ＫＡＤＯＫＡＷＡ,2021,191p,19cm,1200,21004281,保健所もお手上げ、殺処分を待つのみの狂暴犬や問題犬を救い出してきたドッグメンタリスト（問題行動犬専門家）が、忘れがたいワル犬たちとのエピソードを紹介。また、犬との本当の付き合い方を伝授する。,イヌ　ドウブツ ホゴ　いぬ（犬）　動物 保護,図書費,ＴＲＣ,1200,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046053817,51623,2022/01/18,材料５つでお店みたいなお菓子,ｻﾞｲﾘｮｳ ｲﾂﾂ ﾃﾞ ｵﾐｾ ﾐﾀｲﾅ ｵｶｼ,,,,,吉川 文子 著,ﾖｼｶﾜ ﾌﾐｺ,,596.6,ヨ,,ＫＡＤＯＫＡＷＡ,2021,95p,26cm,1400,21040056,材料が少ないと、買い物も作り方もラク！　ガレット・ブルトンヌ、バスクチーズケーキ、アップルパイなど、材料５つで作れるお菓子レシピを紹介する。お店みたいに作るコツ、アレンジメニュー＆ラッピングアイディアも掲載。,カシ　菓子,図書費,ＴＲＣ,1400,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046054029,51630,2022/01/18,ベルギーパティシエがていねいに教える定番だけど極上の焼き菓子　Ｆｒｏｍ　ｔｈｅ　Ｋｉｎｇｄｏｍ　ｏｆ　Ｂｅｌｇｉｕｍ,ﾍﾞﾙｷﾞｰ ﾊﾟﾃｨｼｴ ｶﾞ ﾃｲﾈｲ ﾆ ｵｼｴﾙ ﾃｲﾊﾞﾝ ﾀﾞｹﾄﾞ ｺﾞｸｼﾞｮｳ ﾉ ﾔｷｶﾞｼ,,,,,レソンシエル 著,ﾚ ｿﾝ ｼｴﾙ,,596.6,レ,,ＫＡＤＯＫＡＷＡ,2021,127p,26cm,1300,21046795,サクサクのガレット、しっとりマドレーヌ、香ばしいクッキー、オリジナルカヌレ、欧州伝統菓子・メローケーキ…。定番の焼き菓子から、基本に応用を加えたものまで、幅広く焼き菓子のレシピを紹介する。,カシ　菓子,図書費,ＴＲＣ,1300,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046054272,51624,2022/01/18,世界一作りやすい本格おうちパン　ざっくりだから、手軽でかんたん。,ｾｶｲｲﾁ ﾂｸﾘﾔｽｲ ﾎﾝｶｸ ｵｳﾁ ﾊﾟﾝ,,,,,鈴木 あつこ 著,ｽｽﾞｷ ｱﾂｺ,,596.6,ス,,ＫＡＤＯＫＡＷＡ,2021,95p,26cm,1400,21043860,ワンボウルで混ぜるだけ。こね不足もなく、おいしいパンが完成！　「食パン」「ハード系」「デニッシュ風」の３種類の生地をベースにした、本格的なパンのレシピを紹介。牛乳パックを使った型の作り方なども掲載する。,パン　パン,図書費,ＴＲＣ,1400,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046054647,51629,2022/01/18,ぷっくりクッキーとかわいい焼き菓子たち,ﾌﾟｯｸﾘ ｸｯｷｰ ﾄ ｶﾜｲｲ ﾔｷｶﾞｼ ﾀﾁ,,,,,ｍｏｃｈａ　ｍｏｃｈａ 著,ﾓｶ ﾓｶ,,596.6,モ,,ＫＡＤＯＫＡＷＡ,2022,95p,23cm,1300,21039075,ぷっくりとした形のどうぶつスノーボールクッキー、お花のアイスボックスクッキー、お菓子の家、さくらんぼパウンドケーキ…。クッキーを中心に、かわいい焼き菓子が簡単に作れるレシピを紹介します。,カシ　菓子,図書費,ＴＲＣ,1300,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-046801722,51392,2021/06/22,３６５日＃Ｔシャツ起業家　「食べチョク」で食を豊かにする農家の娘,ｻﾝﾋﾞｬｸﾛｸｼﾞｭｳｺﾞﾆﾁ ﾃｨｰｼｬﾂ ｷｷﾞｮｳｶ,,,,,秋元 里奈 著,ｱｷﾓﾄ ﾘﾅ,,611.4,ア,,ＫＡＤＯＫＡＷＡ,2021,197p,19cm,1300,21007268,２５歳でＩＴ企業を退職し、消費者と生産者を直接つなぐオンライン直売所「食べチョク」を設立。一次産業の変革に挑む起業家の思考法に迫る。Ｔシャツ起業家のＱ＆Ａ、生産者のインタビューも収録。,アキモト リナ　秋元里奈　ビビッドガーデン　ビビッドガーデン,図書費,ＴＲＣ,1300,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-047364059,51398,2021/06/22,フリーランスの進路相談室　先輩たちが語る、自分らしく働くヒント,ﾌﾘｰﾗﾝｽ ﾉ ｼﾝﾛ ｿｳﾀﾞﾝｼﾂ,,,,,Ｗｏｒｋｓｈｉｐ　ＭＡＧＡＺＩＮＥ 監修・協力,ｷﾞｸﾞ ﾜｰｸｼｯﾌﾟﾏｶﾞｼﾞﾝ,,335,フ,,ＫＡＤＯＫＡＷＡ,2021,191p,19cm,1500,21006383,フリーアナウンサー・登坂淳一、税理士・大河内薫、ライター・永井勇成…。誰も教えてくれなかった「独立後のリアル」と自分らしく働くヒントを、先輩たちが語る。『Ｗｏｒｋｓｈｉｐ　ＭＡＧＡＺＩＮＥ』に新規記事を追加。,コジンジギョウ　個人事業,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-048672634,51533,2021/07/08,キノの旅　ｔｈｅ　Ｂｅａｕｔｉｆｕｌ　Ｗｏｒｌｄ　１２,ｷﾉ ﾉ ﾀﾋﾞ,,,電撃文庫　１６５９,ﾃﾞﾝｹﾞｷﾌﾞﾝｺ 1659,時雨沢 恵一 著,ｼｸﾞｻﾜ ｹｲｲﾁ,,913.6,シ,１２,角川グループパブリッシング（発売）,2008,237p,15cm,610,08051593,,,図書費,ＴＲＣ,610,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-048680684,51534,2021/07/08,キノの旅　ｔｈｅ　Ｂｅａｕｔｉｆｕｌ　Ｗｏｒｌｄ　１３,ｷﾉ ﾉ ﾀﾋﾞ,,,電撃文庫　１８３２,ﾃﾞﾝｹﾞｷﾌﾞﾝｺ 1832,時雨沢 恵一 著,ｼｸﾞｻﾜ ｹｲｲﾁ,,913.6,シ,１３,角川グループパブリッシング（発売）,2009,261p,15cm,610,09053153,,,図書費,ＴＲＣ,610,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-048694230,51545,2021/07/08,キノの旅　the Beautiful Would 11,ｷﾉ ﾉ ﾀﾋﾞ,,,電撃文庫　１８３２,ﾃﾞﾝｹﾞｷ ﾌﾞﾝｺ1832,時雨沢　恵一,ｼｸﾞﾚｻﾜ ｹｲｲﾁ,,913.6,ｼ,１１,KADOKAWA,2007,257p,15cm,610,,,,図書費,ＴＲＣ,610,文庫書架,,,,,False,,,,False,,,,False,False,False,,
9784-048969482,51836,2022/02/01,暮らしを変える書く力,ｸﾗｼ ｵ ｶｴﾙ ｶｸ ﾁｶﾗ,,,,,一田 憲子 著,ｲﾁﾀﾞ ﾉﾘｺ,,816,イ,,ＫＡＤＯＫＡＷＡ,2021,255p,19cm,1400,21014754,誰かに読んでもらう文章を書くには、少しだけコツが必要。ブログ、メール、ＳＮＳや手紙など、誰かに自分の言葉を伝えたいときに必要なことを、具体的な例を挙げながら紹介する。,ブンショウ　文章,図書費,ＴＲＣ,1400,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-048971164,51620,2022/01/18,あなたがもっと素敵に輝くまた会いたくなる人のマナー,ｱﾅﾀ ｶﾞ ﾓｯﾄ ｽﾃｷ ﾆ ｶｶﾞﾔｸ ﾏﾀ ｱｲﾀｸﾅﾙ ﾋﾄ ﾉ ﾏﾅｰ,,,,,二階堂 多香子 著,ﾆｶｲﾄﾞｳ ﾀｶｺ,,385.9,ニ,,ＫＡＤＯＫＡＷＡ,2021,207p,19cm,1400,21040218,マナーの基本を知っておくことは、自分への自信につながります。外交官夫人として海外で１９年間過ごした著者が、また会いたいと思われる女性のふるまいや、テーブルマナー、自分らしいおもてなしなどについて紹介します。,レイギサホウ　礼儀作法,図書費,ＴＲＣ,1400,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-049123371,80219,2021/06/29,ＢａｎＧ　Ｄｒｅａｍ！バンドリ,ﾊﾞﾝﾄﾞﾘ ﾊﾞﾝﾄﾞﾘｰﾑ ﾊﾞﾝﾄﾞﾘ,,,電撃文庫　３４８９,ﾃﾞﾝｹﾞｷﾌﾞﾝｺ 3489,中村 航 著,ﾅｶﾑﾗ ｺｳ,,913.6,ﾅ,,ＫＡＤＯＫＡＷＡ,2019,355p,15cm,650,19001141,大好きだった歌をバカにされてから、自分を表に出せなくなってしまった香澄。そんな引っ込み思案な彼女がギターや仲間たちと出会い、音楽（キズナ）を紡いでいく。「ＢａｎＧ　Ｄｒｅａｍ！」プロジェクトの原典となる小説。,,図書費,白山商会,644,文庫書架,,,,,False,,,,False,,,,False,False,True,,
9784-052053634,51387,2021/06/22,ニルスのふしぎな旅　１　新たな空への旅立ち,ﾆﾙｽ ﾉ ﾌｼｷﾞ ﾅ ﾀﾋﾞ  ｱﾗﾀﾅ ｿﾗ ｴ ﾉ ﾀﾋﾞﾀﾞﾁ,,,Ｍ＋Ｃ,ｴﾑﾌﾟﾗｽｼｰ,セルマ・ラーゲルレーフ 原作　吉田 順 翻案,ﾗｰｹﾞﾙﾚｰｳﾞ ｾﾙﾏ･ｵｯﾃｨﾘｱｰﾅ･ﾛｳﾞｨｻ ﾖｼﾀﾞ ｼﾞｭﾝ ｾﾙﾏﾗｰｹﾞﾙﾚｰﾌ,,949.8,ラ,１,学研プラス,2021,323p,20cm,1000,21012344,妖精に体を小さくされたニルスは鳥に乗ってふしぎな旅へ…。少年と動物たちの成長と冒険を描いた不朽の名作を、現代の子ども向けに再構成。アニメ放送満４０年記念。タケカワユキヒデのテーマ曲が聴けるＱＲコード付き。,,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-052053641,51616,2022/01/18,ニルスのふしぎな旅　２　赤ギツネ・レックスの執念,ﾆﾙｽ ﾉ ﾌｼｷﾞ ﾅ ﾀﾋﾞ  ｱｶｷﾞﾂﾈ ﾚｯｸｽ ﾉ ｼｭｳﾈﾝ,,,Ｍ＋Ｃ,ｴﾑﾌﾟﾗｽｼｰ,セルマ・ラーゲルレーフ 原作　吉田 順 翻案,ﾗｰｹﾞﾙﾚｰｳﾞ ｾﾙﾏ･ｵｯﾃｨﾘｱｰﾅ･ﾛｳﾞｨｻ ｾﾙﾏﾗｰｹﾞﾙﾚｰﾌ ﾖｼﾀﾞ ｼﾞｭﾝ,,949.8,ラ,２,学研プラス,2022,319p,20cm,1000,21021918,迫りくる恐怖、待ち受ける試練。旅を続けるニルスの選択は…。少年と動物たちの成長と冒険を描いた不朽の名作を、現代の子ども向けに再構成。アニメ放送満４０年記念。タケカワユキヒデのテーマ曲が聴けるＱＲコード付き。,,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-052053832,51617,2022/01/18,ニルスのふしぎな旅　３　仲間との絆と、こぼれ落ちた涙,ﾆﾙｽ ﾉ ﾌｼｷﾞ ﾅ ﾀﾋﾞ  ﾅｶﾏ ﾄ ﾉ ｷｽﾞﾅ ﾄ ｺﾎﾞﾚｵﾁﾀ ﾅﾐﾀﾞ,,,Ｍ＋Ｃ,ｴﾑﾌﾟﾗｽｼｰ,セルマ・ラーゲルレーフ 原作　吉田 順 翻案　木滝 りま 翻案,ﾗｰｹﾞﾙﾚｰｳﾞ ｾﾙﾏ･ｵｯﾃｨﾘｱｰﾅ･ﾛｳﾞｨｻ ｾﾙﾏﾗｰｹﾞﾙﾚｰﾌ ﾖｼﾀﾞ ｼﾞｭﾝ ｷﾀｷ ﾘﾏ,,949.8,ラ,３,学研プラス,2022,317p,20cm,1000,21029761,仲間との絆が深まる中、ニルスはある思いも強めていき…。少年と動物たちの成長と冒険を描いた不朽の名作を、現代の子ども向けに再構成。アニメ放送満４０年記念。タケカワユキヒデのテーマ曲が聴けるＱＲコード付き。,,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-052053849,51618,2022/01/18,ニルスのふしぎな旅　４　友との別れ、そして…,ﾆﾙｽ ﾉ ﾌｼｷﾞ ﾅ ﾀﾋﾞ  ﾄﾓ ﾄ ﾉ ﾜｶﾚ ｿｼﾃ,,,Ｍ＋Ｃ,ｴﾑﾌﾟﾗｽｼｰ,セルマ・ラーゲルレーフ 原作　吉田 順 翻案,ﾗｰｹﾞﾙﾚｰｳﾞ ｾﾙﾏ･ｵｯﾃｨﾘｱｰﾅ･ﾛｳﾞｨｻ ｾﾙﾏﾗｰｹﾞﾙﾚｰﾌ ﾖｼﾀﾞ ｼﾞｭﾝ,,949.8,ラ,４,学研プラス,2022,315p,20cm,1000,21036940,群れと離れ新しい仲間と出会い、ニルスは何を思い行動するのか…。少年と動物たちの成長と冒険を描いた不朽の名作を、現代の子ども向けに再構成。アニメ放送満４０年記念。タケカワユキヒデのテーマ曲が聴けるＱＲコード付き。,,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
9784-052055089,51619,2022/01/18,ニルスのふしぎな旅　５　それぞれの選択、それぞれの旅,ﾆﾙｽ ﾉ ﾌｼｷﾞ ﾅ ﾀﾋﾞ  ｿﾚｿﾞﾚ ﾉ ｾﾝﾀｸ ｿﾚｿﾞﾚ ﾉ ﾀﾋﾞ,,,Ｍ＋Ｃ,ｴﾑﾌﾟﾗｽｼｰ,セルマ・ラーゲルレーフ 原作　吉田 順 翻案,ﾗｰｹﾞﾙﾚｰｳﾞ ｾﾙﾏ･ｵｯﾃｨﾘｱｰﾅ･ﾛｳﾞｨｻ ｾﾙﾏﾗｰｹﾞﾙﾚｰﾌ ﾖｼﾀﾞ ｼﾞｭﾝ,,949.8,ラ,５,学研プラス,2021,323p,20cm,1000,21048016,故郷へと向かうニルスに最後の決断のときが訪れ…。少年と動物たちの成長と冒険を描いた不朽の名作を、現代の子ども向けに再構成。アニメ放送満４０年記念。最終巻。タケカワユキヒデのテーマ曲が聴けるＱＲコード付き。,,図書費,ＴＲＣ,1000,図書室,,,,,False,,,,False,,,,False,False,False,,
