ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
978-4-149233-72-7,49141,2016/08/31,真田丸 後編,ｻﾅﾀﾞﾏﾙ,,,ＮＨＫ大河ドラマ・ストーリー,ｴﾇｴｲﾁｹｰ ﾀｲｶﾞﾄﾞﾗﾏ ｽﾄｰﾘｰ,,,,778.8,ｻ,2,ＮＨＫ出版,2016,199p,26cm,1100,16027195,ＮＨＫ大河ドラマ「真田丸」完全ガイドの後編。堺雅人ロングインタビュー、山本耕史×片岡愛之助×新井浩文のグラビア座談、ドラマ音楽特集、あらすじなどを収録。折り込みの登場人物関係図あり。,テレビドラマ　テレビドラマ,図書費,ＴＲＣ,1100,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-149235-75-2,49142,2016/08/31,とと姉ちゃん 連続テレビ小説 Ｐａｒｔ１,ﾄﾄﾈｴﾁｬﾝ ﾚﾝｿﾞｸ ﾃﾚﾋﾞ ｼｮｳｾﾂ,,,ＮＨＫドラマ・ガイド,ｴﾇｴｲﾁｹｰﾄﾞﾗﾏｶﾞｲﾄﾞ,西田 征史／作 ＮＨＫ出版／編,ﾆｼﾀﾞ ﾏｻﾌﾐ ｴﾇｴｲﾁｹｰｼｭｯﾊﾟﾝ,,778.8,ﾄ,1,ＮＨＫ出版,2016,111p,26cm,1100,16017649,連続テレビ小説「とと姉ちゃん」のあらすじをはじめ、ヒロイン・高畑充希＆主な出演者インタビューなどを収録。美術・セット大公開、ロケ日記、制作者からのメッセージも紹介する。,テレビドラマ,図書費,ＴＲＣ,1100,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-150120-43-6,49095,2016/06/02,火星の人 映画「オデッセイ」原作 上 新版,ｶｾｲ ﾉ ﾋﾄ ｴｲｶﾞ ｵﾃﾞｯｾｲ ｹﾞﾝｻｸ,,,ハヤカワ文庫　ＳＦ ２０４３,ﾊﾔｶﾜﾌﾞﾝｺｴｽｴﾌ 2043,アンディ・ウィアー／著 小野田 和子／訳,ｳｨｱｰ ｱﾝﾃﾞｨ ｵﾉﾀﾞ ｶｽﾞｺ ｱﾝﾃﾞｨｳｨｱｰ,,933.7,ｳ,1,早川書房,2015,319p,16cm,640,15062452,有人火星探査のクルーであるマークは、予期せぬ事故で一人、火星に取り残された。だが希望を捨てず、限られた食料・物資、自らの技術・知識を駆使して生き延びていく。２０１６年２月公開映画「オデッセイ」の原作。,,図書費,,640,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-150120-44-3,49096,2016/06/02,火星の人 映画「オデッセイ」原作 下 新版,ｶｾｲ ﾉ ﾋﾄ ｴｲｶﾞ ｵﾃﾞｯｾｲ ｹﾞﾝｻｸ,,,ハヤカワ文庫　ＳＦ ２０４４,ﾊﾔｶﾜﾌﾞﾝｺｴｽｴﾌ 2044,アンディ・ウィアー／著 小野田 和子／訳,ｳｨｱｰ ｱﾝﾃﾞｨ ｵﾉﾀﾞ ｶｽﾞｺ ｱﾝﾃﾞｨｳｨｱｰ,,933.7,ｳ,2,早川書房,2015,312p,16cm,640,15062455,探査隊が到着する４年後まで生き延びるため、マークは火星で食物を栽培すべく対策を編みだしていく。一方、彼の生存を確認したＮＡＳＡは国家を挙げてのプロジェクトを発動し…。２０１６年２月公開映画「オデッセイ」の原作。,,図書費,,640,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-151200-51-9,49419,2017/01/31,わたしを離さないで,ﾜﾀｼｵﾊﾅｻﾅｲﾃﾞ,,,ハヤカワｅｐｉ文庫 ５１,ﾊﾔｶﾜｴﾋﾟﾌﾞﾝｺ 51,カズオ・イシグロ／著 土屋 政雄／訳,ｲｼｸﾞﾛ ｶｽﾞｵ ﾂﾁﾔ ﾏｻｵ ｶｽﾞｵｲｼｸﾞﾛ,,933.7,ｲ,,早川書房,2008,450p,16cm,800,08043426,全寮制施設に生まれ育ったキャシーは、今は亡き友人との青春の日々を思い返していた。奇妙な授業内容、教師たちの不思議な態度、キャシーたちがたどった数奇で皮肉な運命。彼女の回想は施設の驚くべき真実を明かしていく…。,,図書費,ＴＲＣ,800,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-152096-16-6,49218,2016/09/06,お願いの女王 人はなぜ彼女の頼みを聞き入れたくなるのか,ｵﾈｶﾞｲ ﾉ ｼﾞｮｵｳ ﾋﾄ ﾜ ﾅｾﾞ ｶﾉｼﾞｮ ﾉ ﾀﾉﾐ ｵ ｷｷｲﾚﾀｸ ﾅﾙ ﾉｶ,,,,,アマンダ・パーマー／著 中島 由華／訳,ﾊﾟｰﾏｰ ｱﾏﾝﾀﾞ ﾅｶｼﾞﾏ ﾕｶ ｱﾏﾝﾀﾞﾊﾟｰﾏｰ,,764.7,ﾊﾟ,,早川書房,2016,482p,19cm,2500,16026972,クラウドファンディングで集めた資金でアルバムを制作し、反響を呼んだインディーズミュージシャン、アマンダ・パーマー。「上手にお願いする秘訣」を軸に、これまでの人生経験や音楽活動、身近な人びととの関係などを綴る。,パーマー アマンダ,図書費,ＴＲＣ,2500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-153350-20-5,49097,2016/06/02,紙の動物園,ｶﾐ ﾉ ﾄﾞｳﾌﾞﾂｴﾝ,,,新☆ハヤカワ・ＳＦ・シリーズ ５０２０,ｼﾝ ﾊﾔｶﾜ ｴｽｴﾌ ｼﾘｰｽﾞ 5020,ケン・リュウ／著 古沢 嘉通／編・訳,ﾘｭｳ ｹﾝ ﾌﾙｻﾜ ﾖｼﾐﾁ ｹﾝﾘｭｳ,,933.7,ﾘ,,早川書房,2015,413p,19cm,1900,15022898,ぼくの母さんが作ってくれる折り紙の虎や水牛は、みな命を吹き込まれて生き生きと動いていた…。怜悧な知性と優しいまなざしが交差する全１５篇を収録した、アメリカＳＦの新鋭がおくる短篇集。,,図書費,,1900,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163902-92-0,49101,2016/06/02,つまをめとらば,ﾂﾏ ｵ ﾒﾄﾗﾊﾞ,,,,,青山 文平／著,ｱｵﾔﾏ ﾌﾞﾝﾍﾟｲ,,913.6,ｱ,,文芸春秋,2015,253p,20cm,1500,15035661,去った女、逝った妻…。瞼に浮かぶ、獰猛なまでに美しい女たちの面影は、いまなお男を惑わせる。江戸の町に乱れ咲く、男と女の性と業－。全６篇を収めた武家小説集。『オール読物』『読楽』掲載を単行本化。,,図書費,,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163902-94-4,49102,2016/06/02,羊と鋼の森,ﾋﾂｼﾞ ﾄ ﾊｶﾞﾈ ﾉ ﾓﾘ,,,,,宮下 奈都／著,ﾐﾔｼﾀ ﾅﾂ,,913.6,ﾐ,,文芸春秋,2015,243p,20cm,1500,15046849,ゆるされている。世界と調和している。それがどんなに素晴らしいことか－。ピアノの調律に魅せられた一人の青年が、調律師として、人として成長する姿を、温かく静謐な筆致で綴る。『別冊文芸春秋』連載を加筆し単行本化。,,図書費,,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163902-95-1,48571,2016/05/25,骨風  ,ｺｯﾌﾟｳ,,,,,篠原　勝之,ｼﾉﾊﾗ ｶﾂﾕｷ,,913.6,ｼ,,文藝春秋,2015,227p,20cm,1650,,鉄と戯れ、ゲージツする日々。殴られ続けた父親の死。蜂に刺され鹿が迷いこむ山の生活。老いてなお逃げ続ける脚力で描き切った、生と死を見つめる眼差しが優しい私的短編集。『文學界』掲載に書き下ろしを加え単行本化。,,寄付,,,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-163904-12-2,49100,2016/06/02,死んでいない者,ｼﾝﾃﾞｲﾅｲﾓﾉ,,,,,滝口 悠生／著,ﾀｷｸﾞﾁ ﾕｳｼｮｳ,,913.6,ﾀ,,文芸春秋,2016,144p,20cm,1300,16004820,秋のある日、大往生を遂げた男の通夜に親類たちが集った。一人ひとりが死に思いをはせ、互いを思い、家族の記憶が広がって…。生の断片が重なり合い、永遠の時間が立ち上がる奇跡の一夜を描く。『文学界』掲載を単行本化。,,図書費,,1300,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163904-32-0,49226,2016/09/05,アイドル受験戦記 ＳＫＥ４８をやめた私が数学０点から偏差値６９の国立大学に入るまで,ｱｲﾄﾞﾙ ｼﾞｭｹﾝ ｾﾝｷ ｴｽ ｹｰ ｲｰﾌ ｫｰﾃｨｰ ｴｲﾄ ｵ ﾔﾒﾀ ﾜﾀｼ ｶﾞ ｽｳｶﾞｸ ﾚｲﾃﾝ ｶﾗ ﾍﾝｻﾁ ﾛｸｼﾞｭｳ ｷｭｳ ﾉ ｺｸﾘﾂ ﾀﾞｲｶﾞｸ ﾆ ﾊｲﾙﾏﾃﾞ ,,,,,菅 なな子／著,ｽｶﾞ ﾅﾅｺ,,767.8,ｽ,,文芸春秋,2016,191p,19cm,1200,16015963,高校２年生の冬に大学進学を目指すためにＳＫＥ４８を卒業し、芸能界を引退。そこから１日１０数時間の受験勉強で名古屋大学経済学部に合格！　菅なな子がアイドルになった経緯や、受験生活、大学合格などを振り返る。,スガ ナナコ　菅なな子　ニュウガクシケン（ダイガク）　入学試験（大学）,図書費,ＴＲＣ,1200,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163904-34-4,49229,2016/09/02,ままならないから私とあなた,ﾏﾏﾅﾗﾅｲ ｶﾗ ﾜﾀｼ ﾄ ｱﾅﾀ ,,,,,朝井 リョウ／著,ｱｻｲ ﾘｮｳ,,913.6,ｱ,,文芸春秋,2016,252p,20cm,1400,16019902,高校時代から発明家として脚光を浴びてきた薫。しかし、薫をずっと近くで見ていた雪子は、彼女があまりに効率を重んじることに疑問を感じ…。価値観を根底から揺さぶる２編を収録。『オール読物』『文学界』掲載を単行本化。,,図書費,ＴＲＣ,1400,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163904-43-6,49227,2016/09/02,スクープのたまご,ｽｸｰﾌﾟ ﾉ ﾀﾏｺﾞ,,,,,大崎 梢／著,ｵｵｻｷ ｺｽﾞｴ,,913.6,ｵ,,文芸春秋,2016,321p,20cm,1600,16022084,『週刊千石』に異動した新人女子部員・信田日向子が、恐る恐るタレントのスキャンダルや事件取材に奮闘！　リアリティ満載・感動のお仕事小説。『つんどく！』『別冊文芸春秋』掲載を単行本化。,,図書費,ＴＲＣ,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163904-63-4,49228,2016/09/02,ぼくは漫画大王,ﾎﾞｸ ﾜ ﾏﾝｶﾞ ﾀﾞｲｵｳ,,,,,胡 傑／著 稲村 文吾／訳,ｺ ｹﾂ ｲﾅﾑﾗ ﾌﾞﾝｺﾞ,,923.7,ｺ,,文芸春秋,2016,281p,19cm,1300,16027753,家出していた妻が自宅に戻ると、夫が殺され息子の健ちゃんは密室に閉じ込められていた…。２つの視点から語られるストーリーの結末と事件の真犯人は？　日本の漫画が事件のカギを握る、巧緻を極めた台湾ミステリー。,,図書費,ＴＲＣ,1300,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163905-01-3,49357,2016/11/18,狩りの時代,ｶﾘ ﾉ ｼﾞﾀﾞｲ,,,,,津島 佑子／著,ﾂｼﾏ ﾕｳｺ,,913.6,ツ,,文芸春秋,2016,285p,20cm,1600,16039376,ダウン症だった兄との思い出。ヒトラー・ユーゲントの来日。老核物理学者の見果てぬ夢。絵美子と母を気遣う、大勢のおじ・おばたち…。大家族の物語はこの国の未来を照射する。逝去直前まで推敲を重ねた津島文学の到達点。,,図書費,ＴＲＣ,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163905-14-3,49361,2016/11/18,「南京事件」を調査せよ ｍｉｓｓｉｏｎ　７０ｔｈ,ﾅﾝｷﾝ ｼﾞｹﾝ ｵ ﾁｮｳｻ ｾﾖ ﾐｯｼｮﾝ ｾｳﾞﾝﾃｨｰｽ,,,,,清水 潔／著,ｼﾐｽﾞ ｷﾖｼ,,210.7,シ,,文芸春秋,2016,278p,19cm,1500,16041696,調査報道のプロに下されたミッションは「南京事件」取材だった。「知ろうとしないことは罪」－心の声に導かれ東へ西へと取材に走り廻るが…。日本テレビ「南京事件　兵士たちの遺言」を大幅な追加取材と共に書籍化。,ナンキンダイギャクサツ　南京大虐殺（１９３７）,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163905-33-4,49421,2017/01/31,ドローン・スクランブル,ﾄﾞﾛｰﾝｽｸﾗﾝﾌﾞﾙ,,,,,未須本 有生／著,ﾐｽﾓﾄ ﾕｳｷ,,913.6,ﾐ,,文芸春秋,2016,317p,20cm,1550,16050452,新設した防衛装備庁の肝入りで作られることになった高性能ドローン。大手メーカー３社が関わり、完成間近までこぎつけるが…。防衛省ＶＳ大企業ＶＳベンチャーの熾烈な駆け引きを描く。果たして最後に笑うのは？,,図書費,ＴＲＣ,1550,図書室,,,欧文タイトル：ｄｒｏｎｅ　ｓｃｒａｍｂｌｅ,,False,,,,False,,,,False,False,False,,
978-4-163905-39-6,49420,2017/01/31,トランプ,ﾄﾗﾝﾌﾟ,,,,,ワシントン・ポスト取材班／著 マイケル・クラニッシュ／著 マーク・フィッシャー／著 野中 香方子／訳 池村 千秋／訳 鈴木 恵／訳 土方 奈美／訳 森嶋 マリ／訳,ﾜｼﾝﾄﾝﾎﾟｽﾄ ｸﾗﾆｯｼｭ ﾏｲｹﾙ ﾌｨｯｼｬｰ ﾏｰｸ ﾉﾅｶ ｷｮｳｺ ｲｹﾑﾗ ﾁｱｷ ｽｽﾞｷ ﾒｸﾞﾐ ﾋｼﾞｶﾀ ﾅﾐ ﾓﾘｼﾏ ﾏﾘ ﾏｲｹﾙｸﾗﾆｯｼｭ ﾏｰｸﾌｨｯｼｬｰ ﾜｼﾝﾄﾝﾎﾟｽﾄｼｭｻﾞｲﾊﾝ,,289.3,ﾄ,,文芸春秋,2016,541p,20cm,2100,16050109,初めて明かされる、国盗り物語の全貌－。トランプ家の歴史から、幼少時代、ビジネスマンとしての経歴、トランプ旋風まで、ワシントン・ポスト記者の徹底取材をもとに、「トランプとは何者か」を突き止める。,トランプ ドナルド　Ｊ．,図書費,ＴＲＣ,2100,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-163906-18-8,49359,2016/11/18,コンビニ人間,ｺﾝﾋﾞﾆ ﾆﾝｹﾞﾝ,,,,,村田 沙耶香／著,ﾑﾗﾀ ｻﾔｶ,,913.6,ム,,文芸春秋,2016,151p,20cm,1300,16037746,３６歳未婚女性、古倉恵子。大学卒業後も就職せず、コンビニのバイトは１８年目。これまで彼氏なし。ある日、婚活目的の新入り男性、白羽がやってきて、そんなコンビニ的生き方は恥ずかしいと突きつけられるが…。,,図書費,ＴＲＣ,1300,図書室,,芥川賞（155(2016上半期)）　,,,False,,,,False,,,,False,False,False,,
978-4-167106-94-2,48574,2016/05/26,松本清張傑作短篇コレクション　上  ,ﾏﾂﾓﾄ ｾｲﾁｮｳ ｹｯｻｸ ﾀﾝﾍﾟﾝ ｺﾚｸｼｮﾝ ｼﾞｮｳ,,,文春文庫,ﾌﾞﾝｼｭﾝ ﾌﾞﾝｺ,松本　清張　著、宮部　みゆき　責任編集,ﾏﾂﾓﾄｾｲﾁｮｳ ﾁｮ､ﾐﾔﾍﾞ ﾐﾕｷ ｾｷﾆﾝﾍﾝｼｭｳ,,913.6,ﾏ,上,文藝春秋,2004,541p,16cm,714,,清張ファンを自認する宮部みゆきが巨匠の傑作短篇を選びに選び、全てに解説を付けた。上巻はミステリ・デビュー作「恐喝者」の他、宮部いち押しの名作「一年半待て」「地方紙を買う女」「理外の理」や、「或る『小倉日記』伝」「削除の復元」の鴎外もの、斬新なアイデアで書かれた「捜査圏外の条件」、画壇の裏面を描く「真贋の森」等を収録。,,寄付,,,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-167106-95-9,48575,2016/05/26,松本清張傑作短篇コレクション　中  ,ﾏﾂﾓﾄ ｾｲﾁｮｳ ｹｯｻｸ ﾀﾝﾍﾟﾝ ｺﾚｸｼｮﾝ ﾁｭｳ,,,文春文庫,ﾌﾞﾝｼｭﾝﾌﾞﾝｺ,松本　清張　著、宮部　みゆき　責任編集,ﾏﾂﾓﾄ ｾｲﾁｮｳ ﾁｮ､ﾐﾔﾍﾞﾐﾕｷ ｾｷﾆﾝﾍﾝｼｭｳ,,913.6,ﾏ,中,文藝春秋,2004,506p,16cm,705,,清張の傑作短篇を宮部みゆきが選ぶシリーズ最終巻。昭和史の謎に精力的に取り組んだ清張が、権力に翻弄される人間を描いた「帝銀事件の謎」「鴉」や、絶妙なタイトルとストーリーの傑作「支払い過ぎた縁談」「生けるパスカル」「骨壷の風景」。さらに横山秀夫ら松本清張賞受賞作家が推薦する名作「西郷札」「火の記憶」「菊枕」も収録。,,寄付,,,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-167106-96-6,48576,2016/05/26,松本清張傑作短篇コレクション　下,ﾏﾂﾓﾄ ｾｲﾁｮｳ ｹｯｻｸ ﾀﾝﾍﾟﾝ ｺﾚｸｼｮﾝ ｹﾞ,,,文春文庫,ﾌﾞﾝｼｭﾝﾌﾞﾝｺ,松本　清張　著、宮部　みゆき　責任編集,ﾏﾂﾓﾄ ｾｲﾁｮｳ ﾁｮ､ﾐﾔﾍﾞ ﾐﾕｷ ｾｷﾆﾝﾍﾝｼｭｳ,,913.6,ﾏ,下,文藝春秋,2004,462p,16cm,667,,清張の傑作短篇を宮部みゆきが選ぶシリーズ最終巻。昭和史の謎に精力的に取り組んだ清張が、権力に翻弄される人間を描いた「帝銀事件の謎」「鴉」や、絶妙なタイトルとストーリーの傑作「支払い過ぎた縁談」「生けるパスカル」「骨壷の風景」。さらに横山秀夫ら松本清張賞受賞作家が推薦する名作「西郷札」「火の記憶」「菊枕」も収録。,,寄付,,,文庫書架,,,,,False,,,,False,,,,False,False,True,,
978-4-167773-70-0,49356,2016/11/17,インシテミル,ｲﾝｼﾃﾐﾙ,,,文春文庫 よ２９－１,ﾌﾞﾝｼｭﾝ ﾌﾞﾝｺ ﾖ-29-1,米澤 穂信／著,ﾖﾈｻﾞﾜ ﾎﾉﾌﾞ,,913.6,ヨ,,文芸春秋,2010,522p,16cm,740,10030957,「ある人文科学的実験の被験者」になるだけで時給十一万二千円がもらえるという破格の仕事に応募した十二人の男女。とある施設に閉じ込められた彼らは、実験の内容を知り驚愕する。それはより多くの報酬を巡って参加者同士が殺し合う犯人当てゲームだった―。いま注目の俊英が放つ新感覚ミステリー登場。,,図書費,ＴＲＣ,710,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-167838-54-6,49395,2016/12/08,大人のいない国,ｵﾄﾅ ﾉ ｲﾅｲ ｸﾆ,,,文春文庫 う１９－１４,ﾌﾞﾝｼｭﾝﾌﾞﾝｺ ｳ-19-14,鷲田 清一／著 内田 樹／著,ﾜｼﾀﾞ ｷﾖｶｽﾞ ｳﾁﾀﾞ ﾀﾂﾙ,,304,ﾜ,,文芸春秋,2013,189p,16cm,560,13040434,「こんな日本に誰がした」　犯人捜しの語法でばかり社会を論じる人々、行き過ぎた消費者マインド、クレーマー体質…。知の巨人ふたりが、かつてなく幼稚化したニッポンについて語り合い、成熟への道しるべを示す。,,図書費,ＴＲＣ,560,文庫書架,,,プレジデント社　２００８年刊の増補,,False,,,,False,,,,False,False,False,,
978-4-167844-01-1,49396,2016/12/08,ルリボシカミキリの青 福岡ハカセができるまで,ﾙﾘﾎﾞｼ ｶﾐｷﾘ ﾉ ｱｵ ﾌｸｵｶ ﾊｶｾ ｶﾞ ﾃﾞｷﾙ ﾏﾃﾞ,,,文春文庫 ふ３３－１,ﾌﾞﾝｼｭﾝﾌﾞﾝｺ ﾌ-33-1,福岡 伸一／著,ﾌｸｵｶ ｼﾝｲﾁ,,404,ﾌ,,文芸春秋,2012,253p,16cm,476,12045380,花粉症は「非寛容」、コラーゲンは「気のせい食品」！？　生物学者・福岡ハカセが、最先端の生命科学から探求心の育て方までを、明晰かつユーモラスな筆致で綴る。,カガク　科学,図書費,ＴＲＣ,476,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-167903-88-6,49362,2016/11/17,無私の日本人,ﾑｼ ﾉ ﾆﾎﾝｼﾞﾝ,,,文春文庫 い８７－３,ﾌﾞﾝｼｭﾝ ﾌﾞﾝｺ ｲ-87-3,磯田 道史／著,ｲｿﾀﾞ ﾐﾁﾌﾐ,,281.0,イ,,文芸春秋,2015,375p,16cm,590,15030303,武士にお金を貸し、利子で郷里を潤すという事業を成し遂げた穀田屋十三郎をはじめ、儒学者・中根東里、歌人・大田垣蓮月という江戸時代を生きた３人の評伝を通し、日本人の「無私の精神」を描く。,コクダヤ ジュウザブロウ　ナカネ トウリ　オオタガキ レンゲツ　穀田屋十三郎　中根東里　大田垣蓮月,図書費,ＴＲＣ,590,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-167906-24-5,49358,2016/11/17,逆境を笑え 野球小僧の壁に立ち向かう方法,ｷﾞｬｯｷｮｳ ｵ ﾜﾗｴ ﾔｷｭｳ ｺｿﾞｳ ﾉ ｶﾍﾞ ﾆ ﾀﾁﾑｶｳ ﾎｳﾎｳ,,,文春文庫 か７０－１,ﾌﾞﾝｼｭﾝﾌﾞﾝｺ ｶ-70-1,川崎 宗則／著,ｶﾜｻｷ ﾑﾈﾉﾘ,,783.7,ｶ,,文芸春秋,2016,251p,16cm,630,16024031,ホークスで活躍しＭＬＢに挑戦。マイナー契約でも英語がわからなくても、逆境をバネに前に出る…。全米一愛される日本人メジャーリーガー・川崎宗則が、野球小僧の生き方を語る。,カワサキ ムネノリ　川崎宗則,図書費,ＴＲＣ,630,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-167906-70-2,49360,2016/11/18,永い言い訳,ﾅｶﾞｲ ｲｲﾜｹ,,,文春文庫 に２０－２,ﾌﾞﾝｼｭﾝ ﾌﾞﾝｺ ﾆ-20-2,西川 美和／著,ﾆｼｶﾜ ﾐﾜ,,913.6,ニ,,文芸春秋,2016,341p,16cm,650,16038909,長年連れ添った妻・夏子を突然のバス事故で失った、人気作家の津村啓。同じ事故で母親を失った一家と出会い、はじめて夏子と向き合いはじめるが…。２０１６年１０月公開映画の原作。,,図書費,ＴＲＣ,650,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-198634-71-1,49346,2016/11/17,生きるぼくら,ｲｷﾙ ﾎﾞｸﾗ,,,,,原田 マハ／著,ﾊﾗﾀﾞ ﾏﾊ,,913.6,ハ,,徳間書店,2012,385p,20cm,1600,12047552,いじめを受け、ひきこもりだった麻生人生。蓼科でひとりぐらしを続ける人生の祖母、中村真朝。対人恐怖症の中村つぼみ。田んぼから３人は前をむいて歩み始めた…。『日本農業新聞』連載を単行本化。,,図書費,ＴＲＣ,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-198639-11-2,49094,2016/06/02,あまねく神竜住まう国,ｱﾏﾈｸ ｼﾝﾘｭｳ ｽﾏｳ ｸﾆ,,,,,荻原 規子／作,ｵｷﾞﾜﾗ ﾉﾘｺ,,913.6,ｵ,,徳間書店,2015,280p,19cm,1600,15008105,伊豆の流刑地に流された源頼朝。生きる希望を失いがちな頼朝のもとへ、かつて頼朝の命をつなぎとめた笛の名手・草十郎が訪れ…。土地神である神竜と対峙し、伊豆の地に根を下ろしていく少年頼朝の姿を描く。歴史ファンタジー。,,図書費,,1600,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-198922-95-5,49388,2016/12/08,アミ小さな宇宙人,ｱﾐ ﾁｲｻﾅ ｳﾁｭｳｼﾞﾝ,,,徳間文庫,ﾄｸﾏﾌﾞﾝｺ,エンリケ・バリオス／著 石原 彰二／訳,ﾊﾞﾘｵｽ ｴﾝﾘｹ ｲｼﾊﾗ ｼｮｳｼﾞ ｴﾝﾘｹﾊﾞﾘｵｽ,,963,ﾊﾞ,,徳間書店,2005,249p,16cm,552,05039140,,,図書費,ＴＲＣ,552,文庫書架,,,,,False,,,,False,,,,False,False,False,,
978-4-251097-52-1,49249,2016/11/17,トリックアート図鑑ふしぎ絵,ﾄﾘｯｸ ｱｰﾄ ｽﾞｶﾝ ﾌｼｷﾞ ｴ,,,,,北岡 明佳／監修 グループ・コロンブス／構成・文,ｷﾀｵｶ ｱｷﾖｼ ｸﾞﾙｰﾌﾟｺﾛﾝﾌﾞｽ,,145.5,ﾄ,,あかね書房,201,48p,29cm,100150,11012516,トリックアートの中から、不可能な立体や、つじつまの合わない絵、よせ絵、動く錯視、立体視画像などを紹介。外国の有名作品や、江戸時代の浮世絵も掲載する。クイズ、パズル、紙工作も収録。,サクシ　ダマシエ　錯視　だまし絵　,図書費,ＴＲＣ,1500,図書室,,,,,False,,,,False,,,,False,False,False,,
978-4-255009-32-2,49373,2016/12/08,オバマ広島演説 対訳 生声ＣＤ＆電子書籍版付き,ｵﾊﾞﾏ ﾋﾛｼﾏ ｴﾝｾﾞﾂ ﾀｲﾔｸ ﾅﾏｺﾞｴ ｼｰﾃﾞｨｰ ｱﾝﾄﾞ ﾃﾞﾝｼ ｼｮｾｷﾊﾞﾝ ﾂｷ,,,ことばの力永久保存版,ｺﾄﾊﾞ ﾉ ﾁｶﾗ ｴｲｷｭｳ ﾎｿﾞﾝ ﾊﾞﾝ,オバマ／述 『ＣＮＮ　Ｅｎｇｌｉｓｈ　Ｅｘｐｒｅｓｓ』編集部／編,ｵﾊﾞﾏ ﾊﾞﾗｸ ｱｻﾋｼｭｯﾊﾟﾝｼｬ ｵﾊﾞﾏ ｼｰｴﾇｴﾇ ｲﾝｸﾞﾘｯｼｭ ｴｸｽﾌﾟﾚｽ ﾍﾝｼｭｳﾌﾞ,,319.8,ｵ,,朝日出版社,2016,77p,21cm,700,16030092,バラク・オバマが、２０１６年５月２７日に被爆地・広島で行った歴史的スピーチ「道義的な目覚めの始まり」と、その原点となったプラハ演説「核なき世界を目指す」の英文と日本語訳を収録する。生声ＣＤ＆電子書籍版付き。,カクヘイキ　グンビシュクショウ　エイゴ トクホン　核兵器　軍備縮小　英語 読本,図書費,ＴＲＣ,700,図書室,,,付属資料：録音ディスク（１枚　１２ｃｍ）,,False,,,,False,,,,False,False,False,,
978-4-267020-56-8,49136,2016/09/06,在日本 中国人がハマった！ニッポンのツボ７１,ｻﾞｲﾆﾎﾝ ﾁｭｳｺﾞｸｼﾞﾝ ｶﾞ ﾊﾏｯﾀ ﾆｯﾎﾟﾝ ﾉ ﾂﾎﾞ ﾅﾅｼﾞｭｳｲﾁ,,,,,毛 丹青／責任編集 李 淵博／中国語版発行人 西村 英希／訳,ﾏｵ ﾀﾝﾁﾝ ﾘ ｴﾝﾊｸ ﾆｼﾑﾗ ﾋﾃﾞｷ ﾓｳ ﾀﾝｾｲ,,361.5,ｻﾞ,,潮出版社,2016,108p,21cm,1600,16033966,日本在住の中国人が、等身大の日本の伝統や文化を伝える中国の雑誌『在日本』をオールカラーで逆輸入。村上春樹からラーメン、丼、交番、コンビニ、制服、相撲まで、中国人が日本にハマるツボが満載。,ニホン　日本,図書費,ＴＲＣ,1600,図書室,,,欧文タイトル：ＩＮ　ＪＡＰＡＮ,,False,,,,False,,,,False,False,False,,
