ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
978-4-004316-28-2,48730,2016/11/25,新しい学力  ,ｱﾀﾗｼｲ ｶﾞｸﾘｮｸ,,,岩波新書,ｲﾜﾅﾐ ｼﾝｼｮ,齋藤　孝,ｻｲﾄｳ ﾀｶｼ,,370.4,サ,,岩波書店,2016,213p,18cm,820,,2020年予定の学習指導要領大改訂を前に、今、なすべき事とは? 本当に求められる<真の学力>とは? 学力観の潮流を大づかみに捉え、潮の変わり目を明らかにする。<人>を育てる教育への、熱意あふれる提言の書。,教育　学力,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-29-9,48731,2016/11/25,密着最高裁のしごと  ,ﾐｯﾁｬｸ ｻｲｺｳｻｲ ﾉ ｼｺﾞﾄ,野暮で真摯な事件簿,ﾔﾎﾞ ﾃﾞ ｼﾝｼ ﾅ ｼﾞｹﾝﾎﾞ,岩波新書,ｲﾜﾅﾐ ｼﾝｼｮ,川名　壮志,ｶﾜﾅ ｿｳｼﾞ,,327.1,カ,,岩波書店,2016,230p,18cm,840,,司法の顔は見えにくい。でも、実は最高裁は面白い。夫婦別姓はなぜダメなのか? 裁判員裁判で市民が出した結論は無意味? きわどい判断で注目を集めた訴訟を追い、現役記者が最高裁の知られざる「しくみ」を解き明かす,最高裁判所,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-30-5,48732,2016/11/25,パブリック・スクール  ,ﾊﾟﾌﾞﾘｯｸ ｽｸｰﾙ,イギリス的紳士・淑女のつくられかた,ｲｷﾞﾘｽﾃｷ ｼﾝｼ ｼｭｸｼﾞｮ ﾉ ｽｸﾗﾚ ｶﾀ,岩波新書,ｲﾜﾅﾐ ｼﾝｼｮ,新井　潤美,ｱﾗｲ ﾒｸﾞﾐ,,372.3,ア,,岩波書店,2016,215p,18cm,820,,歴代首相をはじめ著名人を輩出した、イートン、ハロウなどの寄宿制私立名門校パブリック・スクール。独自の慣習からスポーツ、同性愛まで、小説や映画などからそのイメージの成立と変遷をたどる。,イギリス教育　私立学校,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-31-2,48733,2016/11/25,夏目漱石,ﾅﾂﾒ ｿｳｾｷ,,,岩波新書,ｲﾜﾅﾐ ｼﾝｼｮ,十川　信介,ﾄｶﾞﾜ ｼﾝｽｹ,,910.2,ト,,岩波書店,2016,300p,18cm,840,,僕も弱い男だが、弱いなりに死ぬまでやるのである-。深い孤独と明暗を心にかかえ、小説を通して人間なるものを追究した作家・夏目漱石の生涯をえがく評伝。略年譜も掲載。,夏目漱石,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-32-9,48756,2017/03/16,悩みいろいろ 人生に効く物語５０,ﾅﾔﾐｲﾛｲﾛ ｼﾞﾝｾｲﾆｷｸﾓﾉｶﾞﾀﾘｺﾞｼﾞｭｳ,,,岩波新書　新赤版 １６３２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1632,金子 勝／著,ｶﾈｺ ﾏｻﾙ,,159,ﾅ,,岩波書店,2016,244p,18cm,780,17000165,古今東西の小説や童話、落語を通して、どんな悩みも実は「みんなの悩み」だったことが見えてくる！　“闘う経済学者”が迷える読者に贈る、人生相談形式のブックガイド。『朝日新聞』の週末別冊版「ｂｅ」をもとに書籍化。,ミノウエソウダン　ドクショ　身上相談　読書,図書費,白山商会,780,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-33-6,48757,2017/03/16,漱石のこころ その哲学と文学,ｿｳｾｷﾉｺｺﾛ ｿﾉﾃﾂｶﾞｸﾄﾌﾞﾝｶﾞｸ,,,岩波新書　新赤版 １６３３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1633,赤木 昭夫／著,ｱｶｷﾞ ｱｷｵ,,910.2,ｿ,,岩波書店,2016,221p,18cm,780,17000167,漱石が期待した読みは果たしてなされてきたか－。夏目漱石が読み思索の糧とした原典資料に立ち帰って、そこから信頼できる漱石自身による記述証拠を発掘し、それによって漱石の作品に秘められてきたメッセージを明らかにする。,ナツメ ソウセキ　夏目漱石,図書費,白山商会,780,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-34-3,48758,2017/03/16,俳句世がたり,ﾊｲｸﾖｶﾞﾀﾘ,,,岩波新書　新赤版 １６３４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1634,小沢 信男／著,ｵｻﾞﾜ ﾉﾌﾞｵ,,911.3,ﾊ,,岩波書店,2016,205 4p,18cm,820,17000171,浮き世の様々な出来事を、武玉川から子規、漱石や荷風、現在活躍中の俳人まで、古今の俳句を通じて描く。しなやかに世を斬る練達の筆に、近年の世相が鮮やかに浮かび、俳句の魅力を再発見できる。『みすず』連載を書籍化。,ハイク　俳句,図書費,白山商会,820,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-36-7,48740,2017/03/16,キャスターという仕事,ｷｬｽﾀｰﾄｲｳｼｺﾞﾄ,,,岩波新書　新赤版 １６３６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1636,国谷 裕子／著,ｸﾆﾔ ﾋﾛｺ,,699.3,ｷ,,岩波書店,2017,246p,18cm,840,17003833,ジャーナリズムに新しい風を吹き込んだ〈クローズアップ現代〉。番組スタッフたちの熱き思いとともに、真摯に、そして果敢に、自分の言葉で世に問いかけ続けてきたキャスターが、２３年にわたる挑戦の日々を語る。,クニヤ ヒロコ　国谷裕子　ニュースキャスター　ニュースキャスター,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-37-4,48741,2017/03/16,ロシア革命 破局の８か月,ﾛｼｱｶｸﾒｲ ﾊｷｮｸﾉﾊﾁｶｹﾞﾂ,,,岩波新書　新赤版 １６３７,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1637,池田 嘉郎／著,ｲｹﾀﾞ ﾖｼﾛｳ,,238,ﾛ,,岩波書店,2017,232 4p,18cm,840,17003834,ロシア革命から１００年。これまで革命の障害のように見なされてきた立憲主義者・自由主義者らの奮闘に光をあて、新たな社会を模索した人びとが当時に賭けていた思いや挫折を臨場感ある筆致で描き出す。,ロシアカクメイ　ロシア革命（１９１７～１９２１）,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-38-1,48742,2017/03/16,独占禁止法 国際標準の競争法へ 新版,ﾄﾞｸｾﾝｷﾝｼﾎｳ ｺｸｻｲﾋｮｳｼﾞｭﾝﾉｷｮｳｿｳﾎｳｴ,,,岩波新書　新赤版 １６３８,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1638,村上 政博／著,ﾑﾗｶﾐ ﾏｻﾋﾛ,,335.5,ﾄ,,岩波書店,2017,234 5p,18cm,840,17003837,自由主義経済の事業活動を定める独占禁止法は近年の大改正により様変わりした。市場のグローバル化を受け整備された国際標準の競争法制の姿は？　重要判例を紹介しながら解説する。,ドクセンキンシホウ　独占禁止法,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-39-8,48743,2017/03/16,共生保障 〈支え合い〉の戦略,ｷｮｳｾｲﾎｼｮｳ ｻｻｴｱｲﾉｾﾝﾘｬｸ,,,岩波新書　新赤版 １６３９,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1639,宮本 太郎／著,ﾐﾔﾓﾄ ﾀﾛｳ,,364,ﾐ,,岩波書店,2017,226 6p,18cm,840,17003842,困窮と孤立が広がり、分断が走る日本社会。いかにして雇用の間口を広げ、多様な居住のあり方を作りだせるのか。自治体やＮＰＯの実践を踏まえ、生活保障の新しいビジョンとして「共生保障」を提示する。,シャカイホショウ　社会保障,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-40-4,48744,2017/03/16,対話する社会へ,ﾀｲﾜ ｽﾙ ｼｬｶｲ ｴ,,,岩波新書　新赤版 １６４０,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1640,暉峻 淑子／著,ﾃﾙｵｶ ｲﾂｺ,,361.4,ﾃ,,岩波書店,2017,253p,18cm,860,17003845,地域で、社会で、国家間で、今いかに「対話」が喪われ、その結果何が起きているのか。人と人のつながりを取り戻し、社会を変革していく「対話」とは、人間にとって何なのか。豊富な事例をもとに説く、渾身の警世の書。,コミュニケーション　コミュニケーション,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-41-1,48745,2017/03/16,文庫解説ワンダーランド,ﾌﾞﾝｺｶｲｾﾂﾜﾝﾀﾞｰﾗﾝﾄﾞ,,,岩波新書　新赤版 １６４１,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1641,斎藤 美奈子／著,ｻｲﾄｳ ﾐﾅｺ,,019.9,ﾌ,,岩波書店,2017,244p,18cm,840,17003847,夏目漱石、川端康成、太宰治、松本清張、赤川次郎、渡辺淳一…。文庫本の巻末の「解説」は、読者を興奮と混乱と発見にいざなうワンダーランドだった！　痛快極まりない、抱腹絶倒の「解説」批評。『図書』連載を書籍化。,ショヒョウ　書評,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004316-42-8,48746,2017/03/16,落語と歩く,ﾗｸｺﾞﾄｱﾙｸ,,,岩波新書　新赤版 １６４２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1642,田中 敦／著,ﾀﾅｶ ｱﾂｼ,,779.1,ﾗ,,岩波書店,2017,211 36p,18cm,840,17003851,「八っつぁん」「喜ぃやん」になったつもりで落語の舞台を歩いてみると、昔と今が行きかう東京や大阪の姿が見えてくる。全国の落語ゆかりの地を訪ね歩いている著者による、落語フィールドウォークのすすめ。,ラクゴ　ニホン キコウアンナイキ　落語　日本 紀行・案内記,図書費,白山商会,840,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-004316-43-5,48747,2017/03/16,文明は〈見えない世界〉がつくる,ﾌﾞﾝﾒｲﾜﾐｴﾅｲｾｶｲｶﾞﾂｸﾙ,,,岩波新書　新赤版 １６４３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1643,松井 孝典／著,ﾏﾂｲ ﾀｶﾌﾐ,,112,ﾌ,,岩波書店,2017,259p,18cm,860,17003855,文明は、科学の目が明るみに出す〈見えない世界〉によってつくられる。古代から現代までの文明史を俯瞰し、科学技術の発展とともに急速に広がる〈見えない世界〉の意味を問い、文明の未来とその新たなる可能性を探る。,ウチュウロン　宇宙論,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-23-0,48527,2016/04/07,地方自治のしくみがわかる本,ﾁﾎｳｼﾞﾁ ﾉ ｼｸﾐ ｶﾞ ﾜｶﾙ ﾎﾝ,,,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,村林　守,ﾑﾗﾊﾞﾔｼ ﾏﾓﾙ,,318,ﾑﾗ,,岩波書店,2016,212p,18cm,907,,自治体は内閣や省庁に従属するの? 市町村長と議会の役割は? 現実に自治体は何をしているの? 地方自治の全体像と基本的なしくみを説明し、三重県の事例を紹介する。 ,地方自治,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,True,True,,
978-4-005008-24-7,48528,2016/04/07,寿命はなぜ決まっているのか,ｼﾞｭﾐｮｳ ﾜ ﾅｾﾞ ｷﾏｯﾃ ｲﾙ ﾉ ｶ,長生き遺伝子のヒミツ,ﾅｶﾞｲｷ ｲﾃﾞﾝｼ ﾉ ﾋﾐﾂ,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,小林　武彦,ｺﾊﾞﾔｼ ﾀｹﾋｺ,,491.3,ｺﾊﾞ,,岩波書店,2016,193p,18cm,907,,いつまでも若く健康で！―アンチエイジング（防化防止）が関心を集めていますが、人はみな、いつかは死にます。では、人はなぜ老いるのでしょう？もしも老化がなかったら？寿命を延ばすことはできるのか？「長生き遺伝子」とは？老化とガンの関係は？細胞老化を第一線で研究する著者が、科学的な観点から解説します。,老化　寿命（生物）　遺伝子,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,True,True,,
978-4-005008-25-4,48552,2016/05/11,国際情勢に強くなる英語キーワード  ,ｺｸｻｲｼﾞｮｳｾｲ ﾆ ﾂﾖｸﾅﾙ ｴｲｺﾞ ｷｰﾜｰﾄﾞ,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱ ｼﾝｼｮ,明石　和康,ｱｶｼ ｶｽﾞﾔｽ,,834,ｱ,,岩波書店,2016,180p,18cm,800,,ニュース英語をしっかり身に付けることが、英語習得の早道。金融危機、対テロ戦争、地球温暖化、TPPなど、国際ニュースに登場する重要な英語のキーワードを選んで解説する。,英語－単語、時事用語,図書費,白山商会,778,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-26-1,48540,2016/05/10,生命デザイン学入門  ,ｾｲﾒｲ ﾃﾞｻﾞｲﾝｶﾞｸ ﾆｭｳﾓﾝ,,,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,小川(西秋)葉子、太田 邦史,ｵｶﾞﾜ(ﾆｼｱｷ) ﾖｳｺ､ｵｵﾀ ｸﾆﾋﾛ,,460,ｵ,,岩波書店,2016,210p,18cm,840,,エピゲノム、腸内フローラといった新しい生命観をはじめ、国の政策をめぐる空気のデザイン、脳や遺伝のしくみを応用した予測手法のデザイン等を具体的に解説。生きている社会のながめ方と作り方も社会科学の立場から考察する。,生命科学、デザイン,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-27-8,48539,2016/05/10,保健室の恋バナ+α  ,ﾎｹﾝｼﾂ ﾉ ｺｲﾊﾞﾅ,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱ ｼﾝｼｮ,金子　由美子,ｶﾈｺ ﾕﾐｺ,,152.1,ｶ,,岩波書店,2016,217p,18cm,840,,思春期の恋はウキウキ以上に、とまどいも多い。10代の「性と愛」、そして「ココロとカラダ」はどうあるべきか。保健室で中学生と向き合ってきた著者が、さまざまなエピソードをふまえ、恋の悩みに答えます。,恋愛,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-28-5,48556,2016/05/17,人生の答えは家庭科に聞け!  ,ｼﾞﾝｾｲ ﾉ ｺﾀｴ ﾜ ｶﾃｲｶ ﾆ ｷｹ,,,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,堀内　かおる・南野　忠晴・和田　フミエ,ﾎﾘｳﾁ ｶｵﾙ･ﾐﾅﾐﾉ ﾀﾀﾞﾊﾙ･ﾜﾀﾞ ﾌﾐｴ,,590,ﾎ,,岩波書店,2016,214p,18cm,880,,家庭科はオトナの必修科目! 高校生たちに向けて、人生の様々な場面で直面する悩みを漫画で紹介し、家庭科という教科に関わる知識や考え方をもとに、解決の方法を探る。NHK高校講座「家庭総合」から生まれた本。,家政,図書費,白山商会,855,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-29-2,48557,2016/05/17,恋の相手は女の子  ,ｺｲ ﾉ ｱｲﾃ ﾜ ｵﾝﾅ ﾉ ｺ,,,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,室井　舞花,ﾑﾛｲ ﾏｲｶ,,367.9,ﾑ,,岩波書店,2016,191p,18cm,860,,初恋は女の子。でも、教科書には「思春期には異性に関心をもつ」って書いてある-。LGBT当事者の女性が、初恋から、カミングアウト、結婚まで、自身の体験を綴るほか、さまざまな当事者のエピソードも紹介する。,同性愛　同性婚,図書費,白山商会,836,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-30-8,48558,2016/05/17,通訳になりたい! ,ﾂｳﾔｸ ﾆ ﾅﾘﾀｲ,ゼロからめざせる１０の道,ｾﾞﾛ ｶﾗ ﾒｻﾞｾﾙ ｼﾞｭｳ ﾉ ﾐﾁ,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,松下　佳世,ﾏﾂｼﾀ ｶﾖ,,801.7,ﾏ,,岩波書店,2016,180p,18cm,820,,エンターテインメント通訳、放送通訳、医療通訳、司法通訳、通訳ガイド、エスコート通訳…。第一線で活躍する通訳者たちの声を通して、通訳という仕事の中身と、なるための道筋を紹介する。,通訳,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-005008-31-5,48589,2016/06/23,自分の顔が好きですか?,ｼﾞﾌﾞﾝ ﾉ ｶｵ ｶﾞ ｽｷ ﾃﾞｽｶ,「顔」の心理学,ｶｵ ﾉ ｼﾝﾘｶﾞｸ,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,山口　真美,ﾔﾏｸﾞﾁ ﾏﾐ,,141.6,ﾔ,,岩波書店,2016,202p,18cm,860,,顔は、自分と社会をつなぐ接点。トクをするのは、どんな顔? 「目力」は魅力を支配する? アジア人は若く見える? 顔にまつわるさまざまな疑問を、心理学で解き明かす。,表情　顔,図書費,白山商会,836,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-32-2,48642,2016/09/13,10分で読む日本の歴史  ,ｼﾞｯﾌﾟﾝ ﾃﾞ ﾖﾑ ﾆﾎﾝ ﾉ ﾚｷｼ,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱｼﾝｼｮ,NHK「10min.ボックス」制作班編 ,ｴﾇｴｯﾁｹｰ ｼﾞｯﾌﾟﾝ ﾐﾆｯﾂ ﾎﾞｯｸｽ ｾｲｻｸﾊﾝ ﾍﾝ,,210.1,エ,,岩波書店,2016,213p,18cm,860,,日本の歴史をわかりやすく紹介する、NHKの中学・高校生向け番組「10min.ボックス日本史」全20回分を書籍化。縄文時代から現代まで、主要な出来事、重要人物、文化、社会背景を時代ごとにコンパクトに解説する。,日本-歴史 ,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-33-9,48640,2016/09/13,クマゼミから温暖化を考える  ,ｸﾏｾﾞﾐ ｶﾗ ｵﾝﾀﾞﾝｶ ｵ ｶﾝｶﾞｴﾙ,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱｼﾝｼｮ,沼田　英治,ﾇﾏﾀ ﾋﾃﾞﾊﾙ,,486.5,ヌ,,岩波書店,2016,175p,18cm,820,,大阪など西日本の都市において、ここ数十年の間にクマゼミが著しく増加したと言われている。どうして西日本の都市でクマゼミが増加したのか。温暖化と関係があるのか。地道な調査・実験から明らかにする。,せみ(?)，地球温暖化 ,図書費,白山商会,820,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-34-6,48639,2016/09/13,英語に好かれるとっておきの方法,ｴｲｺﾞ ﾆ ｽｶﾚﾙ ﾄｯﾃｵｷ ﾉ ﾎｳﾎｳ,4技能を身につける,ﾖﾝ ｷﾞﾉｳ ｵ ﾐ ﾆ ﾂｹﾙ,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱｼﾝｼｮ,横山　カズ,ﾖｺﾔﾏ ｶｽﾞ,,830.7,ヨ,,岩波書店,2016,165p,18cm,860,,国内独学だけで同時通訳者になり、受験生だけでなく大手企業でスピーキングの人気講師としても活躍する著者が語る英語独習法。聞く・話す・読む・書くの4つの技能を手に入れるための秘伝を公開する。,英語,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-35-3,48637,2016/09/13,綾瀬はるか「戦争」を聞く　2  ,ｱﾔｾ ﾊﾙｶ ｾﾝｿｳ ｵ ｷｸ 2,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱｼﾝｼｮ,TBSテレビ『NEWS23』取材班編 ,ﾃｨｰﾋﾞｰｴｽ ﾃﾚﾋﾞ ﾆｭｰｽ23 ｼｭｻﾞｲﾊﾝ ﾍﾝ,,210.7,テ,２,岩波書店,2016,202p,18cm,920,,広島出身の女優・綾瀬はるかが、広島、長崎の被爆者のもとを訪ねて聞いた戦争の記憶。戦争体験者の言葉を通して平和の意味を考える。「NEWS23」のシリーズを書籍化。　,太平洋戦争(1941?1945)，綾瀬はるか ,図書費,白山商会,920,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-36-0,48626,2016/09/14,30代記者たちが出会った戦争  ,ｻﾝｼﾞｭｳﾀﾞｲ ｷｼｬﾀﾁ ｶﾞ ﾃﾞｱｯﾀ ｾﾝｿｳ,激戦地を歩く,ｹﾞｷｾﾝﾁ ｵ ｱﾙｸ,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱ ｼﾝｼｮ,共同通信社会部編 ,ｷｮｳﾄﾞｳ ﾂｳｼﾝ ｼｬｶｲﾌﾞ ﾍﾝ,,210.7,キ,,岩波書店,2016,225p,18cm,900,,太平洋戦争の激戦地に足を運び、日本兵の話に耳を傾けた30代の記者たちが、当時の状況に思いをはせつつ、戦地の実相を明らかにする。全国各地の地方紙に連載された「遠い戦地で」および「戦争 日本兵たちは」を大幅加筆。　,日中戦争(1937?1945)，太平洋戦争(1941?1945) ,図書費,白山商会,900,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-005008-37-7,48632,2016/09/13,地球温暖化は解決できるのか  ,ﾁｷｭｳ ｵﾝﾀﾞﾝｶ ﾜ ｶｲｹﾂ ﾃﾞｷﾙ ﾉｶ,パリ協定から未来へ!,ﾊﾟﾘｷｮｳﾃｲ ｶﾗ ﾐﾗｲ ｴ,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱｼﾝｼｮ,小西　雅子,ｺﾆｼ ﾏｻｺ,,451.8,コ,,岩波書店,2016,182p,18cm,860,,温暖化問題の全体像を見通せる一冊。世界の温暖化対策を話し合う国際交渉や、日本の温暖化対策とエネルギー政策についてわかりやすく解説し、これから私たちに何が求められているのか、私たちに何ができるのかを語る。,地球温暖化,図書費,白山商会,860,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-38-4,48625,2016/09/14,ハッブル  ,ﾊｯﾌﾞﾙ,宇宙を広げた男,ｳﾁｭｳ ｵ ﾋﾛｹﾞﾀ ｵﾄｺ,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱ ｼﾝｼｮ,家 正則,ｲｴ ﾏｻﾉﾘ,,289.3,ｲ,,岩波書店,2016,199p,18cm,900,,20世紀最大の天文学者、エドウィン・パウエル・ハッブル。天文学者としての輝かしい業績、ライバルとの確執、失意の晩年…。ドラマに満ちた彼の人生をたどるとともに、観測的宇宙論の展開を紹介する。,ハッブル　E.P.,図書費,白山商会,900,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-39-1,48661,2016/10/11,ノーベル賞でつかむ現代科学  ,ﾉｰﾍﾞﾙｼｮｳ ﾃﾞ ﾂｶﾑ ｹﾞﾝﾀﾞｲ ｶｶﾞｸ ,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱ ｼﾝｼｮ,小山　慶太,ｺﾔﾏ ｹｲﾀ,,402,ｺ,,岩波書店,2016,228p,18cm,950,,ノーベル賞115年の歴史に沿い、素粒子、物質、生命、宇宙という知的好奇心を刺激してやまない4つのテーマにおいて、現代科学がどう発展してきたかをたどる。ニュートリノの質量、クローン技術等の最新の話題も織り込む。,科学-歴史，ノーベル賞 ,図書費,白山商会,855,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-40-7,48662,2016/10/11,徳川家が見た戦争  ,ﾄｸｶﾞﾜｹ ｶﾞ ﾐﾀ ｾﾝｿｳ,,,岩波ジュニア新書,ｲﾜﾅﾐ ｼﾞｭﾆｱ ｼﾝｼｮ,徳川　宗英,ﾄｸｶﾞﾜ ﾑﾈﾋﾃﾞ,,319.8,ﾄ,,岩波書店,2016,209p,18cm,950,,二度と戦争を起こさないためには何が必要なのか。260年におよぶ泰平の世を謳歌した江戸時代に幕府を支えた田安徳川家の第十一代当主が、自身の海軍兵学校時代の体験を交えて語る、若い世代のための平和論。,戦争，徳川家 ,図書費,白山商会,855,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-41-4,48683,2016/10/28,研究するって面白い! ,ｹﾝｷｭｳ ｽﾙ ｯﾃ ｵﾓｼﾛｲ,研究者になった１１人の物語,ｹﾝｷｭｳｼｬ ﾆ ﾅｯﾀ 11ﾆﾝ ﾉ ﾓﾉｶﾞﾀﾘ,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,伊藤　由佳理,ｲﾄｳ ﾕｶﾘ,,402.1,イ,,岩波書店,2016,176p,18cm,820,,医学、現代暗号理論、代数幾何学…。現在、中高生の母親と同じくらいの年齢で、大学や公的研究機関で働く女性研究者たちが、どのように進路を選び、研究者になったかという話や、仕事について語る。,科学者　女性-伝記 ,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-42-1,48684,2016/10/28,紛争・対立・暴力  ,ﾌﾝｿｳ ﾀｲﾘﾂ ﾎﾞｳｴﾖｸ,世界の地域から考える,ｾｶｲ ﾉ ﾁｲｷ ｶﾗ ｶﾝｶﾞｴﾙ,岩波ジュニア新書　知の航海シリーズ,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ ﾁ ﾉ ｺｳｶｲ ｼﾘｰｽﾞ,西崎 文子編著，武内 進一編著 ,ﾆｼｻﾞｷ ﾌﾐｺ  ﾀｹｳﾁ ｼﾝｲﾁ,,310,ニ,,岩波書店,2016,177p,18cm,820,,なぜ世界でテロや暴力が蔓延するのか。亀裂の走る世界とどう向き合うか。欧州の移民問題や中東のイスラム国(IS)など各地の対立や衝突の背景を、わかりやすく解説する。2015年10月開催のシンポジウムをもとに書籍化。,政治,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-005008-43-8,48685,2016/10/28,期待はずれのドラフト1位  ,ｷﾀｲ ﾊｽﾞﾚ ﾉ ﾄﾞﾗﾌﾄ ｲﾁｲ,逆境からのそれぞれのリベンジ,ｷﾞｬｯｷｮｳ ｶﾗ ﾉ ｿﾚｿﾞﾚ ﾉ ﾘﾍﾞﾝｼﾞ,岩波ジュニア新書,ｲﾜﾅﾐｼﾞｭﾆｱｼﾝｼｮ,元永　知宏,ﾓﾄﾅｶﾞ ﾄﾓﾋﾛ,,783.7,モ,,岩波書店,2016,200p,18cm,860,,失敗しても、成功しても、そこで終わりではない。何歳になっても「人生はこれから」なのだ-。将来を嘱望されてプロ入りした6人の野球選手。戦力外通告、現役引退…。彼らの苦悩と新たな挑戦の軌跡を追う。,野球-伝記,図書費,白山商会,836,新書書架,,,,,False,,,,False,,,1,False,False,True,,
