ISBN	rgtn	ukeymd	title	auth	pub	pub_year	page	size	series	cls1	cls2	cls3	ukeymd_1
9784-344431164	80376	2021/11/10	靖国神社の緑の隊長	半藤 一利 著	幻冬舎	2021	205p	16cm	幻冬舎文庫　は－３９－１	210.75	ﾊ		202111
9784-794601285	80377	2021/11/10	グレート・ギャツビー　Ｌｅｖｅｌ　４（２０００‐ｗｏｒｄ）　新版	Ｆ．スコット・フィッツジェラルド 著　Ｎｉｎａ　Ｗｅｇｎｅｒ 改作	ＩＢＣパブリッシング	2012	167p	18cm	ラダーシリーズ	837.7	ﾌ		202111
9784-794600363	80378	2021/11/10	新撰組　Ｌｅｖｅｌ　４（２０００－ｗｏｒｄ）	西海 コエン 著	ＩＢＣパブリッシング	2010	109p	18cm	ラダーシリーズ	837.7	ﾆ		202111
9784-794603418	80379	2021/11/10	ロスト・イン・トーキョー　ＬＥＶＥＬ　５	マイケル・ブレーズ 著	ＩＢＣパブリッシング	2015	186p	18cm	ラダーシリーズ	837.7	ﾌﾞ		202111
9784-488745011	80380	2021/11/10	あがり	松崎 有理 著	東京創元社	2013	361p	15cm	創元ＳＦ文庫　ＳＦま２－１	913.6	ﾏ		202111
9784-488284022	80381	2021/11/10	ウサギ料理は殺しの味	ピエール・シニアック 著　藤田 宜永 訳	東京創元社	2009	381p	15cm	創元推理文庫　Ｍシ１２－１	953.7	ｼ		202111
9784-167905439	80382	2021/11/10	名もなき日々を	宇江佐真理 著	文藝春秋	2016	285p	16cm	文春文庫 ; う11-21. 髪結い伊三次捕物余話	913.6	ｳｴ		202111
9784-480071477	80383	2021/11/10	持続可能な医療　超高齢化時代の科学・公共性・死生観	広井 良典 著	筑摩書房	2018	251p	18cm	ちくま新書　１３３３－１	498.04	ﾋ		202111
9784-150121020	80384	2021/11/10	ボロゴーヴはミムジイ	ルイス・パジェット ほか著　高橋 良平 編　伊藤 典夫 訳	早川書房	2016	431p	16cm	ハヤカワ文庫　ＳＦ　２１０２	933.78	ﾎﾞ		202111
9784-150122300	80385	2021/11/10	最初の接触	マレイ・ラインスター ほか著　高橋 良平 編　伊藤 典夫 訳	早川書房	2019	415p	16cm	ハヤカワ文庫　ＳＦ　２２３０	933.78	ｻ		202111
9784-150121150	80386	2021/11/10	時をとめた少女	ロバート・Ｆ．ヤング 著　小尾 芙佐 ほか訳	早川書房	2017	351p	16cm	ハヤカワ文庫　ＳＦ　２１１５	933.7	ﾔ		202111
9784-488499112	80387	2021/11/10	菖蒲狂い　若さま侍捕物手帖ミステリ傑作選	城 昌幸 著　末國 善己 編	東京創元社	2020	657p	15cm	創元推理文庫　Ｍし１０－１	913.6	ｼﾞｮ		202111
9784-151310386	80388	2021/11/10	予告殺人　新訳版	アガサ・クリスティー 著　羽田 詩津子 訳	早川書房	2020	467p	16cm	ハヤカワ文庫	933.7	ｸ		202111
9784-488737016	80389	2021/11/10	ＭＭ９　〔１〕	山本 弘 著	東京創元社	2010	358p	15cm	創元ＳＦ文庫　ＳＦや１－１	913.6	ﾔ	1	202111
9784-005009428	80390	2021/12/4	親を頼らないで生きるヒント　家族のことで悩んでいるあなたへ	コイケ ジュンコ 著　ブリッジフォースマイル 協力	岩波書店	2021	9 196p	18cm	岩波ジュニア新書　９４２	369.43	ｺ		202112
9784-005009435	80391	2021/12/4	数理の窓から世界を読みとく　素数・ＡＩ・生物・宇宙をつなぐ	初田 哲男 編著　柴藤 亮介 編著	岩波書店	2021	10 193 9p	18cm	岩波ジュニア新書　９４３	404	ﾊ		202112
9784-004319016	80392	2021/12/4	ロボットと人間　人とは何か	石黒 浩 著	岩波書店	2021	4 279p	18cm	岩波新書　新赤版　１９０１	548.3	ｲ		202112
9784-004319023	80393	2021/12/4	視覚化する味覚　食を彩る資本主義	久野 愛 著	岩波書店	2021	17 204 7p	18cm	岩波新書　新赤版　１９０２	588.02	ﾋ		202112
9784-004319030	80394	2021/12/4	江戸の学びと思想家たち	辻本 雅史 著	岩波書店	2021	6 238p	18cm	岩波新書　新赤版　１９０３	121.5	ﾂ		202112
9784-002710549	80395	2021/12/1	アウシュヴィッツ生還者からあなたへ　１４歳、私は生きる道を選んだ	リリアナ・セグレ 著　中村 秀明 訳	岩波書店	2021	63p	21cm	岩波ブックレット　Ｎｏ．１０５４	976	ｾ		202112
9784-344424814	80396	2021/12/6	玉磨き	三崎 亜記 著	幻冬舎	2016	261p	16cm	幻冬舎文庫　み－３０－１	913.6	ﾐ		202112
9784-794606648	80397	2021/12/6	カマラ・ハリス・ストーリー　ＬＥＶＥＬ　５	西海 コエン 著	ＩＢＣパブリッシング	2021	135p	18cm	ラダーシリーズ	837.7	ﾆ		202112
9784-794606570	80398	2021/12/6	羅生門・芋粥　芥川龍之介傑作選　Ｌｅｖｅｌ　５	芥川 龍之介 原著　マイケル・ブレーズ リライト	ＩＢＣパブリッシング	2021	112p	18cm	ラダーシリーズ	837.7	ｱ		202112
9784-794605474	80399	2021/12/6	地球の歴史　ＬＥＶＥＬ　５	西海 コエン 著	ＩＢＣパブリッシング	2018	114p	18cm	ラダーシリーズ	837.7	ﾆ		202112
9784-794606464	80400	2021/12/6	世界文学の名言　ＬＥＶＥＬ　５	クリストファー・ベルトン 著	ＩＢＣパブリッシング	2020	173p	18cm	ラダーシリーズ	837.7	ﾍﾞ		202112
9784-041304044	80401	2021/12/6	悪魔が来りて笛を吹く　改版	横溝 正史 著	ＫＡＤＯＫＡＷＡ	1996	472p	15cm	角川文庫　よ５－４	913.6	ﾖ		202112
9784-022646903	80402	2021/12/6	相棒　ｓｅａｓｏｎ９上	輿水 泰弘 ほか脚本　碇 卯人 ノベライズ	朝日新聞出版	2012	384p	15cm	朝日文庫　い６８－１９	913.6	ｺｼ	9	202112
9784-022646941	80403	2021/12/6	相棒　ｓｅａｓｏｎ９中	輿水 泰弘 ほか脚本　碇 卯人 ノベライズ	朝日新聞出版	2012	294p	15cm	朝日文庫　い６８－２０	913.6	ｺｼ	9	202112
9784-022646965	80404	2021/12/6	相棒　ｓｅａｓｏｎ９下	輿水 泰弘 ほか脚本　碇 卯人 ノベライズ	朝日新聞出版	2013	296p	15cm	朝日文庫　い６８－２１	913.6	ｺｼ	9	202112
9784-767825816	80405	2021/12/6	建物できるまで図鑑　木造住宅　世界で一番楽しい　見るだけで分かる！現代の家づくりの仕組み　建築知識創刊６０周年記念出版	瀬川 康秀 絵　大野 隆司 文	エクスナレッジ	2018	113p	30cm		527	ｾ		202112
9784-767821559	80406	2021/12/6	日本の戦争解剖図鑑　日本近現代史がマルわかり	拳骨 拓史 著	エクスナレッジ	2016	175p	21cm		210.6	ｹﾞ		202112
9784-065213070	80407	2021/12/6	狐のちょうちん	佐々木 裕一 著	講談社	2020	367p	15cm	講談社文庫　さ１１４－１２	913.6	ｻｻ		202112
9784-065151105	80408	2021/12/6	ふたつの日本　「移民国家」の建前と現実	望月 優大 著	講談社	2019	222p	18cm	講談社現代新書　２５１６	334.41	ﾓ		202112
9784-087457513	80409	2021/12/6	恋するソマリア	高野 秀行 著	集英社	2018	343p	16cm	集英社文庫　た５８－１７	302.453	ﾀ		202112
9784-087455953	80410	2021/12/6	謎の独立国家ソマリランド　そして海賊国家プントランドと戦国南部ソマリア	高野 秀行 著	集英社	2017	576p	16cm	集英社文庫　た５８－１６	302.453	ﾀ		202112
9784-101210711	80411	2021/12/6	螺旋の手術室	知念 実希人 著	新潮社	2017	461p	16cm	新潮文庫　ち－７－７１	913.6	ﾁ		202112
9784-065238158	80412	2021/12/6	地球にちりばめられて	多和田 葉子 著	講談社	2021	349p	15cm	講談社文庫　た７４－５	913.6	ﾀ		202112
9784-480688859	80413	2021/12/6	イスラームから世界を見る	内藤 正典 著	筑摩書房	2012	239p	18cm	ちくまプリマー新書　１８４	302.27	ﾅ		202112
9784-344982888	80414	2021/12/6	僕らはいつまで「ダメ出し社会」を続けるのか　絶望から抜け出す「ポジ出し」の思想	荻上 チキ 著	幻冬舎	2012	217p	18cm	幻冬舎新書　お－１５－１	304	ｵ		202112
9784-896840353	80415	2021/12/9	アメリカに行こう　Ｌｅｖｅｌ　４（２０００‐ｗｏｒｄ）	黒田 基子 著	ＩＢＣパブリッシング	2005	151p	18cm	ラダーシリーズ	837.7	ｸ		202112
9784-794606204	80416	2021/12/9	英語で読む沖縄　Ｓｐｅｃｉａｌ　Ｅｄｉｔｉｏｎ	小林 悠樹 著　Ｋａｍｉｌ　Ｓｐｙｃｈａｌｓｋｉ 訳	ＩＢＣパブリッシング	2020	124p	18cm	ラダーシリーズ	837.7	ｺ		202112
9784-794604873	80417	2021/12/9	英語で読む広島　Ｓｐｅｃｉａｌ　Ｅｄｉｔｉｏｎ	西海 コエン 著　Ｍａｓａｈｉｒｏ　Ｏｋｏｓｈｉ 訳	ＩＢＣパブリッシング	2017	7 107p	18cm	ラダーシリーズ	837.7	ﾆ		202112
9784-006032951	80418	2021/12/9	戦争は女の顔をしていない	スヴェトラーナ・アレクシエーヴィチ 著　三浦 みどり 訳	岩波書店	2016	6 498p	15cm	岩波現代文庫	986	ｱ		202112
9784-569801230	80419	2021/12/9	スティーブ・ジョブズ全発言　世界を動かした１４２の言葉	桑原 晃弥 著	ＰＨＰ研究所	2011	333p	18cm	ＰＨＰビジネス新書　１９９	335.13	ｸ		202112
9784-106108822	80420	2021/12/9	スマホ脳	アンデシュ・ハンセン 著　久山 葉子 訳	新潮社	2020	255p	18cm	新潮新書　８８２	491.371	ﾊ		202112
9784-106106279	80421	2021/12/9	患者さんに伝えたい医師の本心	高本 眞一 著	新潮社	2015	189p	18cm	新潮新書　６２７	490.4	ﾀ		202112
9784-101325347	80422	2021/12/9	遺体　震災、津波の果てに	石井 光太 著	新潮社	2014	319p	16cm	新潮文庫　い－９９－４	369.31	ｲ		202112
9784-101354415	80423	2021/12/9	ボクには世界がこう見えていた　統合失調症闘病記	小林 和彦 著	新潮社	2011	382p	16cm	新潮文庫　こ－５３－１	916	ｺ		202112
9784-488402167	80424	2021/12/9	亜愛一郎の逃亡	泡坂妻夫 [著]	角川書店	1997	352p	15cm	角川文庫	913.6	ｱﾜ		202112
9784-041057322	80425	2021/12/9	山の霊異記　黒い遭難碑	安曇 潤平 著	ＫＡＤＯＫＡＷＡ	2018	276p	15cm	角川文庫　あ７４－３	913.6	ｱｽﾞ		202112
9784-041090244	80426	2021/12/9	エチュード春一番　第１曲　小犬のプレリュード	荻原 規子 著	ＫＡＤＯＫＡＷＡ	2020	294p	15cm	角川文庫　お６５－３４	913.6	ｵｷﾞ	1	202112
9784-041304679	80427	2021/12/9	悪霊島　上　改版	横溝 正史 著	角川書店	1996	347p	15cm	角川文庫	913.6	ﾖ	1	202112
9784-041304686	80428	2021/12/9	悪霊島　下　改版	横溝 正史 著	角川書店	1996	346p	15cm	角川文庫	913.6	ﾖ	2	202112
9784-167342036	80429	2021/12/9	収容所（ラーゲリ）から来た遺書	辺見 じゅん 著	文芸春秋	1992	297p	16cm	文春文庫	916	ﾍ		202112
9784-167907426	80430	2021/12/9	昨日のまこと、今日のうそ	宇江佐 真理 著	文藝春秋	2016	293p	16cm	文春文庫　う１１－２２	913.6	ｳｻ		202112
9784-488183028	80431	2021/12/9	誰の死体？	ドロシー・Ｌ・セイヤーズ 著　浅羽 莢子 訳	東京創元社	1993	287p	15cm	創元推理文庫	933.7	ｾ		202112
9784-087457148	80432	2021/12/9	手のひらの幻獣	三崎 亜記 著	集英社	2018	351p	16cm	集英社文庫　み４０－７	913.6	ﾐ		202112
9784-087456912	80433	2021/12/9	救命センター「カルテの真実」	浜辺 祐一 著	集英社	2018	270p	16cm	集英社文庫　は１３－５	916	ﾊ		202112
9784-167904203	80434	2021/12/9	デフ・ヴォイス　法廷の手話通訳士	丸山 正樹 著	文藝春秋	2015	311p	16cm	文春文庫　ま３４－１	913.6	ﾏ		202112
9784-122058941	80435	2021/12/9	小児がん外科医　君たちが教えてくれたこと	松永 正訓 著	中央公論新社	2014	325p	16cm	中公文庫　ま４５－１	493.94	ﾏ		202112
	80436	2021/12/20	人間国宝　荒川豊蔵			2021	53p	30cm		751.1	ﾆ		202112
9784-005009442	80437	2022/1/7	自分を変えたい　殻を破るためのヒント	宮武 久佳 著	岩波書店	2021	12 209p	18cm	岩波ジュニア新書　９４４	159.7	ﾐ		202201
9784-005009459	80438	2022/1/7	ヨーロッパ史入門　原形から近代への胎動	池上 俊一 著	岩波書店	2021	11 214 12p	18cm	岩波ジュニア新書　９４５	230	ｲ		202201
9784-004319047	80439	2022/1/7	金融サービスの未来　社会的責任を問う	新保 恵志 著	岩波書店	2021	16 237 2p	18cm	岩波新書　新赤版　１９０４	338	ｼ		202201
9784-004319054	80440	2022/1/7	企業と経済を読み解く小説５０	佐高 信 著	岩波書店	2021	10 211 3p	18cm	岩波新書　新赤版　１９０５	910.264	ｻ		202201
9784-004319061	80441	2022/1/7	スポーツからみる東アジア史　分断と連帯の２０世紀	高嶋 航 著	岩波書店	2021	12 264 8p	18cm	岩波新書　新赤版　１９０６	780.22	ﾀ		202201
9784-004319078	80442	2022/1/7	うつりゆく日本語をよむ　ことばが壊れる前に	今野 真二 著	岩波書店	2021	9 220p	18cm	岩波新書　新赤版　１９０７	810.4	ｺ		202201
9784-002710556	80443	2021/12/21	核兵器禁止から廃絶へ	川崎 哲 著	岩波書店	2021	71p	21cm	岩波ブックレット　Ｎｏ．１０５５	319.8	ｶ		202112
9784-002710563	80444	2021/12/21	＃教師のバトンとはなんだったのか　教師の発信と学校の未来	内田 良 著　斉藤 ひでみ 著　嶋崎 量 著　福嶋 尚子 著	岩波書店	2021	78p	21cm	岩波ブックレット　Ｎｏ．１０５６	374.3	ﾊ		202112
9784-901510141	80445	2022/1/18	１４歳からの哲学　考えるための教科書	池田 晶子 著	トランスビュー	2003	209p	21cm		100	ｲ		202201
9784-041015650	80446	2022/1/24	ひとなつの。　真夏に読みたい五つの物語	大島 真寿美 著　瀧羽 麻子 著　藤谷 治 著　森見 登美彦 著　椰月 美智子 著　角川文庫編集部 編	ＫＡＤＯＫＡＷＡ	2014	232p	15cm	角川文庫　あ１０６－１	913.68	ﾋ		202201
9784-488451110	80447	2022/1/24	巴里マカロンの謎	米澤 穂信 著	東京創元社	2020	297p	15cm	創元推理文庫　Ｍよ１－１１	913.6	ﾖ		202201
9784-774008448	80448	2022/1/24	近藤誠一全集　１　対談　１	近藤 誠一 著	かまくら春秋社（発売）	2021	357p	22cm		081.6	ｺ	1	202201
9784-167909604	80449	2022/1/24	うみの歳月	宮城谷 昌光 著	文藝春秋	2017	287p	16cm	文春文庫　み１９－３８	913.6	ﾐ		202201
9784-005009466	80450	2022/1/31	ヨーロッパ史入門　市民革命から現代へ	池上 俊一 著	岩波書店	2022	9 228 13p	18cm	岩波ジュニア新書　９４６	230.5	ｲ		202201
9784-004319085	80451	2022/1/31	人の心に働きかける経済政策	翁 邦雄 著	岩波書店	2022	13 191 35p	18cm	岩波新書　新赤版　１９０８	333	ｵ		202201
9784-004319092	80452	2022/1/31	幕末社会	須田 努 著	岩波書店	2022	8 265p	18cm	岩波新書　新赤版　１９０９	210.58	ｽ		202201
9784-004319108	80453	2022/1/31	民俗学入門	菊地 暁 著	岩波書店	2022	6 244p	18cm	岩波新書　新赤版　１９１０	380.1	ｷ		202201
9784-004319115	80454	2022/1/31	俳句と人間	長谷川 櫂 著	岩波書店	2022	5 227 2p	18cm	岩波新書　新赤版　１９１１	911.304	ﾊ		202201
9784-002710570	80455	2022/1/31	東京オリンピック始末記	小笠原 博毅 著　山本 敦久 著	岩波書店	2022	63p	21cm	岩波ブックレット　Ｎｏ．１０５７	780.69	ｵ		202201
9784-002710587	80456	2022/1/31	「感動ポルノ」と向き合う　障害者像にひそむ差別と排除	好井 裕明 著	岩波書店	2022	87p	21cm	岩波ブックレット　Ｎｏ．１０５８	369.27	ﾖ		202201
9784-766427103	80457	2022/1/31	女大学評論　新女大学　現代語訳	福澤 諭吉 著　加藤 紳一郎 訳	慶應義塾大学出版会（発売）	2020	14 157p	18cm		159.6	ﾌ		202201
9784-766427103	80458	2022/1/31	女大学評論　新女大学　現代語訳	福澤 諭吉 著　加藤 紳一郎 訳	慶應義塾大学出版会（発売）	2020	14 157p	18cm		159.6	ﾌ		202201
9784-797985573	80459	2022/1/31	きらりうたこ	牧野 和子 著　杉原 萌 原案　実践女子学園 監修	小学館スクウェア（発売）	2011	162p	19cm		289.1	ﾏ		202201
	80460	2022/1/31	志　			2022	60p	26cm	第19回下田歌子賞受賞作品集	908	ｺ		202201
	80461	2022/1/31	家庭こそ最良の学校です	童門　冬二		0	111p	30cm	恵那市ふるさと学習読本　ｖｏｌ．４　　ふるさと人物編　１	289.1	ﾄﾞ		202201
9784-909708014	80462	2022/2/1	ブッダの獅子吼　原始仏典・法華経の仏教入門	北川 達也 著	日販アイ・ピー・エス（発売）	2020	282p	19cm		183	ｷ		202202
9784-005009473	80463	2022/4/11	〈読む〉という冒険　イギリス児童文学の森へ	佐藤 和哉 著	岩波書店	2022	15 238p	18cm	岩波ジュニア新書　９４７	909	ｻ		202204
9784-005009480	80464	2022/4/11	私たちのサステイナビリティ　まもり、つくり、次世代につなげる	工藤 尚悟 著	岩波書店	2022	19 167p	18cm	岩波ジュニア新書　９４８	519	ｸ		202204
9784-004319122	80465	2022/4/11	人権と国家　理念の力と国際政治の現実	筒井 清輝 著	岩波書店	2022	13 230 6p	18cm	岩波新書　新赤版　１９１２	329.21	ﾂ		202204
