978-4-002709-30-7,48131,2015/09/18,和解は可能か,ﾜｶｲ ﾜ ｶﾉｳ ｶ,日本政府の歴史認識を問う,ﾆﾎﾝｾｲﾌ ﾉ ﾚｷｼﾆﾝｼｷ ｵ ﾄｳ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,内田　雅敏,ｳﾁﾀﾞ ﾏｻﾄｼ,,319.1,ｳﾁ,,岩波書店,2015,63p,21cm,520,,,日本--外国関係--歴史--1945～　太平洋戦争(1941～1945)--歴史観,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-31-4,48132,2015/09/18,「水素社会」はなぜ問題か,ｽｲｿ ｼｬｶｲ ﾜ ﾅｾﾞ ﾓﾝﾀﾞｲ ｶ,究極のエネルギーの現実,ｷｭｳｷｮｸ ﾉ ｴﾈﾙｷﾞｰ ﾉ ｹﾞﾝｼﾞﾂ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,小澤　祥司,ｵｻﾞﾜ ｼｮｳｼﾞ,,501.6,ｵｻﾞ,,岩波書店,2015,77p,21cm,620,,,水素エネルギー,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-32-1,48229,2015/10/15,「昭和天皇実録」にみる開戦と終戦,ｼｮｳﾜﾃﾝﾉｳ ｼﾞﾂﾛｸ ﾆ ﾐﾙ ｶｲｾﾝ ﾄｼｭｳｾﾝ,,,岩波ブックレット,ｲﾜﾅﾐ ﾌﾞｯｸﾚｯﾄ,半藤　一利,ﾊﾝﾄﾞｳ ｶｽﾞﾄｼ,,288.4,ﾊﾝ,,岩波書店,2015,94p,21cm,712,,2014年9月に完成し公開された「昭和天皇実録」。その本文をひきつつ、日本の命運を揺るがせた天皇の決断に至る経緯と心情に迫る。,昭和天皇実録 太平洋戦争(1941～1945),図書費,白山商会,642,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-33-8,48230,2015/10/15,「テロに屈するな！」に屈するな,ﾃﾛ ﾆ ｸｯｽﾙﾅ ﾆ ｸｯｽﾙﾅ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,森　達也,ﾓﾘ ﾀﾂﾔ,,316.4,ﾓﾘ,,岩波書店,2015,87p,21cm,669,,「テロ対策」の名の下に政府批判が封じられ、安保政策の改定が進められる日本の現状を鋭く問う。,テロリズム,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-34-5,48231,2015/10/15,女性活躍後進国ニッポン,ｼﾞｮｾｲ ｶﾂﾔｸ ｺｳｼﾝｺｸ ﾆｯﾎﾟﾝ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,山田　昌弘,ﾔﾏﾀﾞ ﾏｻﾋﾛ,,367.2,ﾔﾏ,,岩波書店,2015,63p,21cm,561,,男女の性別役割意識の根深さが結果として日本の経済停滞や少子化につながっていることを説得的に示す。,女性問題--日本 女性労働者--日本 ,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-35-2,48232,2015/10/16,だれが墓を守るのか,ﾀﾞﾚ ｶﾞ ﾊｶ ｵ ﾏﾓﾙ ﾉｶ,多死・人工減少社会のなかで,ﾀｼ ｼﾞﾝｺｳｹﾞﾝｼｮｳ ｼｬｶｲ ﾉ ﾅｶ ﾃﾞ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,小谷　みどり,ｺﾀﾆ ﾐﾄﾞﾘ,,385.6,ｺﾀ,,岩波書店,2015,71p,21cm,604,,全国に広がる無縁墓の問題。死者を無縁化させないためにはどうすればよいのか。墓の現在とこれからを考える。,墳墓--日本　葬制--日本 ,図書費,白山商会,545,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-36-9,48233,2015/10/16,Ｂ型肝炎,Bｶﾞﾀｶﾝｴﾝ,なぜここまで拡がったのか,ﾅｾﾞ ｺｺ ﾏﾃﾞ ﾋﾛｶﾞｯﾀ ﾉｶ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,奥泉　尚洋／久野　華代,ｵｸｲｽﾞﾐ ﾀｶﾋﾛ/ｸﾉ ﾊﾅﾖ,,498.1,ｵｸ,,岩波書店,2015,62p,21cm,561,,予防注射が原因でB型肝炎に罹患した被害者は40万人以上。空前の行政犯罪の全貌と、補償をもとめる患者のたたかいを報告する。,医事紛争--日本 B型肝炎 ,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-37-6,48262,2015/10/29,民主主義をあきらめない,ﾐﾝｼｭｼｭｷﾞ ｵ ｱｷﾗﾒﾅｲ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,浜　矩子／柳澤　協二／内橋　克人,ﾊﾏ ﾉﾘｺ/ﾔﾅｷﾞｻﾜ ｷｮｳｼﾞ/ｳﾁﾊｼ ｶﾂﾄ,,304,ﾊﾏ,,岩波書店,2015,71p,21cm,561,,強者のためだけの経済政策、自衛隊員の命を顧慮しない安保法制、民意が反映されない政治―いずれも憲法の基盤をなす人権の問題である。すなわち、聞く耳持たず、弱者切り捨てを断行するアベ政治そのものが“憲法違反”なのだ。しかし、私たちは決して、切り捨てられる“弱者”たり得ない。この憲法のもと、民主主義のある限り！,,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-39-0,48355,2015/12/03,アクセンシブルデザインの発想,ｱｸｾﾝｼﾌﾞﾙﾃﾞｻﾞｲﾝ ﾉ ﾊｯｿｳ,不便さから生まれる「便利製品」,ﾌﾍﾞﾝｻ ｶﾗ ｳﾏﾚﾙ ﾍﾞﾝﾘ ｾｲﾋﾝ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,星川　安之,ﾎｼｶﾜ ﾔｽﾕｷ,,369.2,ﾎｼ,,岩波書店,2015,62p,21cm,561,,シャンプー容器側面のギザギザ、ＯＮスイッチを示す凸点、周波数の低い報知音、車椅子で乗降できるノンステップバス、片手で開閉できる傘…。これらは、アクセシブルデザインと呼ばれ、障害の有無にかかわらずより多くの人々が日常を暮らしやすくするための工夫が盛り込まれている。ちょっとした工夫で、より多くの人にとって日常が暮らしやすくなる。開発・普及活動の中心にいて国際規格化にも関わってきた著者が、アクセシブルデザインの可能性を語る。,,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-40-6,48356,2015/12/03,男性の非暴力宣言,ﾀﾞﾝｾｲ ﾉ ﾋ ﾎﾞｳﾘｮｸ ｾﾝｹﾞﾝ,ホワイトリボン・キャンペーン,ﾎﾜｲﾄ ﾘﾎﾞﾝ ｷｬﾝﾍﾟｰﾝ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,多賀　太／伊藤　公雄／安藤　哲也,ﾀｶﾞ ﾌﾄｼ/ｲﾄｳ ｷﾐｵ/ｱﾝﾄﾞｳ ﾃﾂﾔ,,367,ﾀｶﾞ,,岩波書店,2015,75p,21cm,669,,,,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-41-3,48489,2016/02/10,いまこそ民主主義の再生を！,ｲﾏｺｿ ﾐﾝｼｭｼｭｷﾞ ﾉ ｻｲｾｲ ｵ,新しい政治参加への希望,ｱﾀﾗｼｲ ｾｲｼﾞ ｻﾝｶ ｴ ﾉ ｷﾎﾞｳ,岩波ブックレット,ｲﾜﾅﾐ ﾌﾞｯｸﾚｯﾄ,中野　晃一/コリン・クラウチ/エイミー・グッドマン,ﾅｶﾉ ｺｳｲﾁ/ｺﾘﾝ ｸﾗｳﾁ/ｴｲﾐｰ ｸﾞｯﾄﾞﾏﾝ,,311.7,ﾅｶ,,岩波書店,2015,63p,21cm,,,いま、「自由」をその名に冠した新自由主義の席巻で、大企業は自己利益ばかりを追求するとともに、異論に耳を貸さない政治の暴走によって、議会もメディアも私たちの声を代弁してはくれない。まっとうな暮らしを営む権利と尊厳をとりもどすために、政治学者の中野晃一、社会学者のコリン・クラウチ、ジャーナリストのエイミー・グッドマンの３人が、開かれた新しいデモクラシーを構想する。,民主主義  グローバリゼーション,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-42-0,48490,2016/02/10,君が戦争を欲しないならば,ｷﾐ ｶﾞ ｾﾝｿｳ ｵ ﾎｯｼﾅｲ ﾅﾗﾊﾞ,,,岩波ブックレット,ｲﾜﾅﾐ ﾌﾞｯｸﾚｯﾄ,高畑　勲,ﾀｶﾊﾀ ｲｻｵ,,319.8,ﾀｶ,,岩波書店,2015,63p,21cm,562,,「ここで負けるわけにはいきません！」絶叫は、オリンピックの試合でも、戦争中でも、日本にこだまする。「空気を読む」「流れを見る」、一致団結を求める日本人の同調体質こそ、もっとも恐るべきもの。この日本気質への最後の歯止めが憲法九条である。自身の空襲体験とともに、今、漫画映画の世界的カリスマが語る、平和の重さとそのリアリズム。,戦争 平和運動--日本 太平洋戦争(1941～1945),図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-43-7,48491,2016/02/10,データでわかる世界と日本のエネルギー大転換,ﾃﾞｰﾀ ﾃﾞ ﾜｶﾙ ｾｶｲ ﾄ  ﾆｯﾎﾟﾝ ﾉ ｴﾈﾙｷﾞｰ ﾀﾞｲﾃﾝｶﾝ,,,岩波ブックレット,ｲﾜﾅﾐ ﾌﾞｯｸﾚｯﾄ,レスター・R.ブラウン/枝廣　淳子,ﾚｽﾀｰ･R.ﾌﾞﾗｳﾝ/ｴﾀﾞﾋﾛ ｼﾞｭﾝｺ,,501.6,ﾚｽ,,岩波書店,2016,79p,21cm,699,,気候変動が制御不能になるのが先か、新しいエネルギー経済が主流になるのが先か―。今、世界は全速力で化石燃料から再生可能エネルギーへ舵を切る。レースの結末はそう遠くないうちに明らかになるだろう。環境問題の世界的なオピニオンリーダーと日本の環境ジャーナリストがタッグを組み、データとグラフを織り交ぜながら、世界と日本の現状と未来をコンパクトに紹介する緊急リポート。,エネルギー問題 ,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-004315-23-0,47842,2015/04/07,村　百姓たちの近世 ,ﾑﾗ ﾋｬｸｼｮｳﾀﾁ ﾉ ｷﾝｾｲ,,,,,水本邦彦 ,ﾐｽﾞﾓﾄ ｸﾆﾋｺ,,210.5,ﾐｸ,,岩波書店,2015,209p,18cm,842,,古くさい因習の共同体とイメージされがちな近世の村社会。だがこの時代、百姓たちは生産力の主な担い手であり、互いに支え合いながら田畑を切り拓いて耕し、掟を定めて秩序を保ち、時には国家権力にさえ物申す存在だった―。活力あふれる村の生活を丹念に追うことから近世日本に新たな光を当てる、画期的な一書。,農村--日本--歴史--江戸時代 ,図書費,白山商会,758,新書書架,,,,,False,,,,False,,,1,False,True,True,,
978-4-004315-24-7,47855,2015/04/08,天下泰平の時代  ,ﾃﾝｶﾀｲﾍｲ ﾉ ｼﾞﾀﾞｲ,,,岩波新書,ｲﾜﾅﾐﾝｼﾝｼｮ,高杢　利彦,ﾀｶﾓｸ ﾄｼﾋｺ,,210.55,ﾀﾄ,,岩波書店,2015,223p,18cm,800,,戦乱止み、文化の花開く泰平の世へ。家綱・綱吉から吉宗を経て家治まで、一七世紀半ばからの百年余をみる。安定には安定のための仕組みがある。武威重視の価値観を転換する、どのような政策が打ち出されたのか。新田開発や流通網の整備、歌舞伎・相撲などの娯楽の広がり、朝鮮や琉球との往来など、躍動する時代を存分に描く。,日本--歴史--江戸中期,図書費,白山商会,778,新書書架,,,,,False,,,,False,,,1,False,True,True,,
978-4-004315-25-4,47869,2015/04/24,都市　江戸に生きる,ﾄｼ ｴﾄﾞ ﾆ ｲｷﾙ,,,岩波新書,ｲﾜﾅﾐｼﾝｼｮ,吉田　伸之,ﾖｼﾀﾞ ﾉﾌﾞﾕｷ,,213.6,ﾖﾉ,,岩波書店,2015,252p,18cm,820,,江戸城の周囲に、大名屋敷、町人地、寺社地等が展開する巨大城下町・江戸。そこではどんな暮らしが営まれたのか。町の構成、物の流れはどうか。日本橋近辺、浅草、品川などの地を取り上げ、庶民の訴えや寺の記録、絵図や名所図会などから、都市を構成する多様な要素とその変遷を読み解く。細部から全体を捉える意欲的試み。,江戸,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,1,False,True,True,,
