 9784062579292,48155,2015/09/19,心臓の力,ｼﾝｿﾞｳ ﾉ ﾁｶﾗ,休めない臓器はなぜ「それ」を宿したのか,ﾔｽﾒﾅｲ ｿﾞｳｷ ﾜ ﾅｾﾞ ｿﾚ ｵ ﾔﾄﾞｼﾀ ﾉｶ,ブルーバックス,ﾌﾞﾙｰﾊﾞｯｸｽ,柿沼　由彦,ｶｷﾇﾏ ﾖｼﾋｺ,,491.3,ｶｷ,,講談社,2015,221p,18cn,900,,,心臓,図書費,白山商会,875,新書書架,,,,,False,,,,False,,,,False,True,True,,
 9784344018600,48383,2015/12/15,タナボタ！,ﾀﾅﾎﾞﾀ,,,,,高嶋　哲夫,ﾀｶｼﾏ ﾃﾂｵ,,913.6,ﾀｶ,,幻冬舎,2010,229p,20cm,1404,,失政は、殺人よりも遙かに重罪だ―。プータローの大場大志（２７）が国会議員になった。年収２，２００万円、都心一等地に建つ宿舎、ＪＲ無料パス、海外視察費１９０万円―数々の特権を手にして歓喜する。だが、人口３倍の米国より約２００人も多い議員数や実働年間２００日で欠勤、遅刻自由の勤務体系など、政界の実態を知るにつれ嫌悪感を抱いていく。そんな時、介護制度にまかり通る不条理な法律の存在を知った。党の方針に背いて法改正を目指す大志。先送りしたがる党幹部や非協力的な官僚に打ち勝つことができるのか。,,寄付,,,図書室,,,,,False,,,,False,,,,False,True,True,,
,48234,2015/10/16,多治見の植物,ﾀｼﾞﾐ ﾉ ｼｮｸﾌﾞﾂ,,,,,多治見植物の会 執筆・写真・編集,ﾀｼﾞﾐ ｼｮｸﾌﾞﾂ ﾉｶｲ,,472.1,ﾀｼﾞ,,多治見市教育委員会,2007,256p,26cm,,,,植物--岐阜県--多治見市 ,寄付,,,図書室,,,,,False,,,,False,,,,False,True,True,,
,48342,2015/11/16,広辞苑　第6版　付録,ｺｳｼﾞｴﾝ ﾀﾞｲ6ﾊﾝ ﾌﾛｸ,,,,,新村　出,ｼﾝ ﾑﾗ ｲｽﾞﾙ,,813.1,ｼﾝ,付録,岩波書店,2008,288/93p,23cm,,,,日本語--辞書,その他,白山商会,,事典棚,,,,,False,,,,False,,,,False,True,True,,
,48349,2015/12/03,祖父の歌を尋ねて,ｿﾌ ﾉ ｳﾀ ｵ ﾀｽﾞﾈﾃ,,,,,松原　白夏/著　松原　照政、松原　教代/編,ﾏﾂﾊﾞﾗ ﾊｯｶ/ﾁｮ  ﾏﾂﾊﾞﾗ ﾃﾙﾏｻ/ﾏﾂﾊﾞﾗ ﾉﾘﾖ/ﾍﾝ,,911.1,ﾏﾂ,,サンメッセ,2015,153 61p,20cm,,,,,寄付,,,図書室,,,,,False,,,,False,,,,False,True,True,,
,48485,2016/02/05,花子　,ﾊﾅｺ,ロダンに愛された国際女優,ﾛﾀﾞﾝ ﾆ ｱｲｻﾚﾀ ｺｸｻｲ ｼﾞｮﾕｳ,マンガで見る日本まん真ん中おもしろ人物史シリーズ　３,ﾏﾝｶﾞ ﾃﾞ ﾐﾙ ﾆｯﾎﾟﾝ ﾏﾝﾏﾝﾅｶ ｵﾓｼﾛ ｼﾞﾝﾌﾞﾂｼ ｼﾘｰｽﾞ 3,里中　満智子/構成,ｻﾄﾅｶ ﾏﾁｺ/ｺｳｾｲ,,772.1,ｻﾄ,３,岐阜県,2000,213p,22cm,,,,花子 1868-1945 ,寄付,,,図書室,,,シリーズ著者　石ノ森章太郎　監修,,False,,,,False,,,,False,True,True,,
,48486,2016/02/05,時代考証事典　続,ｼﾞﾀﾞｲ ｺｳｼｮｳ ｼﾞﾃﾝ ｿﾞｸ,,,,,稲垣　史生,ｲﾅｶﾞｷ ﾌﾐｵ,,210.5,ｲｼ,続,新人物往来社,1985,536p,22cm,4800,,,日本--歴史--江戸時代 日本--風俗・習慣--歴史--江戸時代 ,その他,,,図書室,,,, 折り込図1枚,False,,,,False,,,,False,True,True,,
978-4-000801-21-8,48275,2015/10/30,広辞苑　第６版,ｺｳｼﾞｴﾝ ﾀﾞｲ6ﾊﾝ,,,,,新村　出／編,ｼﾝﾗ ｲｽﾞﾙ ﾍﾝ,,813.1,ｼﾝ,,岩波書店,2008,,23cm,8640,,国語辞典であるとともに、学術専門語ならびに百科全般にわたる事項・用語を含む中辞典として編修したもの。１万項目を新たに収録し、収載総項目は２４万である。別冊付録として「漢字・難読語一覧」「アルファベット略語」が付く。,日本語--辞書 ,図書費,白山商会,7603,事典棚,,,別冊付録あり,,False,,,,False,,,,False,True,True,,
978-4-002709-18-5,47893,2015/04/07,憲法九条は私たちの安全保障です。,ｹﾝﾎﾟｳ ｷｭｳｼﾞｮｳ ﾜ ﾜﾀｼﾀﾁ ﾉ ｱﾝｾﾞﾝﾎｼｮｳ ﾃﾞｽ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,梅原 猛/大江 健三郎/奥平 康弘/澤地 久枝/鶴見 俊輔/池田 香代子/金 泳鎬/坂田 雅裕,ｳﾒﾊﾗ ﾀｹｼ,,323.1,ｳﾀ,,岩波書店,2015,60p,21cm,520,,“積極的平和主義”？「平和」に形容詞はいらない！集団的自衛権とは何か？安倍政権の目論みはどこにあるのか？「日本をふたたび強い国にする」、その帰結はどのようなものになるのか？７０年前にも市民が犠牲となった。そして現在も、平和を望む市民の精神が蹂躙されようとしている。声を上げるときだ！私たち市民の力、世論の力こそが、立憲主義への暴挙拡大を阻むのです。,戦争の放棄 ,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-19-2,47894,2015/04/07,火山と原発,ｶｻﾞﾝ ﾄ ｹﾞﾝﾊﾟﾂ,最悪のシナリオを考える,ｻｲｱｸ ﾉ ｼﾅﾘｵ ｵ ｶﾝｶﾞｴﾙ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,古儀君男,ｺｷﾞ ｷﾐｵ,,543.5,ｺｷ,,岩波書店,2015,63p,21cm,520,,御嶽山の噴火は、日本全国に戦慄をもたらした。しかし、それよりはるかに多量の噴出物をもたらす「超巨大噴火」が、この日本で起こるおそれも十分にある。もし九州で起こったら、火砕流や大量の火山灰は川内原発、ひいては日本中の原発に何をもたらすのか―。火山の基礎から解説し、絶望的なシナリオを直視する。,原子力発電所  火山,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-20-8,47896,2015/04/08,3.11を心に刻んで2015,3.11 ｵ ｺｺﾛ ﾆ ｷｻﾞﾝﾃﾞ 2015,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,岩波書店編集部編,ｲﾜﾅﾐｼｮﾃﾝﾍﾝｼｭｳﾌﾞ ﾍﾝ,,369.3,ｲ,,岩波書店,2015,119p,21p,700,,大震災のあと、１３０名を超える筆者により毎月書き継がれてきたウェブ連載「３．１１を心に刻んで」。本書にはその第４期分を収録するとともに、被災地の現在を伝えつづける河北新報社の現地ルポ「歩み」と、同紙記者による書下ろしを加える。,,図書費,白山商会,680,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-21-5,47895,2015/04/08,秘密保護法対策マニュアル,ﾋﾐﾂﾎｺﾞﾎｳ ﾀｲｻｸ ﾏﾆｭｱﾙ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,海渡　雄一,ｶｲﾄﾞ ﾕｳｲﾁ,,326.8,ｶﾕ,,岩波書店,2015,63p,21cm,520,,強い反対世論にもかかわらず制定された秘密保護法。「情報をとれなくなる」というジャーナリズムからの声や、「違法行為を内部通報するのも違法なのか」といった具体的な疑問にこたえ、法律の問題点を整理しつつ、萎縮せずに取材・表現をつづけるために、秘密保護法対策弁護団が送り出す実践マニュアル。,,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-22-2,47897,2015/04/08,小学校からの英語教育をどうするか  ,ｼｮｳｶﾞｯｺｳ ｶﾗ ﾉ ｴｲｺﾞ ｷｮｳｲｸ ｵ ﾄﾞｳｽﾙｶ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,柳瀬陽介　小泉清裕 ,ﾔﾅｾ ﾖｳｽｹ  ｺｲｽﾞﾐ ｷﾖﾋﾛ,,375.8,ﾔﾖ,,岩波書店,2015,63p,21cm,520,,間違った方向で進めると、公教育の信頼失墜、格差の固定や疎外感を抱く子どもの増加にもつながりかねない英語教育改革。グローバル化に踊らされず、多言語・多文化社会で本当に必要とされる力を育む授業とはどのようなものか。英語力ではなく、子どもを育てるのだということに立ち返りつつ、小学校から高等教育につながる英語教育のあるべき姿を保護者や教師と一緒に考える。,英語教育--小学校--日本 ,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-23-9,47892,2015/04/24,安倍政権とジャーナリズムの覚悟,ｱﾍﾞｾｲｹﾝ ﾄ ｼﾞｬｰﾅﾘｽﾞﾑ ﾉ ｶｸｺﾞ,,,,,原 寿雄,ﾊﾗ ﾄｼｵ,,070.4,ﾊﾄ,,岩波書店,2015,71p,21cm,580,,メディアが再び戦争に協力しないために―戦後日本のジャーナリズムとともに歩んできた著者による渾身の提言！,ジャーナリズム 日本--政治,図書費,白山商会,563,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-24-6,47898,2015/05/25,知りたい！ソーシャルワーカーの仕事,ｼﾘﾀｲ ｿｰｼｬﾙﾜｰｶｰ ﾉ ｼｺﾞﾄ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,木下　大生　藤田　孝典,ｷﾉｼﾀ ﾀﾞｲｾｲ ﾌｼﾞﾀ ﾀｶﾉﾘ,,369.1,ｷﾀﾞ,,岩波書店,2015,67p,21cm,580,,進む人口減少・高齢化社会。深刻化する格差・貧困。ニーズの多様化。そんななか、需要が高まり、注目されている「ソーシャルワーカー」という職業。その仕事の醍醐味と面白さ、さまざまな職場環境、資格、今後の課題など、多様な側面から迫ります。現場と理論をよく知る気鋭の若手二人による、最適の入門書。,ケース・ワーカー ,図書費,白山商会,563,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-25-3,47899,2015/05/25,原発　決めるのは誰か,ｹﾞﾝﾊﾟﾂ ｷﾒﾙ ﾉ ﾜ ﾀﾞﾚｶ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,吉岡 斉/寿楽 浩太/宮台 真司/杉田 敦,ﾖｵｶ ﾋﾄｼ  ｼﾞｭﾗｸ ｺｳﾀ  ﾐﾔﾀﾞｲ ｼﾝｼﾞ  ｽｷﾞﾀ ｱﾂｼ,,539,ﾖﾋ ,,岩波書店,2015,71p,21cm,580,,「脱原発」を求める多数の声があるのに、政策の決定過程には反映されず、福島原発事故以前の原子力政策への回帰が進められている。政策を実際に決めているのは誰であり、本来は誰であるべきなのか。専門知識が求められる問題に、私たちはどう関わっていけるのか。科学技術政策を専門とする２氏の報告と、社会学者・政治学者を加えた４氏の討論を収載。,原子力政策 ,図書費,白山商会 ,563,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-26-0,48089,2015/06/30,「エネルギー自治」で地域再生！,ｴﾈﾙｷﾞｰ ｼﾞﾁ ﾃﾞ ﾁｲｷ ｻｲｾｲ,飯田モデルに学ぶ,ｲｲﾀﾞ ﾓﾃﾞﾙ ﾆ ﾏﾅﾌﾞ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,諸富 徹,ﾓﾛﾄﾐ ﾄｵﾙ,,501.6,ﾓﾄ,,岩波書店,2015,75p,21cm,669,,再生可能エネルギーへの投資が加速している。しかし、再エネ事業を大手企業が担っているのでは、集中型の電力供給システムの形は変わらない。本書では再エネ普及で先進的な長野県飯田市を取り上げ、地元で分散型の再エネ事業を担うことの重要性と、事業推進の過程で地域の住民自治力が涵養されることを指摘する。再エネ事業をハード面だけでなく、ソフト面とも一体のものとして分析し、将来の方向性を指し示す。,再生可能エネルギー 飯田市　政治・行政 　地域開発 ,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-27-7,48090,2015/06/30,原発避難者の声を聞く,ｹﾞﾝﾊﾟﾂ ﾋﾅﾝｼｬ ﾉ ｺｴ ｵ ｷｸ,復興政策の何が問題か,ﾌｯｺｳ ｾｲｻｸ ﾉ ﾅﾆ ｶﾞ ﾓﾝﾀﾞｲ ｶ,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,山本 薫子/高木 竜輔/佐藤 彰彦/山下 祐介,ﾔﾏﾓﾄ ｶﾎﾙｺ  ﾀｶｷ ﾘｭｳｽｹ  ｻﾄｳ ｱｷﾋｺ  ﾔﾏｼﾀ ﾕｳｽｹ  ,,369.3,ﾔｶ,,岩波書店,2015,79p,21cm,669,,原発事故により強制避難地域となった福島県富岡町。町民たちによるタウンミーティングでは、過酷な避難生活の現実が語られてきた。将来の見通しが立たない生活、健康被害への心配、避難者同士の軋轢…。復興政策は当事者の苦悩に向き合っているか。事故後、同町の調査を続ける著者らが、町民たちの声をもとに、政策の矛盾を問い、人間のための復興に必要な具体的提案を行う。,福島第一原子力発電所事故（２０１１）   避難富岡町（福島県） ,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-28-4,48091,2015/06/30,パレスチナ戦火の中の子どもたち,ﾊﾟﾚｽﾁﾅ ｾﾝｶ ﾉ ﾅｶ ﾉ ｺﾄﾞﾓ ﾀﾁ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,古居　みずえ,ﾌﾙｲ ﾐｽﾞｴ,,319.2,ﾌﾐ,,岩波書店,2015,62p,21cm,561,,二〇一四年夏のイスラエル軍侵攻下で何が起こったのか。みたび戦火を経験した子どもたちに密着した貴重な記録。,,図書費,白山商会,506,事典棚,,,,,False,,,,False,,,,False,True,True,,
978-4-002709-29-1,48130,2015/09/18,いま、「靖国」を問う意味,ｲﾏ ﾔｽｸﾆ ｵ ﾄｳ ｲﾐ,,,岩波ブックレット,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ,田中　伸尚,ﾀﾅｶ ﾉﾌﾞﾏｻ,,175.1,ﾀﾅ,,岩波書店,2015,79p,21cm,620,,「私は戦争に行きたくないし、靖国神社に祀られたくない」。安倍首相の靖国参拝を問う訴訟の原告になった２０代の若者は、法廷でそう陳述した。「戦争のできる国」へと突き進む安倍政権のもと、靖国神社に対する社会の意識が問われている。なぜ国家は戦死者を追悼しようとするのか。「尊い犠牲」とは何か。死者や遺族らの自己決定権は。国家による追悼に抗う人びとを追いながら、「靖国」の問題性を根源から考える。,靖国神社　宗教と政治  ,図書費,白山商会,603,事典棚,,,,,False,,,,False,,,,False,True,True,,
