978-4-002709-82-6,48979,2018/05/01,ファクトチェックとは何か,ﾌｧｸﾄﾁｪｯｸ ﾄﾜ ﾅﾆ ｶ,,,岩波ブックレット Ｎｏ．９８２,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 982,立岩 陽一郎／著 楊井 人文／著,ﾀﾃｲﾜ ﾖｳｲﾁﾛｳ ﾔﾅｲ ﾋﾄﾌﾐ,,070,ﾀ,,岩波書店,2018,70p,21cm,580,18018313,「フェイクニュース」のあふれる現代社会で、情報の真偽を確かめるための有効なツールである「ファクトチェック」。その作法や原則、国際的な潮流などについて解説する。,ニュース　ジャーナリズム　ニュース　ジャーナリズム,図書費,白山商会,563,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-83-3,48985,2018/05/21,どんなことが起こってもこれだけは本当だ、ということ。 幕末・戦後・現在,ﾄﾞﾝﾅ ｺﾄ ｶﾞ ｵｺｯﾃ ﾓ ｺﾚ ﾀﾞｹ ﾜ ﾎﾝﾄｳ ﾀﾞ ﾄ ｲｳ ｺﾄ ﾊﾞｸﾏﾂ ｾﾝｺﾞ ｹﾞﾝｻﾞｲ,,,岩波ブックレット Ｎｏ．９８３,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 983,加藤 典洋／著,ｶﾄｳ ﾉﾘﾋﾛ,,914.6,ｶ,,岩波書店,2018,71p,21cm,580,18023156,「開かれたかたちで、考える」とは。幕末から戦後、現在を貫いて、紋切り型の「正しさ」を内側から覆す、新しい思考の流儀を語る。２０１７年８月開催の「第１９回信州岩波講座２０１７」での講演を加筆し書籍化。,,図書費,白山商会,563,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-85-7,49942,2018/09/05,アニマルウェルフェアとは何か 倫理的消費と食の安全,ｱﾆﾏﾙｳｪﾙﾌｪｱ ﾄﾜ ﾅﾆｶ ﾘﾝﾘﾃｷ ｼｮｳﾋ ﾄ ｼｮｸ ﾉ ｱﾝｾﾞﾝ,,,岩波ブックレット Ｎｏ．９８５,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 985,枝広 淳子／著,ｴﾀﾞﾋﾛ ｼﾞｭﾝｺ,,645,ｴ,,岩波書店,2018,71p,21cm,580,18037838,動物たちは生まれてから死ぬまで、その動物本来の行動をとることができ、幸福な状態でなければならない－。欧米で広がるアニマルウェルフェアの考え方と取組みを紹介。日本の畜産で対応が急務であることを説く。,カチク　ドウブツ ホゴ　家畜　動物 保護,図書費,白山商会,563,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-86-4,49955,2018/10/02,「明治礼賛」の正体,ﾒｲｼﾞﾗｲｻﾝ ﾉ ｼｮｳﾀｲ,,,岩波ブックレット Ｎｏ．９８６,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 986,斎藤 貴男／著,ｻｲﾄｳ ﾀｶｵ,,312.1,ｻ,,岩波書店,2018,71p,21cm,580,18042162,歴史を改竄し、国策として進められる「明治礼賛」。その背後にある構想は、財界の意向を尊重し、また対米従属下で軍国主義へと舵をきる２１世紀版〈殖産興業・富国強兵〉ではないのか。その実態を暴き、この国のゆくえを問う。,アベ シンゾウ　安倍晋三　ニホン セイジギョウセイ　日本 政治・行政,図書費,白山商会,563,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-87-1,49956,2018/10/09,辺野古に基地はつくれない,ﾍﾉｺ ﾆ ｷﾁ ﾜ ﾂｸﾚﾅｲ,,,岩波ブックレット Ｎｏ．９８７,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 987,山城 博治／著 北上田 毅／著,ﾔﾏｼﾛ ﾋﾛｼﾞ ｷﾀｳｴﾀﾞ ﾂﾖｼ,,395.3,ﾔ,,岩波書店,2018,62p,21cm,520,18045154,沖縄の美ら海を破壊し、強行される米軍基地建設。しかし、埋立予定地は軟弱地盤で、その底には活断層が…。長年、公共土木工事に携わってきた著者が、工事の面から辺野古新基地建設事業の現状と問題点を検討する。,グンジキチ　オキナワモンダイ　軍事基地　沖縄問題,図書費,白山商会,506,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-88-8,49963,2018/10/31,地域の食をブランドにする！ 食のテキストを作ろう,ﾁｲｷ ﾉ ｼｮｸ ｵ ﾌﾞﾗﾝﾄﾞ ﾆ ｽﾙ ｼｮｸ ﾉ ﾃｷｽﾄ ｵ ﾂｸﾛｳ,,,岩波ブックレット Ｎｏ．９８８,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 988,金丸 弘美／著,ｶﾅﾏﾙ ﾋﾛﾐ,,601.1,ｶ,,岩波書店,2018,63p,21cm,620,18047061,地域の食に付加価値をつけて都市部に売り込む「食のブランド化」が注目されている。その基礎となるテキストの作り方や、バイヤー・消費者・マスコミ向けのプロモーションの具体的な方法を紹介する。,チイキカイハツ　ブランディング　ショクヒン　地域開発　ブランディング　食品,図書費,白山商会,603,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-89-5,49967,2018/11/17,調査報告学校の部活動と働き方改革 教師の意識と実態から考える,ﾁｮｳｻ ﾎｳｺｸ ｶﾞｯｺｳ ﾉ ﾌﾞｶﾂﾄﾞｳ ﾄ ﾊﾀﾗｷｶﾀ ｶｲｶｸ ｷｮｳｼ ﾉ ｲｼｷ ﾄ ｼﾞｯﾀｲ ｶﾗ ｶﾝｶﾞｴﾙ,,,岩波ブックレット Ｎｏ．９８９,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 989,内田 良／著 上地 香杜／著 加藤 一晃／著 野村 駿／著 太田 知彩／著,ｳﾁﾀﾞ ﾘｮｳ ｶﾐｼﾞ ｺﾄ ｶﾄｳ ｶｽﾞｱｷ ﾉﾑﾗ ﾊﾔｵ ｵｵﾀ ｶｽﾞｻ,,374.37,ｳ,,岩波書店,2018,84p,21cm,620,18051856,教師に重くのしかかる部活動指導は、制度上は義務ではなく、解放を求める声も上がっている。では、どの世代、専門、経験をもつ教師の負担になっているのか。勤務と意識の実態を、独自の全国調査データから描き出す。,キョウイン　ロウドウジカン　クラブカツドウ　教員　労働時間　クラブ活動,図書費,白山商会,603,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-002709-90-1,49986,2019/01/07,いま、〈平和〉を本気で語るには 命・自由・歴史,ｲﾏ ﾍｲﾜ ｵ ﾎﾝｷ ﾃﾞ ｶﾀﾙ ﾆﾜ ｲﾏ ｲｶﾆｼﾃ ﾎﾝｷ ﾃﾞ ﾍｲﾜ ｶﾞ ｶﾀﾚﾙｶ ｲﾉﾁ ｼﾞﾕｳ ﾚｷｼ,,,岩波ブックレット Ｎｏ．９９０,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 990,ノーマ・フィールド／著,ﾌｨｰﾙﾄﾞ ﾉｰﾏ ﾉｰﾏﾌｨｰﾙﾄﾞ,,319.8,ﾌ,,岩波書店,2018,55p,21cm,520,18057086,平和について、「本気で」語りあうことがなぜ難しいのか。全体主義に立ち向かう一歩を踏み出すために、過労死、不登校、従軍慰安婦問題、福島の復興などを考察する。２０１５年１１月、札幌北光教会での講演に加筆し書籍化。,ヘイワ　平和,図書費,白山商会,506,新書書架,,,「今、いかにして本気で〈平和〉が語れるか」（北海道宗教者平和協議会　２０１６年刊）の改題，加筆修正,,False,,,,False,,,,False,False,True,,
978-4-002709-91-8,49993,2019/01/30,就学時健診を考える 特別支援教育のいま 新版,ｼｭｳｶﾞｸｼﾞｹﾝｼﾝ ｵ ｶﾝｶﾞｴﾙ ﾄｸﾍﾞﾂｼｴﾝｷｮｳｲｸ ﾉ ｲﾏ,,,岩波ブックレット Ｎｏ．９９１,ｲﾜﾅﾐﾌﾞｯｸﾚｯﾄ 991,小笠 毅／編,ｵｶﾞｻ ﾀｹｼ,,378,ｵ,,岩波書店,2019,85p,21cm,620,19002318,国内外の法や権利が大きく改善されて多様な障害への理解が進む中、新たに始まった子どもたちの「就学時健診」は何が、どう変わったのか。希望をつむぐ教育を展望するために、変容する特別支援教育のいまを解説する。,トクベツシエンキョウイク　特別支援教育,図書費,白山商会,603,図書室,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-03-6,48947,2018/04/13,官僚たちのアベノミクス 異形の経済政策はいかに作られたか,ｶﾝﾘｮｳ ﾀﾁ ﾉ ｱﾍﾞﾉﾐｸｽ ｲｷﾞｮｳ ﾉ ｹｲｻﾞｲｾｲｻｸ ﾜ ｲｶﾆ ﾂｸﾗﾚﾀｶ,,,岩波新書　新赤版 １７０３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1703,軽部 謙介／著,ｶﾙﾍﾞ ｹﾝｽｹ,,332.1,ｶ,,岩波書店,2018,252 5p,18cm,860,18009213,アベノミクスは、いつ、どこで、誰によって形成されていったのか。圧倒的な取材力を誇る著者が、延べ約１２０人へのインタビュー、公文書、議事録など様々なソースによって、異例の政策の生成過程をつぶさに再現する。,ケイザイセイサク ニホン　経済政策 日本,図書費,白山商会,836,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-004317-04-3,48948,2018/04/13,地元経済を創りなおす 分析・診断・対策,ｼﾞﾓﾄｹｲｻﾞｲ ｵ ﾂｸﾘ ﾅｵｽ ﾌﾞﾝｾｷ ｼﾝﾀﾞﾝ ﾀｲｻｸ,,,岩波新書　新赤版 １７０４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1704,枝広 淳子／著,ｴﾀﾞﾋﾛ ｼﾞｭﾝｺ,,601.1,ｴ,,岩波書店,2018,209p,18cm,780,18009220,人口減少、駅前のシャッター通り…。地元経済の悪循環を断ち切る方策はないのか。現状をまずは「見える化」し、お金や雇用を外部に依存する割合を減らすための考え方やツールを紹介。好循環を生んだ事例も掲載する。,チイキカイハツ　チイキケイザイ　地域開発　地域経済,図書費,白山商会,758,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-05-0,48949,2018/04/13,ベルルスコーニの時代 崩れゆくイタリア政治,ﾍﾞﾙﾙｽｺｰﾆ ﾉ ｼﾞﾀﾞｲ ｸｽﾞﾚﾕｸ ｲﾀﾘｱ ｾｲｼﾞ,,,岩波新書　新赤版 １７０５,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1705,村上 信一郎／著,ﾑﾗｶﾐ ｼﾝｲﾁﾛｳ,,312.3,ﾑ,,岩波書店,2018,274p,18cm,840,18009223,大衆的な人気、マフィアとの癒着、メディアの買収…。民主主義の復興を模索するイタリアに、新たな腐敗の構図をもたらした“先駆的”なポピュリスト政治家ベルルスコーニ。スキャンダラスな政治家の実像に迫るイタリア現代史。,ベルルスコーニ シルヴィオ　イタリア セイジギョウセイ　イタリア 政治・行政,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-06-7,48950,2018/04/13,ナポレオン 最後の専制君主、最初の近代政治家,ﾅﾎﾟﾚｵﾝ ｻｲｺﾞ ﾉ ｾﾝｾｲｸﾝｼｭ ｻｲｼｮ ﾉ ｷﾝﾀﾞｲ ｾｲｼﾞｶ,,,岩波新書　新赤版 １７０６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1706,杉本 淑彦／著,ｽｷﾞﾓﾄ ﾖｼﾋｺ,,289.3,ｽ,,岩波書店,2018,225 7p,18cm,840,18009231,コルシカという周縁の地に生をうけ、革命の荒波を乗り切り、皇帝にまで登りつめたナポレオン。若き日の革命人士としての行動、エジプト遠征、プロパガンダ等の新たな視点も盛り込み、歴史の中の生涯を描きだす。関連年表付き。,ナポレオン　ナポレオン（１世）,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-07-4,48951,2018/04/13,経済数学入門の入門,ｹｲｻﾞｲ ｽｳｶﾞｸ ﾆｭｳﾓﾝ ﾉ ﾆｭｳﾓﾝ,,,岩波新書　新赤版 １７０７,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1707,田中 久稔／著,ﾀﾅｶ ﾋｻﾄｼ,,331.1,ﾀ,,岩波書店,2018,164p,18cm,760,18009236,予備知識なしで読める、「経済数学入門の入門」。微分、偏微分、最適化問題、差分方程式、動的計画法など、経済学に登場するさまざまな数学を、経済学的な考え方に基づいて説明する。,ケイザイスウガク　経済数学,図書費,白山商会,739,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-08-1,48952,2018/04/13,津波災害 減災社会を築く 増補版,ﾂﾅﾐ ｻｲｶﾞｲ ｹﾞﾝｻｲ ｼｬｶｲ ｵ ｷｽﾞｸ,,,岩波新書　新赤版 １７０８,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1708,河田 惠昭／著,ｶﾜﾀ ﾖｼｱｷ,,369.3,ｶ,,岩波書店,2018,240p,18cm,840,18009242,来たるべき大津波に、どう備えるか。被害をいかに最小限におさえるかという「減災」の視点を重要視し、災害研究の第一人者が、津波減災社会の構築へ向けた具体的施策を示す。南海トラフ巨大地震、３１１大津波を新たに加筆。,ツナミ　サイガイヨボウ　津波　災害予防,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-09-8,48966,2018/04/16,インド哲学１０講,ｲﾝﾄﾞ ﾃﾂｶﾞｸ ｼﾞｯｺｳ,,,岩波新書　新赤版 １７０９,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1709,赤松 明彦／著,ｱｶﾏﾂ ｱｷﾋｺ,,126,ｱ,,岩波書店,2018,241 14p,18cm,840,18014965,難解と思われがちなインド哲学のおもしろさと広がりを捉える入門書。世界の成り立ち、存在と認識、物質と精神、業と因果、言葉それ自体についての深い思索の軌跡を、原典読解をふまえながら考察する。,インドテツガク　インド哲学,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-10-4,48964,2018/04/16,ライシテから読む現代フランス 政治と宗教のいま,ﾗｲｼﾃ ｶﾗ ﾖﾑ ｹﾞﾝﾀﾞｲ ﾌﾗﾝｽ ｾｲｼﾞ ﾄ ｼｭｳｷｮｳ ﾉ ｲﾏ,,,岩波新書　新赤版 １７１０,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1710,伊達 聖伸／著,ﾀﾞﾃ ｷﾖﾉﾌﾞ,,316.2,ﾀﾞ,,岩波書店,2018,243p,18cm,840,18014976,数々のテロ事件を受け、政治と宗教、共生と分断のはざまで揺れているフランス。国内第二の宗教であるイスラームとの関係をめぐり、２０１７年大統領選挙の主要争点ともなったライシテについて論じる。,シュウキョウトセイジ　シュウキョウ フランス　宗教と政治　宗教 フランス,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-11-1,48965,2018/04/16,マーティン・ルーサー・キング 非暴力の闘士,ﾏｰﾃｨﾝﾙｰｻｰｷﾝｸﾞ ﾋﾎﾞｳﾘｮｸ ﾉ ﾄｳｼ,,,岩波新書　新赤版 １７１１,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1711,黒崎 真／著,ｸﾛｻｷ ﾏｺﾄ,,198.6,ｸ,,岩波書店,2018,240p,18cm,820,18014979,人びとを非暴力による社会変革へと導いたキング牧師。栄光の前半生だけでなく、貧困のないアメリカを夢見た彼の後半生に焦点をあて、武器をとらずに闘い抜いた、苛烈な生涯をえがく。読書案内も収録。,キング マーティン・ルーサー,図書費,白山商会,700,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-12-8,48974,2018/05/01,ルポ保育格差,ﾙﾎﾟ ﾎｲｸ ｶｸｻ,,,岩波新書　新赤版 １７１２,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1712,小林 美希／著,ｺﾊﾞﾔｼ ﾐｷ,,369.4,ｺ,,岩波書店,2018,240p,18cm,840,18021150,どの保育園に入るかで、その子の一生が決まると言っても過言ではない。園の中でどのような保育が行われているのか？　園によって大きな違いがあるのはなぜなのか？　保育格差を取り上げた迫力のレポート。,ホイクショ　保育所,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-13-5,48975,2018/05/01,データサイエンス入門,ﾃﾞｰﾀ ｻｲｴﾝｽ ﾆｭｳﾓﾝ,,,岩波新書　新赤版 １７１３,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1713,竹村 彰通／著,ﾀｹﾑﾗ ｱｷﾐﾁ,,007.6,ﾀ,,岩波書店,2018,166 5p,18cm,760,18021152,データ処理、データ分析に必要な情報学（コンピュータ科学）、統計学の基本知識をおさえ、新たな価値創造のスキルの学び方を紹介。データサイエンスの果たす役割や性格について、さまざまな観点から論じる。,データマイニング　ビッグデータ　スウリトウケイガク　データマイニング　ビッグデータ　数理統計学,図書費,白山商会,740,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-14-2,48976,2018/05/01,声優 声の職人,ｾｲﾕｳ ｺｴ ﾉ ｼｮｸﾆﾝ,,,岩波新書　新赤版 １７１４,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1714,森川 智之／著,ﾓﾘｶﾜ ﾄｼﾕｷ,,771.7,ﾓ,,岩波書店,2018,145 21p,18cm,780,18021154,日本中の女子をお世話してきた「帝王」であり、３０年以上もトップを走ってきた実力派声優・森川智之による声優論＝役者論。声優という職業、これまでの歩み、声優が表舞台に出ること、声優養成所の開設などについて語る。,セイユウ　声優,図書費,白山商会,758,新書書架,,,,,False,,,,False,,,1,False,False,True,,
978-4-004317-15-9,48977,2018/05/01,後醍醐天皇,ｺﾞﾀﾞｲｺﾞ ﾃﾝﾉｳ,,,岩波新書　新赤版 １７１５,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1715,兵藤 裕己／著,ﾋｮｳﾄﾞｳ ﾋﾛﾐ,,288.4,ﾋ,,岩波書店,2018,241 3p,18cm,840,18021160,鎌倉幕府崩壊から南北朝動乱へ、日本社会の大きな転換を引き起こした後醍醐天皇。その実像と虚像について検討するとともに、彼の出現によって引き起こされた政治史的、思想史的な諸問題を考察する。,ゴダイゴ　テンノウ　後醍醐天皇　ケンムノチュウコウ　ニホン レキシ ナンボクチョウジダイ　建武中興（１３３３～１３３６）　日本 歴史 南北朝時代,図書費,白山商会,816,新書書架,,,,,False,,,,False,,,,False,False,True,,
978-4-004317-16-6,48978,2018/05/01,五日市憲法,ｲﾂｶｲﾁ ｹﾝﾎﾟｳ,,,岩波新書　新赤版 １７１６,ｲﾜﾅﾐｼﾝｼｮｼﾝｱｶﾊﾞﾝ 1716,新井 勝紘／著,ｱﾗｲ ｶﾂﾋﾛ,,213.6,ｱ,,岩波書店,2018,214p,18cm,820,18021162,開かずの蔵と呼ばれる旧家の土蔵で見つかった、五日市憲法草案。起草者の千葉卓三郎とは何者なのか？　なぜこの地域で、このような憲法草案が誕生したのか？　自由民権運動の歴史の水脈をさぐる。,チバ タクサブロウ　千葉卓三郎　アキルノシ レキシ　ジユウミンケンウンドウ　ケンポウ ニホン　あきる野市 歴史　自由民権運動　憲法 日本,図書費,白山商会,797,新書書架,,,,,False,,,,False,,,,False,False,True,,
