ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
,90002013,1999/01/01,週刊 世界の美術館　２８　／パリ市立近代美術館【フランス】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ28/ﾊﾟﾘｼﾘﾂｷﾝﾀﾞｲﾋﾞｼﾞｭﾂｶﾝ｢ﾌﾗﾝｽ｣,,,週刊［世界の美術館］　２８,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣28,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊028,講談社,2000,,３０,560,,パリ市立近代美術館,パリ市立近代美術館,,,,,,,２０００．０８．２２／２９,,False,,,,False,,,1,False,True,False,,
,90002014,1999/01/01,週刊 世界の美術館　２９　／アルテ・ピナコテーク【ドイツ】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ29/ｱﾙﾃﾋﾟﾅｺﾃｰｸ｢ﾄﾞｲﾂ｣,,,週刊［世界の美術館］　２９,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣29,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊029,講談社,2000,,３０,560,,アルテ・ピナコテーク,アルテ・ピナコテーク,,,,,,,２０００．０９．０５,,False,,,,False,,,1,False,True,False,,
,90002015,1999/01/01,週刊 世界の美術館　３０　／シャガール美術館【フランス】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ30/ｼｬｶﾞｰﾙﾋﾞｼﾞｭﾂｶﾝ｢ﾌﾗﾝｽ｣,,,週刊［世界の美術館］　３０,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣30,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊030,講談社,2000,,３０,560,,シャガール美術館,シャガール美術館,,,,,,,２０００．０９．１２,,False,,,,False,,,1,False,True,False,,
,90002016,1999/01/01,週刊 世界の美術館　３１　／エルミタージュ美術館Ⅱ【ロシア】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ31/ｴﾙﾐﾀｰｼﾞｭﾋﾞｼﾞｭﾂｶﾝ2｢ﾛｼｱ｣,,,週刊［世界の美術館］　３１,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣31,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊031,講談社,2000,,３０,560,,エルミタージュ美術館,エルミタージュ美術館,,,,,,,２０００．０９．１９,,False,,,,False,,,1,False,True,False,,
,90002017,1999/01/01,週刊 世界の美術館　３２　／クレラー＝ミュラー美術館【オランダ】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ32/ｸﾚﾗｰ=ﾐｭﾗｰﾋﾞｼﾞｭﾂｶﾝ2｢ｵﾗﾝﾀﾞ｣,,,週刊［世界の美術館］　３２,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣32,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊032,講談社,2000,,３０,560,,クレラー＝ミュラー美術館,クレラー＝ミュラー美術館,,,,,,,２０００．０９．２６,,False,,,,False,,,1,False,True,False,,
,90002018,1999/01/01,週刊 世界の美術館　３３　／大英博物館Ⅱ【イギリス】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ33/ﾀﾞｲｴｲﾊｸﾌﾞﾂｶﾝ2｢ｲｷﾞﾘｽ｣ｲｷﾞﾘｽ,,,週刊［世界の美術館］　３３,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣333,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊033,講談社,2000,,３０,560,,大英博物館,大英博物館,,,,,,,２０００．１０．０３,,False,,,,False,,,1,False,True,False,,
,90002019,1999/01/01,週刊 世界の美術館　３４　／アムステルダム国立美術館【オランダ】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ34/ｱﾑｽﾃﾙﾀﾞﾑｺｸﾘﾂﾋﾞｼﾞｭﾂｶﾝ｢ｵﾗﾝﾀﾞ｣,,,週刊［世界の美術館］　３４,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣34,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊034,講談社,2000,,３０,560,,アムステルダム国立美術館,アムステルダム国立美術館,,,,,,,２０００．１０．１０,,False,,,,False,,,1,False,True,False,,
,90002020,1999/01/01,週刊 世界の美術館　３５　／メトロポリタン美術館Ⅱ【アメリカ】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ35/ﾒﾄﾛﾎﾟﾘﾀﾝﾋﾞｼﾞｭﾂｶﾝ2｢ｱﾒﾘｶ｣,,,週刊［世界の美術館］　３５,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣35,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊035,講談社,2000,,３０,560,,メトロポリタン美術館,メトロポリタン美術館,,,,,,,２０００．１０．１７,,False,,,,False,,,1,False,True,False,,
,90002021,1999/01/01,週刊 世界の美術館　３６　／ヴァティカン美術館Ⅱ【イタリア】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ36/ｳﾞｧﾃｨｶﾝﾋﾞｼﾞｭﾂｶﾝ2｢ｲﾀﾘｱ｣,,,週刊［世界の美術館］　３６,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣36,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊036,講談社,2000,,３０,560,,ヴァティカン美術館,ヴァティカン美術館,,,,,,,２０００．１０．２４,,False,,,,False,,,1,False,True,False,,
,90002022,1999/01/01,週刊 世界の美術館　３７　／コートールド美術館【イギリス】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ37/ｺｰﾄｰﾙﾄﾞﾋﾞｼﾞｭﾂｶﾝ｢ｲｷﾞﾘｽ｣,,,週刊［世界の美術館］　３７,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣37,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊037,講談社,2000,,３０,560,,コートールド美術館,コートールド美術館,,,,,,,２０００．１０．３１,,False,,,,False,,,1,False,True,False,,
,90002023,1999/01/01,週刊 世界の美術館　３８　／フィリップス・コレクション【アメリカ】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ38/ﾌｨﾘｯﾌﾟｽｺﾚｸｼｮﾝ｢ｱﾒﾘｶ｣,,,週刊［世界の美術館］　３８,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣38,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊038,講談社,2000,,３０,560,,,,,,,,,,２０００．１１．０７,,False,,,,False,,,1,False,True,False,,
,90002024,1999/01/01,週刊 世界の美術館　３９　／ベルギー王立美術館【ベルギー】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ39/ﾍﾞﾙｷﾞｰｵｳﾘﾂﾋﾞｼﾞｭﾂｶﾝ｢ﾍﾞﾙｷﾞｰ｣,,,週刊［世界の美術館］　３９,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣39,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊039,講談社,2000,,３０,560,,ベルギー王立美術館,ベルギー王立美術館,,,,,,,２０００．１１．１４,,False,,,,False,,,1,False,True,False,,
,90002025,1999/01/01,週刊 世界の美術館　４０　／エジプト国立博物館【エジプト】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ40/ｴｼﾞﾌﾟﾄｺｸﾘﾂﾊｸﾌﾞﾂｶﾝ｢ｴｼﾞﾌﾟﾄ｣,,,週刊［世界の美術館］　４０,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣40,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊040,講談社,2000,,３０,560,,エジプト国立博物館,エジプト国立博物館,,,,,,,２０００．１１．２１,,False,,,,False,,,1,False,True,False,,
,90002026,1999/01/01,週刊 世界の美術館　４１　／ボルゲーゼ美術館【イタリア】,ｼｭｳｶﾝｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ41/ﾎﾞﾙｹﾞｰｾﾞﾋﾞｼﾞｭﾂｶﾝ｢ｲﾀﾘｱ｣,,,週刊［世界の美術館］　４１,ｼｭｳｶﾝ｢ｾｶｲﾉﾋﾞｼﾞｭﾂｶﾝ｣41,講談社,ｺｳﾀﾞﾝｼｬ,,051,ｾ,週刊041,講談社,2000,,３０,560,,,,,,,,,,２０００．１１．２８,,False,,,,False,,,1,False,True,False,,
