ISBN	rgtn	uke_ymd	title	sub_title	series	auth	cls1	cls2	cls3	pub	pub_year	page	size	ymd
	0000030511	2002/02/14	地雷ではなく花をください		絵本	葉　祥明．絵／柳瀬　房子．文／相馬　雪香．英訳	726.5	ﾖ		自由国民社	1996	40	31	2002
978-4-311700-08-8	0000030516	2002/06/11	アメリカの心　／全米を動かした７５のメッセージ／			岡田　芳郎／楓　セビル．田中　洋．訳	159	ﾕ		学生社	1996	208	21	2002
978-4-045222-09-2	0000030517	2002/10/10	ＮＨＫ歴史発見　【９】		歴史発見　９	ＮＨＫ歴史発見取材班	210.088	ｴ	9	角川書店	1993	217	20	2002
978-4-045222-10-8	0000030518	2002/10/10	ＮＨＫ歴史発見　【１０】		歴史発見　１０	ＮＨＫ歴史発見取材班	210.088	ｴ	10	角川書店	1994	217	20	2002
978-4-045222-11-5	0000030519	2002/10/10	ＮＨＫ歴史発見　【１１】		歴史発見　１１	ＮＨＫ歴史発見取材班	210.088	ｴ	11	角川書店	1994	219	20	2002
978-4-045222-12-2	0000030520	2002/10/10	ＮＨＫ歴史発見　【１２】		歴史発見　１２	ＮＨＫ歴史発見取材班	210.088	ｴ	12	角川書店	1994	215	20	2002
978-4-045222-13-9	0000030521	2002/10/10	ＮＨＫ歴史発見　【１３】		歴史発見　１３	ＮＨＫ歴史発見取材班	210.088	ｴ	13	角川書店	1994	215	20	2002
978-4-045222-14-6	0000030522	2002/10/10	ＮＨＫ歴史発見　【１４】		歴史発見　１４	ＮＨＫ歴史発見取材班	210.088	ｴ	14	角川書店	1994	215	20	2002
978-4-045222-15-3	0000030523	2002/10/10	ＮＨＫ歴史発見　【１５】		歴史発見　１５	ＮＨＫ歴史発見取材班	210.088	ｴ	15	角川書店	1994	215	20	2002
978-4-502547-11-9	0000030527	2002/03/21	レンタルの法則　／おもしろ雑学事典／			生活経済研究所	049	ｾ		中央経済社	1996	207	19	2002
978-4-583032-44-3	0000030546	2002/10/29	倉石平のオフェンシブバスケットボール			倉石　平	783.1	ｸ		ベースボール・マガジン社	1996	206	24	2002
	0000030549	2002/06/11	続・アメリカの心　・“アメリカン・マインド”７５のメッセージ／			リチャード・カー／楓　セビ．訳	159	ﾕ	続	学生社	1990	208	21	2002
978-4-487754-73-1	0000030551	2002/03/12	東京古書店グラフィティ			池谷　伊佐夫	024.8	ｲ		東京書籍	1996	167	21	2002
978-4-870308-53-4	0000030553	2002/05/23	気分転換のしかた			小池　能里子	146.8	ｺ		明日香出版社	1996	184	19	2002
	0000030555	2002/02/11	大いなる河の流れ		絵本	フレデリック・バック／寺岡　襄．訳	726.5	ﾊﾞ		あすなろ書房	1996	43	22	2002
978-4-062084-43-7	0000030560	2002/05/26	食べすぎてしまう女たち　／「愛」の依存症／			ジェニーン・ロス／斎藤　学．訳	146	ﾛ		講談社	1996	307	20	2002
978-4-003421-00-0	0000030568	2002/09/07	古代ユダヤ教　〈下〉		岩波文庫	マックス・ヴェーバー／内田　芳明．訳	199	ｳﾞ	下	岩波書店	1996	1106	15	2002
978-4-883190-65-2	0000030569	2002/09/12	ナイジェリアの獄中から　／「処刑」されたオゴニ人作家、最後の手紙／			ケン・サロ・ウィワ／福島　冨士男．訳	994	ｻ		スリーエーネットワーク	1996	315	20	2002
	0000030570	2002/02/12	アフリカの音　--A STORY OF WEST AFRICAN DRUM & DANCE--		絵本	沢田　としき．作・絵	726.5	ｻ		講談社	1996	35	25	2002
978-4-900845-22-0	0000030577	2002/04/16	太陽の王ラムセス　１			クリスチャン・ジャック／鳥取　絹子．訳／吉村　作治	953	ｼﾞ	1	青山出版	1996	298	20	2002
	0000030582	2002/01/25	頭にやさしい雑学読本２　--カレーライスからほーきんぐ博士まで--		快楽脳叢書５	竹内　均．編	049	ﾀ		同文書院	1991	229	19	2002
	0000030587	2002/02/11	日米安保解消への道		岩波新書Ｒ４７６	都留　重人	319.1053	ｼ		岩波書店	1996	210	18	2002
	0000030588	2002/02/11	沖縄 平和の礎		岩波新書Ｒ４７７	太田　昌秀	312.8	ｵ		岩波書店	1996	230	18	2002
	0000030589	2002/02/11	安保条約の成立　--吉田外交と天皇外交--		岩波新書Ｒ４７８	豊下　楢彦	319.1053	ﾄ		岩波書店	1996	242	18	2002
	0000030590	2002/01/20	検証　日韓会談		岩波新書Ｒ４７９	高崎　宗司	210.76	ｸ		岩波書店	1996	223	18	2002
	0000030591	2002/02/11	絵地図の世界像		岩波新書Ｒ４８０	応地　利明	291	ｵ		岩波書店	1996	229	18	2002
	0000030592	2002/02/11	極北シベリア		岩波新書Ｒ４８１	福田　正己	292.93	ﾌ		岩波書店	1996	194	18	2002
978-4-005002-82-5	0000030593	2002/04/07	みんなで見ようガリレオの宇宙		岩波ジュニア新書２８２	若松　謙一／渡部　潤一	443.9	ﾜ		岩波書店	1996	212	18	2002
978-4-002602-88-2	0000030594	2002/10/23	日本美術を見る眼　【新版】　／東と西の出会い		同時代ライブラリー２８８	高階　秀爾	702.1	ﾀ		岩波書店	1996	254	16	2002
978-4-002602-90-5	0000030596	2002/04/01	古典を読む　／おくのほそ道／		同時代ライブラリー２９０	安東　次男	914.5	ｱ		岩波書店	1996	313	16	2002
978-4-062571-51-7	0000030597	2002/03/27	どこまで解ける　西洋の算法　／大数学者たちが愛した問題／		BLUE BACKS Ｂ-１１５１	中村　義作	418	ﾅ		講談社	1996	236	18	2002
978-4-121013-35-4	0000030600	2002/03/07	文化の戦略　--明日の文化交流に向けて--		中公新書１３３５	加藤　淳平	377.6	ｶ		中央公論社	1996	221	18	2002
978-4-121013-36-1	0000030601	2002/03/03	持株会社解禁　--独禁法第九条と日本経済--		中公新書１３３６	下谷　政弘	335.4	ｼ		中央公論社	1996	232	18	2002
978-4-121013-37-8	0000030602	2002/07/11	鍵穴から見たヨーロッパ　／個人主義を支えた技術／		中公新書１３３７	浜本　隆志	581.5	ﾊ		中央公論社	1996	204	18	2002
