	0000035589	2002/02/20	正体　--オサマ・ビンラディンの半生と聖戦--		朝日選書６９１	保坂　修司	289	ﾎ		朝日新聞社	2001	225	19	2002
	0000035590	2002/02/20	大人の教科書　現代史の時間			大人の教科書編纂委員会．編	209.7	ｵ		青春出版社	2001	219	19	2002
	0000035591	2002/02/28	言い難き嘆きもて			大江　健三郎	914.6	ｵ		講談社	2001	332	20	2002
	0000035593	2002/02/28	この国で女であるということ			島　今日子	281.04	ｼ		教育史料出版会	2002	278	21	2002
978-1-053890-33-6	0000035595	2002/02/28	琥珀の望遠鏡		ライラの冒険ｼﾘｰｽﾞ	フィリップ・プルマン／大久保　寛．訳	933	ﾌﾟ	3	新潮社	2002	678	20	2002
978-4-834250-58-9	0000035596	2002/02/25	そうだったのか！　日本現代史			池上　彰	210.76	ｲ		新潮社	2001	255	26	2002
978-4-418014-04-0	0000035597	2002/02/25	改訂新版　日本の野鳥　羽根図鑑		図鑑	笹川　昭雄	488.03	ｻ		世界文化社	2001	399	27	2002
978-4-882027-24-9	0000035599	2002/03/03	聞いた、考えた　サイドからの学校論　--千葉明徳高校を通じて--			堀内　大樹	376.4	ﾎ		彩流社	2001	296	19	2002
978-4-062108-37-9	0000035602	2002/03/03	やりたいことは全部やれ！			大前　研一	914.6	ｵ		講談社	2002	246	20	2002
978-4-305702-34-0	0000035603	2002/03/03	日本語の歴史　--青信号はなぜアオなのか--			小松　英雄	810.2	ｺ		笠間書院	2001	256	20	2002
978-4-309265-18-6	0000035609	2002/03/01	マスード　--愛しの大地アフガン--		写真集	長倉　洋海	748	ﾅ		河出書房新社	2001	111	26	2002
978-4-062108-67-6	0000035610	2002/04/22	ほんね。　／OTOTAKE DIARY 2000〜2001			乙武　洋匡	915.6	ｵ		講談社	2001	302	19	2002
978-4-768301-41-8	0000035611	2002/03/01	装丁の仕事１３２人		画集	日本図書設計家協会	022.57	ﾆ		日本図書設計家協会	2001	149	26	2002
978-4-062715-27-0	0000035612	2002/03/01	いい女がつくるパパッとかっこいい料理			井上　絵美	596	ｲ		講談社	2001	111	26	2002
	0000035613	2002/03/01	賢治の見た星空		天体写真	藤井　旭	442	ﾌ		作品社	2001	247	25	2002
978-4-569618-84-5	0000035614	2002/03/03	入門　ホームヘルパーになろう！　--仕事の中身から資格取得・ステップアップまで--			前川　美智子	366	ﾏ		ＰＨＰ研究所	2001	165	19	2002
978-4-048970-24-2	0000035615	2002/03/01	耳に残るは君の歌声			ツリー・ポッター／野沢　佳織．編訳	933.7	ﾎ		角川書店	2001	246	19	2002
978-4-048970-22-8	0000035616	2002/03/01	迷い猫			ヴィッキー・アラン／樋口　真理．訳	933.7	ｱ		角川書店	2001	358	19	2002
978-4-562034-35-2	0000035617	2002/03/03	特攻の真実　--命令と献身と遺族の心--			深堀　道義	210.75	ﾌ		原書房	2001	370	20	2002
978-4-838713-17-2	0000035618	2002/03/03	東京タワー			江國　香織	913.6	ｴ		マガジンハウス	2002	297	20	2002
978-4-872900-94-1	0000035619	2002/04/22	片づかない！　見つからない！　間に合わない！			リン・ワイス／ニキ・リンコ．訳	146	ﾜ		ＷＡＶＥ出版	2001	398	19	2002
978-4-105217-07-5	0000035630	2002/03/03	ミスター・ヴァーティゴ			ポール・オースター／柴田　元幸．訳	933.7	ｵ		新潮社	2001	348	20	2002
978-4-822228-73-6	0000035631	2002/03/03	ベルギー南部ロマン紀行　--ワロンの小さな町と古城・グルメの旅--		旅名人ブックス３６	和田　哲郎／武田　和秀．写真／「旅名人」編集部．編	293.58	ﾆ		日経ＢＰ社	2001	210	21	2002
978-4-894740-21-1	0000035632	2002/03/03	雨の事典　--空と海と大地をつなぐ--			レインドロップス．編	451.64	ﾚ		北斗出版	2001	278	21	2002
