ISBN,登録番号,受入日,書名,書名かな,副書名,副書名かな,叢書名等,叢書名等かな,著者名,著者名かな,媒体種別,分類記号,図書記号,巻冊記号,出版社,版年,頁数,判型,本体価格,TRCMARCNO,内容紹介,件名,財源,受入先,価格,保管場所,別置記号,備考,付記事項,注記,除籍フラグ,除籍年月日,除籍番号,除籍理由,不明図書フラグ,不明日,不明理由,未点検回数,帯出禁止フラグ,バーコード印刷済フラグ,背ラベル印刷済フラグ,任意項目
,44523,2010/12/04,【図解】橋の科学／なぜその形なのか？どう架けるのか？,｢ｽﾞｶｲ｣ﾊｼﾉｶｶﾞｸ/ﾅｾﾞｿﾉｶﾀﾁﾅﾉｶ?ﾄﾞｳｶｹﾙﾉｶ?,,,ＢＬＵＥ　ＢＡＣＫＳ　１６７６,,土木学会関西支部．編／田中　輝彦／渡邊　英一．他著,ﾄﾞﾎﾞｸｶﾞｯｶｲｶﾝｻｲｼﾌﾞ.ﾍﾝ/ﾀﾅｶﾃﾙﾋｺ/ﾜﾀﾅﾍﾞｴｲｲﾁ.ﾀﾁｮ,,515,ﾄﾞ,,講談社,2010,285,18,1029,,かつて「悪魔が架けた」ともいわれたほど困難だった橋の建設は、ガリレオによって誰もが計算できる「科学」になった。橋がさまざまな形をしている理由、「世界最大」明石海峡大橋の架け方ほか、知的興奮に満ちた「渡る」ための知恵とワザ。プロローグ　悪魔の橋１　橋を設計する（「橋の科学」のはじまり；さまざまな橋　ほか）２　橋をつくる（橋脚を建設する；洗掘と闘う　ほか）３　橋を守る（橋はなぜ落ちたか；地震への対策　ほか）著者紹介田中輝彦［タナカテルヒコ］神戸大学非常勤講師。鹿島建,橋梁∥キョウリョウ      →: 上位語: 土木構造物∥ドボク コウゾウブツ      →: 下位語: 石橋∥イシバシ      →: 下位語: 眼鏡橋∥メガネバシ      →: 下位語: 桁橋∥ケタバシ      →: 下位語: 吊橋∥ツリバシ      →: 下位語: 曲線橋∥キョクセンキョウ      →: 下位語: 鋼橋∥コウキョウ      →: 下位語: コンクリート橋∥コンクリートキョウ      →: 下位語: 木橋∥モッキョウ      →: ,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44524,2010/12/04,新体系・高校数学の教科書　【上】,ｼﾝﾀｲｹｲｺｳｺｳｽｳｶﾞｸﾉｷｮｳｶｼｮ｢ｼﾞｮｳ｣,,,ＢＬＵＥ　ＢＡＣＫＳ　１６７７,,芳沢　光雄,ﾖｼｻﾞﾜﾐﾂｵ,,410,ﾖﾐ,上,講談社,2010,356,18,1239,,アラカルト方式の数学１、２、３、Ａ、Ｂ、Ｃを改め、高校数学の体系をつながりをもって一本化。数学と日常生活を結びつける“生きた題材”を取り入れ、一気に読み通せる面白さを実現した検定外高校数学教科書。１章　数と式２章　方程式・不等式と論理３章　平面図形と関数４章　順列・組合せと確率５章　指数・対数と数列６章　三角関数と複素数平面補章　整数と数学的帰納法の応用著者紹介芳沢光雄［ヨシザワミツオ］１９５３年東京生まれ。東京理科大学理学部教授（大学院理学研究科教,数学∥スウガク      →: 下位語: 算術∥サンジュツ      →: 下位語: 和算∥ワサン      →: 下位語: 中国算法∥チュウゴクサンポウ     →: 下位語: 応用数学∥オウヨウスウガク      →: 下位語: グラフ理論∥グラフリロン      →: 下位語: 数学基礎論∥スウガクキソロン     →: 下位語: 証明(数学)∥ショウメイ (スウガク)      →: 下位語: 超数学∥チョウスウガク      →: 関連語: 数学者∥スウガクシ,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44525,2010/12/04,新体系・高校数学の教科書　【下】,ｼﾝﾀｲｹｲｺｳｺｳｽｳｶﾞｸﾉｷｮｳｶｼｮ｢ｹﾞ｣,,,ＢＬＵＥ　ＢＡＣＫＳ　１６７８,,芳沢　光雄,ﾖｼｻﾞﾜﾐﾂｵ,,410,ﾖﾐ,下,講談社,2010,366,18,1239,,アラカルト方式の数学１、２、３、Ａ、Ｂ、Ｃを改め、高校数学の体系をつながりをもって一本化。数学と日常生活を結びつける“生きた題材”を取り入れ、一気に読み通せる面白さを実現した検定外高校数学教科書。７章　ベクトル・行列と図形８章　極限９章　微分とその応用１０章　積分とその応用１１章　確率分布と統計著者紹介芳沢光雄［ヨシザワミツオ］１９５３年東京生まれ。東京理科大学理学部教授（大学院理学研究科教授）を経て、桜美林大学リベラルアーツ学群教授（同志社大学理工学部数理,数学∥スウガク      →: 下位語: 算術∥サンジュツ      →: 下位語: 和算∥ワサン      →: 下位語: 中国算法∥チュウゴクサンポウ     →: 下位語: 応用数学∥オウヨウスウガク      →: 下位語: グラフ理論∥グラフリロン      →: 下位語: 数学基礎論∥スウガクキソロン      →: 下位語: 証明(数学)∥ショウメイ (スウガク)      →: 下位語: 超数学∥チョウスウガク      →: 関連語: 数学者∥スウガクシャ,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44526,2010/12/04,住宅建築なんでも小事典／木造戸建から、ＲＣ造共同住宅まで,ｼﾞｭｳﾀｸｹﾝﾁｸﾅﾝﾃﾞﾓｼｮｳｼﾞﾃﾝ/ﾓｸｿﾞｳｺﾀﾞﾃｶﾗ､RCﾂｸﾘｷｮｳﾄﾞｳｼﾞｭｳﾀｸﾏﾃﾞ,,,ＢＬＵＥ　ＢＡＣＫＳ　１６７９,,大野　隆司,ｵｵﾉﾀｶｼ,,527,ｵﾀ,,講談社,2010,349,18,1197,,住宅の基礎、床、窓、壁、天井、屋根などには、さまざまな工夫がこらされており、その構造は複雑です。本書では、木造戸建とＲＣ造共同住宅を中心に、その仕組みを豊富な図版で解説していきます。新しい住宅評価の仕組みとして広まりつつある「住宅性能表示」の読み方のポイントも、やさしく解説。第１章　日本の住宅を知る第２章　住宅の構造躯体を知る第３章　木造戸建住宅の各部構造を知る第４章　ＲＣ造共同住宅の各部構造を知る第５章　住宅設備を知る第６章　住宅の設計から利用まで第７章　「住,住宅建築 -- 日本∥ジュウタクケンチク -- ニホン,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44527,2010/12/04,社会を生きるための教科書,ｼｬｶｲｦｲｷﾙﾀﾒﾉｷｮｳｶｼｮ,,,岩波ジュニア新書　６４７,,川井　龍介,ｶﾜｲﾘｭｳｽｹ,,302.1,ｶﾘ,,岩波書店,2010,202,18,819,,３６１／３０２．１／学校では教えてくれないけれど、社会人になると必要な知識が、実はたくさんあります。アパートの契約から、税金や社会保健の手続き、労働条件の確認に結婚や子育て、親の介護や生命保険、お金の管理などなど…。ややこしいけれど、まずはこれを読んで、自立のための心構えをしておこう。１　就職する、働く２　税金を納める３　保険と年金を考える４　自分の住まいを探す５　家族を考える６　お金と正しくつきあう７　情報を使いこなす不況だけど、入試も就活もがんばる君,,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,1,False,True,False,,
,44528,2010/12/04,スポーツ教養入門,ｽﾎﾟｰﾂｷｮｳﾖｳﾆｭｳﾓﾝ,,,岩波ジュニア新書　６４８,,高峰　修．編著,ﾀｶﾐﾈｵｻﾑ.ﾍﾝﾁｮ,,780.1,ﾀｵ,,岩波書店,2010,198,18,819,,部活や地域のクラブでスポーツに打ち込む若きアスリート必読の一冊。スポーツマンシップとは何かという議論をはじめ、メンタルトレーニングの方法、ケガとの向き合い方、進路選択、スポーツビジネスの魅力、ドーピングや体罰の問題など、スポーツをするうえで身につけておくべき基礎的な知識をわかりやすく解説します。メッセージ編（スポーツマンシップとは？；オリンピックの意義ってなんだろう；スポーツビジネスには夢があふれている；パラリンピックの世界）実用編（メンタルトレーニングの意味；ケガと向き合う；将来、ど,,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,1,False,True,False,,
,44529,2010/12/04,知っておきたい情報社会の安全知識,ｼｯﾃｵｷﾀｲｼﾞｮｳﾎｳｼｬｶｲﾉｱﾝｾﾞﾝﾁｼｷ,,,岩波ジュニア新書　６４９,,坂井　修一,ｻｶｲｼｭｳｲﾁ,,007.3,ｻｼ,,岩波書店,2010,195,18,819,,コンピュータやインターネットの発展は、高度な情報社会をつくりあげる一方で、かつてない事件や事故を引き起こす存在にもなっている。ＩＴを基盤とした情報社会を、どうしたら安心・安全にできるのか。また私たちの対策は何か。そのために必要な知識を、現実に起きている事例をとりあげて、ていねいに解説する。プロローグ　幸福な情報社会と不幸な情報社会第１章　情報社会の爆発的発展（コンピュータとインターネット；ＩＴの発達が社会を変えた；ＩＴにはどんな問題があるか）第２章　情報社会で何が起こってい,,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44530,2010/12/04,探検と冒険の物語,ﾀﾝｹﾝﾄﾎﾞｳｹﾝﾉﾓﾉｶﾞﾀﾘ,,,岩波ジュニア新書　６５０,,松島　駿二郎,ﾏﾂｼﾏｼｭﾝｼﾞﾛｳ,,290.91,ﾏｼ,,岩波書店,2010,240,18,819,,,,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44531,2010/12/04,実験でわかるインターネット,ｼﾞｯｹﾝﾃﾞﾜｶﾙｲﾝﾀｰﾈｯﾄ,,,岩波ジュニア新書　６５１,,岡嶋　裕史,ｵｶｼﾞﾏﾕｳｼ,,547.48,ｵﾕ,,岩波書店,2010,205,18,819,,「インターネットのしくみなんて知らなくても使える！」と思っていませんか。実は、しくみを知ることで、危険から身を守り、自由に使いこなせるのです。パソコンで簡単にできる実験を通して、ネットワークの構造をやさしく解説。暗記ではなく、手を動かして知識が身につくネットワーク／インターネット入門書です。第１章　ネットワークにつないでみよう（ネットワークの全体像はどうなっている？―ＯＳＩ基本参照モデル；コンピュータはどうやって相手を見分けるか―ＭＡＣアドレス；遠くのコンピュータにつなぐには―ＩＰ,,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44532,2010/12/04,介護保険は老いを守るか,ｶｲｺﾞﾎｹﾝﾊｵｲｦﾏﾓﾙｶ,,,岩波新書　１２３１,,沖藤　典子,ｵｷﾌｼﾞﾉﾘｺ,,364.4,ｵﾉ,,岩波書店,2010,247,18,840,,３６９．２６／二〇〇〇年四月に始まった介護保険制度は、「介護の社会化」「高齢者の自立支援」を進める画期的なものとして歓迎され、今日、約四〇〇万人が利用している。だが、この間、財源論を盾に改悪が続き、緊急の課題も山積み状態。社会保障審議会の委員として議論に加わってきた著者が、利用者の視点に立って徹底検証と具体的提言を行う。第１章　介護保険はなぜ創設されたのか（介護保険サービスの夜明け；高齢社会の到来と新しい事態；介護の社会化；介護保険サービスの推移）第２章　介護保険サービスの「適正化,介護保険 -- 日本∥カイゴホケン -- ニホン,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44533,2010/12/04,消費者の権利　【新版】,ｼｮｳﾋｼｬﾉｹﾝﾘ｢ｼﾝﾊﾟﾝ｣,,,岩波新書　１２３２,,正田　彬,ｼｮｳﾀﾞｱｷﾗ,,365.8,ｼｱ,,岩波書店,2010,209,18,756,,食品の偽装表示、悪質な訪問販売、ネット取引でのトラブル…。市場主義やグローバル化が進展するなか、消費生活の安全をどう確立すべきか。消費者の権利を「経済社会の基本的原則」と位置づけ、その仕組みをわかりやすく解説。消費者庁などの行政、あるいは消費者自身に何ができるかを考える。一九七二年に刊行された旧版を全面改訂。序　脅かされる消費者の権利第１章　消費者の地位・権利は、いま第２章　消費生活の安心・安全・自由の権利―市民社会の基本原則と消費者の権利第３章　商品・サービスを正,消費者保護∥ショウヒシャホゴ      →: 上位語: 生活問題∥セイカツモンダイ      →: 下位語: リコール(商品)∥リコール (ショウヒン)      →: 下位語: 消費者教育∥ショウヒシャキョウイク      →: 下位語: レーベリング      →: 関連語: 消費者∥ショウヒシャ      →: 関連語: 消費者運動∥ショウヒシャウンドウ      →: 関連語: 不招請勧誘∥フショウセイカンユウ      →: 関連語: 消費者団体訴訟制度∥ショウヒ,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44534,2010/12/04,聖書の読み方,ｾｲｼｮﾉﾖﾐｶﾀ,,,岩波新書　１２３３,,大貫　隆,ｵｵﾇｷﾀｶｼ,,193,ｵﾀ,,岩波書店,2010,208,18,756,,聖書は信仰をもつ人だけが読むものなのか？本書は聖書を、広く人びとに開かれた書物として読むための入門書である。特定の教派によらず、自主独立で読む。聖書学者の著者が、自身の経験と思索をもとに提案する「わかる読み方」。キリスト教に関心がある人はもちろん、西洋思想を学ぶ人にも格好の手引きとなる。１　聖書の読みづらさ―青年たちの声と私の経験（「正典」と「古典」であるがゆえの宿命；聖書そのものの文書配列の不自然；異質な古代的世界像；神の行動の不可解）２　聖書をどう読むか―私の提案（キリスト,聖書∥セイショ      →: 下位語: 聖書 -- 旧約∥セイショ -- キュウヤク      →: 下位語: 聖書 -- 新約∥セイショ -- シンヤク      →: 関連語: 自然(聖書)∥シゼン(セイショ)      →: 関連語: 女性(聖書)∥ジョセイ(セイショ)      →: 関連語: 聖書解釈学∥セイショ カイシャクガク      →: 関連語: 聖書考古学∥セイショコウコガク      →: 関連語: 聖書地理∥セイショチリ      →: 関連語: ,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44535,2010/12/04,思い出袋,ｵﾓｲﾃﾞﾌﾞｸﾛ,,,岩波新書　１２３４,,鶴見　俊輔,ﾂﾙﾐｼｭﾝｽｹ,,914.6,ﾂｼ,,岩波書店,2010,229,18,798,,戦後思想史に独自の軌跡をしるす著者が、戦中・戦後をとおして出会った多くの人や本、自らの決断などを縦横に語る。抜きん出た知性と独特の感性が光る多彩な回想のなかでも、その北米体験と戦争経験は、著者の原点を鮮やかに示している。著者八十歳から七年にわたり綴った『図書』連載「一月一話」の集成に、書き下ろしの終章を付す。１　はりまぜ帖２　ぼんやりした記憶３　自分用の索引４　使わなかった言葉５　そのとき６　戦中の日々７　アメリカ　内と外から戦後思想史に独自の軌跡をしる,,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
,44536,2010/12/05,同性愛と異性愛,ﾄﾞｳｾｲｱｲﾄｲｾｲｱｲ,,,岩波新書　１２３５,,風間　孝／河口　和也,ｶｻﾞﾏﾀｶｼ/ｶﾜｸﾞﾁｶｽﾞﾔ,,367.97,ｶﾀ,,岩波書店,2010,223,18,798,,日本は同性愛者に寛容というのは本当だろうか。なぜ「見えない」存在なのか。エイズ問題や公共施設の利用拒否事件、ある殺人事件などを題材にしながら、異性愛社会に染み付いたホモフォビア（同性愛嫌悪）の諸相を描き出す。また、同性愛者が肯定的に生きていくための取り組みも紹介。同性愛者から見た、もうひとつの日本社会論。第１章　エイズ・パニック第２章　法廷に出された差別第３章　歴史のなかの同性愛者たち第４章　ホモフォビアと異性愛主義第５章　性的マイノリティとは何か第６章　親,同性愛∥ドウセイアイ      →: 上位語: 性問題∥セイモンダイ      →: 上位語: 恋愛∥レンアイ      →: 下位語: 男色∥ダンショク      →: 関連語: 同性婚∥ドウセイコン,図書費,白山商会,,新書書架,,,２０１０．０４．３０,,False,,,,False,,,,False,True,False,,
